Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2486.2385329016533,"0, 0, 67, 65, 63, 62, 66, 69, 0, 52, 47, 0, 20, 22, 21, 0, 86, 0, 25, 27, 28, 26, 23, 0, 34, 0, 24, 29, 30, 2, 1, 0, 98, 92, 93, 0, 75, 0, 54, 53, 56, 58, 60, 59, 0, 46, 45, 0, 10, 11, 6, 0, 91, 0, 5, 3, 4, 0, 31, 0, 40, 0, 7, 8, 9, 0, 89, 0, 88, 0, 43, 42, 44, 51, 50, 49, 0, 55, 0, 17, 0, 41, 48, 68, 0, 77, 79, 80, 0, 84, 85, 0, 74, 72, 64, 0, 90, 87, 83, 82, 0, 61, 0, 96, 95, 99, 0, 19, 15, 16, 14, 12, 0, 13, 18, 36, 0, 33, 0, 32, 35, 37, 38, 39, 0, 81, 78, 76, 71, 73, 0, 100, 0, 57, 70, 97, 0, 94, 0",0.266,2486.24,38
1,2249.493268797115,"0, 0, 20, 24, 25, 27, 28, 26, 23, 22, 21, 0, 5, 3, 6, 4, 75, 0, 55, 0, 44, 45, 48, 51, 50, 52, 49, 47, 0, 67, 65, 63, 62, 66, 69, 0, 10, 11, 0, 74, 61, 64, 68, 0, 99, 0, 7, 2, 1, 0, 54, 53, 56, 58, 60, 80, 0, 17, 18, 19, 15, 16, 14, 12, 0, 8, 9, 0, 43, 42, 41, 40, 46, 59, 0, 29, 30, 34, 0, 91, 0, 36, 0, 90, 88, 89, 0, 72, 0, 83, 84, 85, 0, 86, 0, 98, 96, 95, 94, 93, 97, 100, 0, 31, 0, 37, 38, 39, 0, 13, 77, 79, 0, 32, 33, 35, 0, 87, 82, 0, 57, 73, 0, 78, 76, 71, 70, 0, 92, 0, 81, 0",0.367,2249.49,31
2,2097.2595724114844,"0, 0, 3, 0, 31, 35, 37, 38, 39, 36, 34, 0, 100, 99, 0, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 8, 9, 0, 45, 48, 51, 52, 49, 47, 0, 66, 0, 83, 82, 84, 85, 88, 89, 0, 43, 42, 44, 46, 50, 0, 20, 21, 0, 11, 0, 5, 6, 4, 0, 75, 0, 67, 40, 0, 22, 0, 90, 86, 0, 23, 0, 26, 0, 24, 29, 0, 57, 54, 53, 56, 58, 60, 59, 0, 25, 27, 28, 0, 10, 14, 0, 87, 91, 0, 13, 17, 18, 19, 15, 16, 12, 1, 0, 78, 76, 71, 70, 73, 77, 79, 80, 0, 7, 2, 0, 33, 0, 32, 41, 0, 30, 0, 98, 96, 95, 93, 0, 55, 97, 0, 92, 0, 94, 0, 81, 0",0.477,2097.26,35
3,1921.7158850019873,"0, 0, 24, 29, 26, 23, 22, 21, 0, 66, 69, 0, 72, 64, 68, 0, 20, 28, 0, 5, 3, 4, 75, 0, 57, 59, 0, 65, 63, 0, 30, 0, 7, 9, 6, 1, 0, 67, 62, 74, 61, 0, 40, 45, 0, 25, 27, 11, 0, 49, 47, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 43, 42, 41, 44, 46, 48, 51, 50, 52, 0, 88, 89, 91, 0, 2, 0, 70, 73, 77, 79, 80, 0, 96, 95, 97, 100, 99, 0, 76, 0, 78, 0, 10, 0, 83, 82, 84, 85, 0, 8, 0, 90, 87, 86, 0, 98, 94, 92, 93, 0, 32, 33, 37, 38, 39, 36, 34, 0, 55, 54, 53, 56, 58, 60, 0, 31, 35, 0, 81, 71, 0",0.572,1921.72,31
4,1866.327091685069,"0, 0, 66, 0, 5, 3, 6, 4, 0, 7, 8, 9, 75, 0, 67, 65, 63, 27, 0, 32, 33, 35, 37, 38, 39, 36, 34, 22, 0, 20, 21, 0, 26, 0, 91, 0, 23, 0, 30, 28, 0, 24, 25, 29, 52, 49, 47, 0, 87, 86, 84, 85, 88, 89, 0, 41, 46, 45, 48, 51, 50, 0, 10, 11, 2, 1, 0, 90, 83, 82, 93, 100, 99, 0, 18, 19, 15, 0, 58, 0, 74, 61, 64, 69, 0, 40, 44, 0, 42, 0, 43, 68, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 31, 60, 0, 62, 72, 0, 57, 55, 59, 0, 13, 17, 16, 14, 12, 0, 98, 96, 95, 94, 92, 97, 0, 53, 56, 0, 54, 0",0.663,1866.33,30
12,1850.3092755154682,"0, 0, 20, 21, 0, 5, 3, 4, 75, 0, 67, 65, 63, 62, 72, 64, 68, 69, 0, 23, 22, 0, 24, 25, 27, 29, 28, 26, 0, 89, 91, 0, 46, 48, 51, 50, 52, 49, 47, 0, 41, 40, 44, 45, 0, 54, 53, 56, 58, 60, 59, 0, 66, 0, 18, 19, 15, 16, 14, 12, 0, 6, 0, 7, 8, 9, 0, 10, 11, 2, 1, 0, 43, 42, 30, 34, 0, 86, 0, 74, 61, 0, 90, 87, 84, 85, 88, 99, 0, 13, 17, 100, 0, 78, 76, 71, 70, 73, 77, 79, 80, 0, 98, 96, 95, 94, 92, 93, 97, 0, 32, 31, 35, 37, 38, 39, 36, 0, 55, 0, 82, 0, 83, 0, 57, 0, 81, 0, 33, 0",1.376,1850.31,29
14,1813.604067435861,"0, 0, 8, 9, 6, 4, 2, 1, 75, 0, 20, 21, 0, 43, 47, 0, 67, 65, 63, 62, 74, 61, 64, 68, 66, 69, 0, 22, 0, 23, 0, 26, 0, 24, 25, 27, 28, 0, 54, 56, 58, 60, 59, 0, 7, 88, 89, 91, 0, 5, 3, 11, 0, 41, 40, 44, 45, 48, 51, 50, 52, 49, 0, 10, 34, 0, 87, 86, 83, 82, 84, 85, 0, 42, 46, 0, 30, 0, 95, 94, 93, 0, 90, 29, 0, 72, 0, 98, 96, 99, 0, 18, 19, 15, 16, 14, 12, 0, 17, 0, 13, 92, 97, 100, 0, 57, 55, 53, 77, 79, 0, 81, 78, 76, 71, 70, 73, 80, 0, 35, 37, 38, 39, 36, 0, 32, 33, 31, 0",1.556,1813.6,28
18,1731.9988332266712,"0, 0, 65, 63, 0, 20, 21, 0, 67, 62, 72, 61, 64, 68, 69, 0, 42, 44, 45, 48, 51, 50, 52, 49, 47, 0, 22, 0, 25, 27, 28, 26, 23, 91, 0, 40, 0, 24, 29, 30, 0, 33, 36, 34, 0, 74, 66, 0, 7, 8, 9, 6, 4, 0, 5, 3, 75, 0, 43, 41, 46, 59, 0, 89, 0, 10, 11, 2, 1, 0, 58, 60, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 87, 86, 84, 85, 88, 0, 90, 71, 70, 73, 77, 79, 80, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 31, 35, 37, 38, 39, 0, 83, 82, 0, 57, 55, 53, 0, 81, 78, 76, 56, 0, 32, 54, 0",1.909,1732.0,26
19,1682.036471629845,"0, 0, 74, 61, 64, 68, 66, 69, 0, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 8, 11, 9, 6, 4, 0, 10, 0, 43, 41, 0, 20, 21, 0, 42, 46, 0, 28, 26, 23, 22, 0, 7, 0, 24, 25, 27, 29, 30, 34, 0, 5, 3, 75, 0, 67, 65, 63, 62, 72, 85, 88, 89, 91, 0, 90, 87, 86, 84, 0, 32, 33, 31, 35, 37, 38, 39, 36, 1, 0, 16, 14, 12, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 13, 17, 18, 19, 15, 2, 0, 82, 0, 57, 55, 59, 0, 98, 96, 95, 94, 93, 0, 83, 97, 100, 99, 0, 54, 56, 58, 60, 0, 53, 0, 92, 0",1.996,1682.04,25
21,1572.749867660621,"0, 0, 90, 87, 86, 83, 85, 88, 89, 91, 0, 67, 65, 63, 66, 69, 0, 20, 21, 0, 24, 25, 27, 28, 26, 23, 22, 0, 52, 49, 47, 0, 5, 3, 7, 8, 11, 6, 4, 1, 75, 0, 30, 0, 43, 50, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 13, 17, 19, 16, 14, 12, 0, 10, 9, 2, 0, 41, 40, 44, 45, 48, 51, 0, 42, 46, 68, 0, 61, 64, 0, 29, 100, 99, 0, 70, 73, 77, 79, 80, 0, 74, 72, 0, 62, 59, 0, 57, 55, 54, 53, 56, 58, 60, 0, 98, 96, 95, 94, 92, 93, 97, 0, 18, 15, 0, 82, 84, 0, 81, 78, 76, 71, 0",2.169,1572.75,24
41,1568.1391566236107,"0, 0, 20, 21, 0, 90, 86, 0, 24, 25, 22, 0, 35, 37, 38, 39, 36, 34, 0, 23, 0, 62, 74, 72, 61, 64, 68, 66, 69, 0, 67, 65, 63, 60, 0, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 43, 42, 46, 59, 0, 30, 28, 26, 0, 10, 11, 2, 0, 13, 18, 19, 15, 16, 14, 12, 0, 27, 29, 0, 87, 83, 82, 84, 85, 88, 89, 91, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 32, 33, 31, 0, 95, 94, 92, 93, 97, 100, 99, 0, 98, 96, 58, 0, 17, 56, 0, 57, 55, 54, 53, 0",3.857,1568.14,22
48,1228.2246507970588,"0, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 50, 52, 0, 20, 21, 0, 43, 47, 0, 23, 22, 0, 24, 25, 28, 26, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 87, 86, 84, 85, 88, 89, 91, 0, 10, 11, 2, 0, 17, 18, 19, 15, 16, 14, 12, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 46, 45, 48, 51, 49, 0, 27, 29, 30, 66, 69, 0, 42, 41, 40, 44, 59, 0, 90, 83, 82, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 13, 0, 57, 55, 54, 53, 56, 58, 60, 0",4.44,1228.22,19
80,1215.6214515777465,"0, 0, 20, 21, 0, 67, 65, 63, 66, 69, 0, 89, 91, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 23, 22, 0, 24, 25, 27, 29, 30, 28, 26, 49, 47, 0, 42, 41, 40, 44, 45, 48, 51, 50, 52, 0, 43, 46, 68, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 5, 3, 7, 8, 6, 4, 1, 75, 0, 10, 11, 9, 2, 0, 90, 87, 86, 84, 85, 88, 0, 62, 74, 72, 61, 64, 0, 13, 17, 19, 15, 14, 12, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 18, 16, 0, 83, 82, 0",7.046,1215.62,19
84,1124.8699791900926,"0, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 27, 28, 26, 23, 22, 21, 0, 20, 24, 25, 29, 30, 34, 0, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 67, 83, 82, 84, 85, 88, 89, 91, 0, 10, 11, 2, 0, 90, 87, 86, 46, 59, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 32, 33, 35, 37, 38, 39, 36, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 57, 55, 54, 53, 56, 58, 60, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 31, 0",7.367,1124.87,15
121,1093.3934410822683,"0, 0, 10, 11, 9, 6, 4, 1, 75, 0, 20, 21, 0, 27, 28, 26, 23, 22, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 46, 45, 48, 51, 50, 52, 49, 47, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 5, 3, 7, 8, 2, 0, 43, 42, 41, 40, 44, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 24, 25, 29, 30, 34, 0, 78, 76, 71, 70, 73, 77, 79, 80, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 81, 83, 82, 0",10.223,1093.39,16
137,1086.3328721435444,"0, 0, 20, 21, 0, 5, 3, 6, 4, 1, 75, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 24, 25, 27, 29, 30, 28, 26, 23, 22, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 46, 59, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 10, 11, 9, 2, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 8, 0, 57, 55, 54, 53, 56, 58, 60, 0, 83, 82, 0, 7, 0",11.447,1086.33,17
141,1077.0430108264136,"0, 0, 20, 21, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 24, 25, 27, 29, 30, 28, 26, 23, 22, 0, 7, 8, 6, 4, 1, 75, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 5, 3, 2, 0, 10, 11, 9, 0, 50, 52, 49, 47, 0, 43, 42, 41, 40, 44, 45, 48, 51, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 46, 66, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 83, 82, 0",11.753,1077.04,17
