Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2673.9110227465317,"0, 0, 21, 0, 65, 0, 23, 22, 0, 96, 99, 0, 67, 63, 62, 74, 66, 69, 0, 8, 6, 4, 75, 0, 7, 0, 10, 9, 0, 87, 86, 88, 89, 0, 52, 0, 43, 47, 0, 25, 27, 28, 26, 49, 0, 42, 41, 40, 61, 64, 68, 0, 30, 0, 5, 3, 11, 1, 0, 24, 29, 45, 48, 51, 50, 0, 91, 0, 57, 59, 0, 90, 85, 0, 81, 78, 76, 79, 0, 20, 38, 0, 34, 0, 19, 15, 16, 14, 12, 0, 60, 0, 82, 0, 2, 0, 32, 33, 37, 36, 0, 46, 0, 17, 18, 97, 100, 0, 84, 0, 55, 54, 53, 56, 58, 0, 73, 77, 80, 0, 44, 0, 13, 92, 93, 0, 31, 35, 39, 0, 72, 0, 98, 95, 94, 0, 83, 0, 70, 0, 71, 0",0.403,2673.91,41
1,2355.4239635842587,"0, 0, 22, 0, 20, 21, 0, 67, 65, 66, 69, 0, 11, 0, 45, 48, 51, 50, 52, 49, 47, 0, 17, 18, 19, 16, 14, 12, 0, 62, 74, 64, 0, 25, 27, 26, 0, 10, 4, 0, 23, 0, 29, 28, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 3, 0, 46, 0, 63, 61, 0, 60, 0, 33, 31, 35, 37, 38, 39, 34, 0, 2, 1, 0, 30, 0, 82, 0, 8, 6, 0, 44, 0, 43, 42, 41, 40, 68, 0, 94, 93, 0, 24, 75, 0, 7, 0, 97, 100, 0, 5, 9, 0, 72, 0, 98, 96, 95, 92, 99, 0, 13, 15, 0, 55, 0, 80, 0, 59, 0, 71, 70, 77, 79, 0, 32, 36, 0, 57, 54, 53, 56, 58, 0, 81, 78, 76, 73, 0, 83, 0",0.611,2355.42,40
2,2290.011054009799,"0, 0, 62, 61, 64, 68, 0, 1, 0, 7, 0, 20, 21, 0, 43, 42, 41, 40, 44, 45, 48, 0, 5, 3, 6, 0, 17, 16, 14, 12, 0, 24, 22, 0, 9, 0, 63, 0, 67, 65, 66, 69, 0, 89, 91, 0, 90, 56, 58, 60, 0, 2, 0, 84, 85, 88, 0, 99, 0, 23, 0, 25, 27, 30, 28, 26, 0, 70, 73, 77, 79, 0, 74, 72, 50, 52, 49, 47, 0, 10, 11, 4, 75, 0, 59, 0, 19, 15, 0, 46, 51, 0, 93, 0, 54, 53, 0, 8, 0, 31, 35, 37, 38, 39, 34, 0, 29, 36, 0, 87, 86, 83, 82, 97, 100, 0, 33, 0, 81, 78, 76, 71, 80, 0, 57, 55, 0, 32, 0, 98, 96, 95, 94, 92, 0, 13, 18, 0",0.813,2290.01,37
3,2070.30574350173,"0, 0, 65, 0, 7, 4, 0, 63, 0, 21, 0, 90, 87, 86, 93, 0, 5, 3, 6, 0, 17, 18, 19, 15, 16, 14, 12, 0, 24, 25, 27, 28, 26, 23, 22, 0, 46, 45, 50, 52, 49, 47, 0, 20, 30, 36, 34, 0, 10, 9, 0, 48, 51, 0, 67, 66, 69, 0, 84, 85, 88, 89, 91, 0, 11, 0, 8, 2, 1, 75, 0, 33, 0, 43, 42, 44, 0, 62, 61, 64, 68, 0, 82, 0, 100, 99, 0, 41, 40, 29, 0, 98, 96, 95, 94, 92, 97, 0, 74, 72, 0, 32, 31, 35, 37, 38, 39, 0, 13, 83, 0, 55, 0, 53, 56, 58, 60, 59, 0, 77, 79, 0, 57, 54, 71, 70, 73, 0, 81, 78, 76, 80, 0",1.019,2070.31,32
7,1976.6974635407585,"0, 0, 22, 21, 0, 28, 26, 23, 0, 46, 45, 48, 51, 50, 52, 49, 47, 0, 62, 66, 69, 0, 20, 24, 25, 27, 30, 0, 32, 33, 35, 37, 38, 39, 36, 34, 0, 67, 65, 63, 72, 61, 64, 68, 0, 74, 73, 77, 79, 0, 57, 59, 0, 98, 96, 95, 92, 93, 100, 99, 1, 0, 87, 86, 82, 0, 7, 0, 43, 42, 41, 40, 44, 75, 0, 4, 0, 97, 0, 90, 83, 85, 88, 89, 91, 0, 10, 11, 6, 0, 94, 2, 0, 29, 0, 8, 9, 0, 13, 15, 16, 14, 12, 0, 5, 3, 84, 0, 55, 54, 53, 56, 58, 60, 80, 0, 31, 0, 18, 0, 17, 19, 0, 81, 78, 76, 70, 0, 71, 0",1.805,1976.7,29
9,1919.340066075459,"0, 0, 22, 0, 21, 0, 69, 0, 20, 23, 0, 62, 66, 0, 10, 11, 9, 6, 4, 1, 75, 0, 5, 3, 7, 8, 2, 0, 67, 65, 63, 50, 52, 49, 47, 0, 60, 0, 43, 42, 41, 40, 44, 45, 48, 51, 0, 55, 0, 17, 18, 19, 15, 16, 14, 12, 0, 87, 86, 84, 85, 88, 89, 91, 0, 24, 25, 27, 29, 28, 26, 0, 71, 73, 0, 68, 0, 30, 0, 90, 92, 93, 0, 31, 35, 37, 38, 36, 34, 0, 57, 54, 53, 56, 58, 59, 0, 77, 79, 0, 98, 96, 95, 94, 97, 100, 99, 0, 61, 64, 0, 74, 72, 0, 46, 0, 32, 33, 39, 0, 13, 83, 82, 80, 0, 81, 78, 76, 70, 0",2.201,1919.34,29
14,1674.3273424413903,"0, 0, 22, 21, 0, 23, 0, 20, 25, 27, 28, 26, 0, 61, 69, 0, 65, 63, 0, 10, 11, 9, 6, 4, 2, 1, 75, 0, 47, 0, 8, 0, 45, 48, 51, 50, 52, 49, 0, 68, 66, 0, 59, 0, 5, 3, 7, 0, 24, 29, 30, 39, 36, 34, 0, 13, 17, 19, 15, 14, 12, 0, 67, 64, 0, 62, 74, 72, 0, 31, 35, 37, 38, 0, 43, 42, 41, 40, 44, 46, 0, 87, 86, 84, 85, 88, 89, 91, 0, 90, 83, 82, 0, 96, 95, 94, 92, 93, 97, 100, 99, 0, 98, 71, 70, 73, 79, 0, 57, 55, 54, 53, 56, 58, 60, 80, 0, 32, 33, 18, 16, 0, 81, 78, 76, 77, 0",3.179,1674.33,26
18,1579.3059320192008,"0, 0, 10, 11, 9, 6, 4, 1, 75, 0, 23, 22, 21, 0, 8, 0, 69, 0, 83, 82, 88, 89, 91, 0, 20, 24, 25, 27, 29, 30, 28, 26, 50, 52, 49, 47, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 0, 46, 45, 48, 51, 0, 5, 3, 7, 2, 0, 41, 40, 0, 43, 42, 44, 58, 60, 0, 53, 56, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 98, 96, 93, 97, 100, 99, 0, 57, 55, 54, 59, 0, 90, 87, 86, 84, 85, 0, 17, 18, 19, 15, 16, 14, 12, 0, 94, 92, 0, 13, 70, 73, 77, 79, 80, 0, 81, 78, 76, 71, 0, 95, 0",3.918,1579.31,22
32,1543.3142175575388,"0, 0, 30, 28, 26, 23, 22, 21, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 20, 24, 25, 4, 2, 1, 75, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 5, 3, 7, 8, 6, 0, 95, 94, 92, 93, 97, 100, 99, 0, 10, 11, 9, 34, 0, 90, 86, 0, 53, 56, 58, 60, 59, 0, 88, 89, 91, 0, 17, 18, 19, 15, 16, 14, 12, 0, 57, 55, 54, 46, 0, 29, 36, 0, 32, 33, 35, 37, 38, 39, 0, 98, 96, 83, 82, 84, 85, 0, 13, 31, 70, 73, 77, 79, 80, 0, 27, 0, 87, 0, 81, 78, 76, 71, 0",6.395,1543.31,20
35,1446.7626102444135,"0, 0, 20, 26, 23, 22, 21, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 43, 42, 44, 46, 45, 48, 51, 50, 52, 49, 47, 0, 91, 0, 10, 11, 9, 6, 4, 1, 75, 0, 13, 18, 19, 15, 16, 14, 12, 0, 27, 0, 29, 30, 28, 0, 5, 3, 7, 8, 2, 0, 87, 86, 84, 85, 88, 89, 0, 32, 33, 35, 37, 38, 36, 34, 0, 96, 95, 92, 93, 97, 100, 99, 0, 90, 83, 82, 0, 24, 25, 39, 0, 41, 40, 59, 0, 57, 55, 54, 53, 56, 58, 60, 80, 0, 98, 94, 0, 31, 0, 81, 78, 76, 71, 70, 73, 77, 79, 0, 17, 0",6.906,1446.76,21
