Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2289.898680963419,"0, 0, 21, 0, 20, 29, 0, 75, 0, 62, 61, 64, 68, 69, 0, 50, 0, 22, 0, 67, 65, 63, 74, 72, 66, 0, 25, 27, 30, 26, 0, 46, 45, 48, 49, 47, 0, 42, 44, 0, 23, 0, 5, 3, 4, 1, 0, 93, 0, 2, 0, 24, 28, 0, 7, 8, 9, 6, 0, 41, 40, 51, 52, 0, 11, 0, 10, 16, 14, 12, 0, 96, 95, 94, 92, 97, 99, 0, 84, 85, 89, 0, 43, 59, 0, 15, 0, 90, 87, 86, 88, 91, 0, 83, 82, 0, 39, 36, 34, 0, 55, 0, 13, 17, 18, 19, 0, 98, 100, 0, 31, 35, 37, 38, 0, 81, 78, 76, 71, 70, 73, 80, 0, 54, 53, 58, 0, 57, 56, 60, 79, 0, 33, 0, 32, 77, 0",0.421,2289.9,36
1,2126.4199514430447,"0, 0, 11, 9, 0, 20, 21, 0, 62, 61, 64, 68, 69, 0, 66, 0, 29, 36, 34, 0, 67, 65, 63, 74, 72, 47, 0, 28, 26, 23, 22, 0, 7, 8, 4, 1, 75, 0, 24, 25, 27, 30, 50, 0, 5, 3, 10, 6, 2, 0, 45, 48, 51, 52, 49, 0, 12, 0, 89, 0, 43, 46, 0, 41, 40, 44, 0, 32, 33, 31, 35, 37, 38, 39, 0, 87, 86, 85, 88, 91, 0, 90, 83, 82, 84, 0, 42, 0, 55, 59, 0, 13, 17, 18, 19, 15, 16, 14, 0, 71, 70, 73, 79, 0, 53, 58, 60, 0, 57, 54, 56, 0, 98, 99, 0, 77, 0, 81, 78, 76, 80, 0, 97, 0, 96, 95, 92, 93, 0, 100, 0, 94, 0",0.629,2126.42,32
2,1931.590482962475,"0, 0, 20, 22, 21, 0, 67, 65, 63, 74, 72, 61, 64, 68, 69, 0, 3, 7, 8, 6, 4, 2, 1, 0, 23, 0, 24, 28, 26, 0, 25, 27, 29, 30, 34, 0, 9, 0, 42, 44, 47, 0, 10, 11, 0, 62, 66, 0, 5, 75, 0, 41, 40, 48, 0, 43, 46, 49, 0, 32, 33, 31, 35, 37, 38, 39, 36, 50, 0, 90, 95, 94, 97, 100, 99, 0, 45, 51, 52, 0, 17, 18, 19, 15, 0, 86, 0, 89, 0, 13, 14, 0, 87, 84, 85, 88, 91, 0, 98, 96, 92, 93, 0, 83, 82, 0, 81, 78, 76, 71, 70, 73, 79, 0, 54, 56, 58, 60, 59, 0, 57, 55, 53, 80, 0, 12, 0, 77, 0, 16, 0",0.828,1931.59,30
4,1931.508766826783,"0, 0, 3, 0, 20, 21, 0, 67, 65, 63, 62, 74, 68, 0, 23, 22, 0, 44, 45, 48, 49, 47, 0, 43, 82, 85, 88, 89, 0, 24, 25, 27, 29, 30, 26, 0, 7, 8, 6, 4, 1, 75, 0, 28, 34, 0, 46, 0, 66, 69, 0, 5, 11, 9, 0, 32, 33, 31, 35, 37, 38, 39, 36, 50, 0, 42, 40, 0, 10, 100, 0, 72, 61, 64, 0, 41, 0, 54, 53, 56, 58, 60, 59, 0, 90, 87, 86, 84, 0, 57, 55, 51, 52, 0, 98, 96, 95, 94, 93, 0, 83, 80, 0, 19, 15, 14, 12, 0, 13, 17, 18, 16, 97, 99, 91, 0, 2, 0, 77, 79, 0, 81, 78, 76, 71, 70, 73, 0, 92, 0",1.218,1931.51,29
7,1894.942530760471,"0, 0, 75, 0, 43, 42, 45, 0, 67, 65, 63, 58, 0, 20, 21, 0, 3, 7, 8, 6, 4, 1, 0, 23, 22, 0, 64, 68, 69, 0, 24, 25, 27, 29, 30, 28, 26, 52, 49, 47, 0, 10, 11, 9, 0, 86, 0, 5, 2, 0, 83, 82, 84, 85, 88, 89, 91, 0, 66, 0, 48, 0, 50, 0, 72, 61, 0, 46, 0, 44, 0, 41, 40, 51, 0, 90, 87, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 62, 74, 97, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 98, 96, 95, 94, 92, 93, 100, 0, 57, 55, 59, 0, 54, 56, 0, 81, 78, 76, 71, 70, 73, 79, 0, 77, 80, 0, 53, 60, 0",1.796,1894.94,30
13,1729.2319070484318,"0, 0, 20, 21, 0, 23, 22, 0, 3, 4, 1, 0, 50, 0, 6, 0, 42, 44, 45, 49, 47, 0, 5, 7, 8, 9, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 98, 99, 0, 28, 26, 0, 24, 25, 27, 29, 30, 34, 0, 87, 86, 84, 85, 88, 89, 91, 0, 96, 95, 94, 92, 93, 97, 100, 0, 75, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 46, 48, 51, 52, 0, 41, 40, 0, 43, 66, 0, 53, 56, 58, 60, 59, 0, 10, 11, 2, 0, 57, 55, 54, 0, 90, 83, 82, 0, 32, 33, 36, 0, 71, 70, 73, 77, 79, 80, 0, 31, 35, 37, 38, 39, 0, 78, 76, 0, 81, 0",2.936,1729.23,28
16,1604.1678734872276,"0, 0, 20, 21, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 9, 6, 4, 0, 8, 11, 0, 67, 65, 63, 62, 74, 72, 64, 0, 5, 3, 7, 75, 0, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 29, 30, 28, 26, 23, 22, 0, 24, 25, 27, 34, 0, 43, 42, 46, 68, 69, 0, 90, 87, 86, 84, 85, 89, 91, 0, 83, 82, 88, 0, 10, 1, 0, 31, 35, 37, 38, 39, 36, 0, 55, 59, 0, 2, 0, 96, 95, 94, 92, 93, 97, 100, 0, 98, 66, 0, 78, 76, 71, 70, 73, 77, 79, 80, 0, 32, 33, 0, 53, 56, 58, 60, 0, 57, 54, 61, 0, 81, 0",3.505,1604.17,24
24,1582.2604393633442,"0, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 10, 11, 2, 21, 0, 29, 30, 26, 23, 22, 0, 20, 25, 27, 28, 0, 62, 74, 72, 61, 64, 68, 69, 0, 66, 0, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 67, 65, 63, 85, 88, 89, 91, 0, 43, 42, 46, 59, 0, 90, 87, 86, 84, 0, 70, 73, 77, 79, 80, 0, 24, 36, 34, 0, 57, 55, 54, 53, 56, 58, 60, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 31, 35, 37, 38, 39, 0, 96, 95, 94, 92, 93, 97, 100, 0, 83, 82, 0, 32, 33, 0, 81, 76, 0, 78, 71, 0, 98, 0",5.189,1582.26,22
27,1532.3145240978995,"0, 0, 55, 59, 0, 20, 21, 0, 57, 54, 56, 58, 60, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 22, 0, 10, 11, 9, 6, 4, 1, 75, 0, 2, 0, 24, 25, 27, 28, 26, 23, 47, 0, 3, 7, 8, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 5, 29, 30, 0, 43, 46, 45, 48, 51, 50, 52, 49, 0, 41, 40, 44, 0, 90, 87, 86, 88, 89, 91, 0, 42, 76, 71, 70, 73, 77, 79, 80, 0, 31, 35, 37, 38, 39, 36, 34, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 78, 0, 83, 82, 84, 85, 0, 32, 33, 53, 0, 81, 0",5.806,1532.31,22
29,1415.2497351874783,"0, 0, 22, 21, 0, 23, 0, 24, 25, 27, 28, 26, 0, 11, 9, 6, 4, 1, 75, 0, 72, 61, 64, 68, 69, 0, 20, 29, 30, 34, 0, 67, 65, 63, 62, 74, 66, 0, 10, 2, 0, 5, 3, 7, 8, 0, 87, 86, 84, 85, 88, 89, 91, 0, 90, 73, 77, 79, 80, 0, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 43, 42, 46, 59, 0, 57, 54, 56, 58, 60, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 81, 78, 76, 71, 70, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 98, 96, 95, 94, 92, 93, 97, 100, 0, 83, 82, 0, 55, 53, 0",6.165,1415.25,21
