Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2036.0999245247451,"0, 0, 20, 21, 0, 46, 45, 48, 50, 49, 47, 0, 22, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 23, 0, 1, 0, 40, 0, 26, 0, 10, 11, 0, 75, 0, 24, 25, 27, 28, 0, 5, 3, 4, 0, 7, 8, 9, 6, 2, 0, 30, 0, 43, 42, 41, 44, 51, 52, 0, 33, 0, 87, 86, 88, 89, 91, 0, 29, 34, 0, 83, 82, 84, 85, 0, 99, 0, 31, 0, 90, 95, 0, 13, 19, 15, 16, 14, 12, 0, 98, 96, 94, 93, 0, 53, 56, 58, 60, 0, 32, 35, 37, 38, 39, 36, 0, 17, 18, 97, 100, 0, 57, 55, 54, 59, 80, 0, 92, 0, 81, 78, 76, 77, 79, 0, 71, 70, 73, 0",0.364,2036.1,32
1,1974.642085019428,"0, 0, 20, 21, 0, 22, 0, 67, 65, 63, 62, 74, 72, 61, 64, 66, 69, 0, 23, 0, 24, 25, 27, 28, 26, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 5, 3, 4, 0, 75, 0, 43, 47, 0, 6, 0, 7, 8, 9, 0, 10, 11, 2, 1, 0, 29, 30, 34, 0, 46, 45, 48, 50, 49, 0, 33, 0, 52, 0, 40, 0, 90, 89, 0, 68, 0, 85, 0, 91, 0, 41, 0, 15, 16, 14, 12, 0, 42, 44, 51, 0, 84, 0, 55, 0, 87, 86, 88, 0, 13, 17, 18, 19, 36, 0, 32, 31, 35, 37, 38, 39, 59, 0, 83, 82, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 57, 54, 60, 0, 53, 56, 58, 0",0.568,1974.64,34
2,1903.2405123964256,"0, 0, 4, 0, 20, 21, 0, 67, 65, 63, 62, 74, 69, 0, 40, 0, 22, 0, 28, 26, 23, 0, 30, 0, 24, 25, 27, 29, 34, 0, 47, 0, 5, 3, 7, 8, 9, 6, 1, 0, 75, 0, 43, 42, 41, 44, 45, 48, 51, 50, 49, 0, 10, 11, 2, 0, 90, 88, 89, 91, 0, 85, 0, 66, 0, 68, 0, 46, 52, 0, 64, 0, 87, 86, 83, 82, 84, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 61, 0, 59, 0, 72, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 57, 55, 54, 53, 58, 0, 98, 96, 95, 94, 93, 97, 100, 99, 0, 32, 33, 36, 0, 31, 35, 37, 38, 39, 0, 92, 60, 0, 56, 0",0.75,1903.24,32
3,1585.393003707593,"0, 0, 20, 21, 0, 65, 0, 22, 0, 30, 28, 26, 23, 0, 75, 0, 5, 3, 7, 8, 9, 6, 4, 1, 0, 67, 63, 66, 69, 0, 24, 25, 27, 29, 34, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 49, 47, 0, 10, 11, 2, 0, 57, 55, 59, 0, 46, 52, 0, 85, 88, 89, 91, 0, 99, 0, 87, 86, 84, 0, 62, 74, 72, 61, 64, 68, 0, 90, 83, 82, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 95, 94, 93, 0, 54, 53, 56, 58, 60, 0, 32, 33, 35, 37, 38, 39, 36, 0, 31, 100, 0, 92, 97, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0",0.93,1585.39,25
7,1487.4624184286624,"0, 0, 20, 21, 0, 22, 0, 28, 26, 23, 0, 65, 0, 67, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 24, 25, 27, 29, 30, 34, 0, 46, 45, 48, 51, 50, 52, 49, 47, 0, 5, 3, 4, 0, 10, 11, 0, 75, 0, 42, 44, 0, 43, 41, 40, 59, 0, 6, 0, 7, 8, 9, 2, 1, 0, 87, 86, 84, 85, 88, 89, 91, 0, 90, 83, 82, 73, 77, 79, 80, 0, 31, 35, 37, 38, 39, 36, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 98, 96, 95, 94, 93, 0, 32, 33, 0, 57, 55, 54, 53, 56, 58, 60, 0, 92, 97, 100, 0, 81, 78, 76, 71, 70, 0",1.68,1487.46,24
10,1449.3727409281319,"0, 0, 23, 22, 21, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 10, 11, 6, 0, 20, 26, 0, 24, 25, 27, 29, 30, 28, 34, 0, 5, 3, 4, 1, 0, 7, 8, 9, 2, 75, 0, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 43, 46, 59, 0, 90, 89, 91, 0, 36, 0, 88, 0, 87, 86, 84, 85, 0, 57, 55, 54, 53, 56, 58, 60, 0, 94, 93, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 33, 0, 98, 96, 95, 92, 97, 100, 99, 0, 32, 31, 35, 37, 38, 39, 0, 83, 82, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0",2.195,1449.37,22
14,1372.3097078697213,"0, 0, 20, 21, 0, 22, 0, 28, 26, 23, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 24, 25, 27, 29, 30, 34, 0, 5, 3, 4, 1, 0, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47, 0, 7, 8, 9, 6, 2, 75, 0, 88, 89, 91, 0, 43, 59, 0, 10, 11, 0, 87, 86, 84, 85, 0, 90, 83, 82, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 32, 33, 36, 0, 31, 35, 37, 38, 39, 0, 98, 96, 95, 94, 93, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 57, 55, 54, 53, 56, 58, 60, 0, 92, 97, 100, 0",2.885,1372.31,21
18,1371.2799480591773,"0, 0, 22, 21, 0, 20, 24, 25, 27, 29, 30, 28, 26, 23, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 5, 3, 7, 8, 9, 6, 4, 1, 0, 43, 49, 47, 0, 10, 11, 2, 75, 0, 42, 41, 40, 44, 45, 48, 51, 50, 52, 0, 90, 89, 91, 0, 87, 86, 84, 85, 88, 0, 46, 59, 0, 96, 95, 94, 93, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 98, 97, 100, 0, 32, 33, 36, 34, 0, 57, 55, 54, 53, 56, 58, 60, 0, 83, 82, 0, 31, 35, 37, 38, 39, 0, 92, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0",3.541,1371.28,20
21,1292.4351227771135,"0, 0, 20, 21, 0, 75, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 22, 0, 23, 0, 5, 3, 7, 8, 9, 6, 4, 1, 0, 24, 25, 27, 29, 30, 28, 26, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 10, 11, 2, 0, 90, 89, 91, 0, 46, 0, 87, 86, 84, 85, 88, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 31, 35, 37, 38, 39, 36, 34, 0, 98, 96, 95, 94, 93, 0, 32, 33, 0, 83, 82, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 92, 97, 100, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0",4.026,1292.44,21
25,1285.8522137463156,"0, 0, 23, 22, 21, 0, 20, 24, 25, 27, 29, 30, 28, 26, 69, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 10, 11, 2, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 46, 59, 0, 32, 33, 36, 34, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 83, 82, 73, 77, 79, 80, 0, 98, 96, 95, 94, 93, 0, 31, 35, 37, 38, 39, 0, 57, 55, 54, 53, 56, 58, 60, 0, 92, 97, 100, 0, 81, 78, 76, 71, 70, 0",4.668,1285.85,17
