Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2288.5402959809953,"0, 0, 50, 0, 20, 21, 0, 22, 0, 44, 45, 48, 0, 75, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 4, 0, 23, 0, 10, 11, 9, 0, 24, 25, 27, 28, 26, 0, 30, 0, 1, 0, 5, 3, 7, 8, 6, 99, 0, 43, 42, 41, 40, 46, 47, 0, 31, 38, 0, 2, 0, 95, 0, 66, 52, 49, 0, 89, 0, 19, 0, 29, 14, 0, 90, 87, 86, 84, 85, 88, 91, 0, 51, 0, 13, 17, 18, 15, 16, 12, 0, 54, 53, 56, 58, 60, 34, 0, 79, 0, 98, 96, 97, 100, 0, 32, 33, 35, 37, 39, 36, 0, 83, 82, 80, 0, 57, 55, 59, 0, 94, 93, 0, 81, 78, 76, 71, 73, 0, 70, 77, 0, 92, 0",0.689,2288.54,35
1,1768.5059140826834,"0, 0, 20, 21, 0, 22, 0, 32, 33, 35, 0, 25, 27, 28, 26, 23, 0, 66, 69, 0, 67, 65, 63, 62, 61, 64, 68, 0, 24, 29, 30, 34, 0, 5, 3, 7, 8, 6, 4, 2, 1, 75, 0, 10, 11, 9, 0, 44, 45, 48, 50, 0, 43, 42, 41, 40, 46, 47, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 49, 0, 74, 72, 0, 51, 52, 0, 13, 17, 18, 19, 14, 0, 98, 96, 95, 99, 0, 83, 82, 0, 37, 38, 39, 36, 0, 31, 59, 0, 57, 55, 54, 53, 56, 58, 60, 80, 0, 94, 93, 0, 92, 97, 100, 0, 16, 12, 0, 15, 0, 81, 78, 76, 71, 70, 73, 77, 79, 0",0.959,1768.51,27
2,1746.0084986323247,"0, 0, 24, 27, 28, 26, 23, 22, 21, 0, 20, 25, 30, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 36, 34, 0, 5, 3, 7, 8, 6, 4, 2, 1, 75, 0, 44, 45, 50, 0, 43, 42, 49, 47, 0, 66, 0, 98, 96, 95, 94, 93, 0, 10, 11, 9, 0, 90, 91, 0, 29, 0, 89, 0, 31, 35, 0, 32, 33, 37, 38, 39, 52, 0, 41, 40, 46, 48, 51, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 83, 84, 85, 88, 0, 87, 86, 82, 100, 0, 57, 55, 59, 0, 81, 78, 76, 71, 70, 77, 79, 0, 92, 97, 0, 54, 53, 56, 58, 60, 80, 0, 73, 0",1.182,1746.01,25
3,1585.6468325615194,"0, 0, 20, 21, 0, 9, 0, 67, 65, 63, 69, 0, 22, 0, 23, 0, 43, 41, 40, 44, 45, 48, 51, 50, 49, 47, 0, 24, 25, 27, 28, 26, 0, 5, 3, 4, 2, 1, 75, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 66, 0, 64, 0, 11, 0, 10, 6, 0, 32, 33, 35, 37, 38, 39, 36, 34, 0, 87, 86, 84, 85, 88, 89, 91, 0, 29, 30, 0, 46, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 90, 83, 82, 0, 59, 0, 31, 52, 0, 74, 0, 68, 0, 42, 61, 0, 7, 8, 99, 0, 62, 72, 0, 98, 96, 95, 94, 92, 93, 97, 100, 0, 57, 55, 54, 53, 56, 58, 60, 0",1.395,1585.65,29
11,1497.420971390429,"0, 0, 20, 21, 0, 89, 91, 0, 22, 0, 67, 65, 63, 72, 61, 64, 68, 69, 0, 23, 0, 24, 25, 27, 28, 26, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 49, 47, 0, 5, 3, 4, 0, 10, 11, 9, 6, 0, 98, 96, 95, 94, 93, 0, 7, 8, 1, 75, 0, 66, 0, 32, 33, 35, 37, 38, 39, 36, 34, 0, 62, 74, 0, 29, 30, 0, 90, 87, 86, 84, 85, 88, 0, 46, 52, 0, 92, 97, 100, 99, 2, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 31, 59, 0, 83, 82, 0, 57, 55, 54, 58, 60, 0, 53, 56, 0",3.057,1497.42,25
18,1483.9502474982844,"0, 0, 20, 21, 0, 22, 0, 67, 65, 63, 72, 61, 64, 68, 69, 0, 23, 0, 24, 25, 27, 28, 26, 0, 5, 3, 4, 1, 75, 0, 74, 0, 66, 0, 7, 8, 6, 0, 13, 17, 18, 19, 15, 16, 14, 12, 49, 0, 43, 41, 40, 44, 45, 48, 50, 52, 47, 0, 42, 46, 51, 0, 10, 11, 9, 2, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 98, 96, 95, 94, 93, 0, 89, 91, 0, 62, 0, 29, 30, 0, 83, 82, 84, 85, 88, 0, 90, 87, 86, 99, 0, 57, 55, 59, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 92, 97, 100, 0, 54, 53, 56, 58, 60, 0",4.689,1483.95,25
19,1416.469718109226,"0, 0, 22, 21, 0, 20, 25, 27, 29, 30, 28, 26, 23, 0, 40, 0, 67, 65, 63, 69, 0, 10, 11, 9, 6, 4, 1, 75, 0, 24, 52, 49, 47, 0, 66, 0, 5, 3, 7, 8, 2, 0, 43, 42, 41, 44, 45, 48, 50, 0, 74, 0, 62, 72, 61, 64, 68, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 46, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 51, 0, 32, 33, 35, 37, 38, 39, 36, 34, 0, 31, 59, 0, 83, 82, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 57, 55, 54, 53, 58, 60, 0, 56, 0",4.856,1416.47,23
31,1231.0030393225873,"0, 0, 20, 25, 27, 28, 26, 23, 22, 21, 0, 67, 65, 63, 62, 74, 61, 64, 68, 69, 0, 24, 29, 30, 4, 1, 75, 0, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 5, 3, 6, 0, 66, 0, 43, 46, 59, 0, 10, 11, 9, 0, 7, 8, 2, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 83, 82, 0, 32, 33, 35, 37, 38, 39, 36, 34, 0, 31, 0, 57, 55, 54, 53, 56, 58, 60, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 72, 0",7.0,1231.0,19
47,1156.7370293706217,"0, 0, 67, 65, 63, 62, 74, 61, 64, 68, 69, 0, 20, 21, 0, 24, 25, 27, 29, 30, 28, 26, 23, 22, 0, 5, 3, 7, 8, 6, 4, 1, 75, 0, 43, 46, 52, 49, 47, 0, 66, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 10, 11, 9, 2, 0, 42, 41, 40, 44, 45, 48, 51, 50, 0, 72, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 31, 35, 37, 38, 39, 36, 34, 0, 32, 33, 0, 98, 96, 95, 94, 92, 93, 97, 100, 0, 83, 82, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0",9.522,1156.74,18
62,1088.5871323408546,"0, 0, 20, 21, 0, 67, 65, 63, 62, 74, 61, 64, 68, 69, 0, 24, 25, 27, 29, 30, 28, 26, 23, 22, 0, 5, 3, 7, 8, 6, 4, 1, 75, 0, 10, 11, 9, 2, 0, 31, 35, 37, 38, 39, 36, 34, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 72, 66, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 98, 96, 95, 94, 92, 93, 97, 100, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 32, 33, 46, 0, 83, 82, 0",11.79,1088.59,16
