Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2248.6217816852063,"0, 0, 9, 0, 20, 21, 0, 25, 0, 59, 0, 3, 4, 0, 22, 0, 86, 0, 67, 65, 63, 74, 72, 61, 64, 66, 69, 0, 46, 49, 47, 0, 29, 34, 0, 26, 23, 0, 24, 27, 30, 28, 0, 10, 11, 12, 0, 6, 0, 88, 0, 2, 1, 75, 0, 57, 55, 54, 53, 56, 58, 60, 68, 0, 7, 8, 0, 5, 99, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 0, 13, 17, 18, 19, 15, 16, 14, 100, 0, 62, 0, 83, 82, 84, 85, 91, 0, 90, 89, 0, 87, 97, 0, 38, 0, 31, 36, 0, 32, 33, 35, 37, 39, 0, 94, 93, 0, 98, 96, 95, 92, 0, 73, 79, 0, 71, 70, 77, 80, 0, 76, 0, 81, 78, 0",0.4,2248.62,35
1,2069.6616990241314,"0, 0, 89, 91, 1, 0, 7, 9, 0, 20, 22, 49, 47, 0, 67, 65, 63, 62, 64, 0, 21, 0, 44, 45, 48, 51, 50, 52, 0, 98, 96, 95, 94, 93, 0, 5, 3, 4, 75, 0, 66, 69, 0, 24, 27, 30, 28, 26, 23, 0, 25, 29, 46, 0, 43, 42, 41, 40, 61, 0, 14, 0, 10, 11, 0, 8, 6, 2, 0, 34, 0, 90, 87, 86, 82, 0, 13, 17, 18, 19, 15, 16, 12, 99, 0, 31, 35, 0, 83, 84, 85, 88, 0, 72, 0, 74, 68, 0, 59, 0, 37, 38, 39, 36, 0, 92, 97, 100, 0, 32, 33, 70, 73, 77, 79, 0, 57, 55, 54, 53, 56, 58, 60, 80, 0, 78, 76, 71, 0, 81, 0",0.617,2069.66,30
2,1983.1899431998504,"0, 0, 20, 21, 0, 5, 3, 4, 0, 62, 61, 64, 68, 69, 0, 67, 65, 63, 74, 72, 45, 48, 51, 50, 52, 0, 49, 47, 0, 7, 8, 6, 0, 24, 25, 30, 28, 26, 23, 22, 0, 54, 53, 56, 58, 60, 59, 0, 32, 33, 37, 38, 0, 43, 41, 40, 44, 79, 0, 42, 46, 66, 0, 10, 11, 9, 75, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 90, 89, 0, 88, 0, 29, 34, 0, 27, 2, 1, 0, 87, 86, 84, 85, 91, 0, 35, 0, 99, 0, 31, 39, 36, 0, 94, 93, 0, 98, 96, 95, 97, 100, 0, 83, 82, 0, 92, 0, 78, 76, 71, 70, 73, 77, 80, 0, 57, 55, 0, 81, 0",0.815,1983.19,29
4,1916.2581386678803,"0, 0, 22, 21, 0, 7, 0, 8, 6, 4, 1, 0, 24, 25, 26, 23, 0, 49, 47, 0, 10, 11, 9, 75, 0, 20, 27, 30, 28, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 67, 65, 63, 62, 64, 68, 66, 69, 0, 29, 34, 0, 78, 76, 71, 70, 73, 77, 79, 0, 51, 50, 52, 0, 5, 3, 37, 38, 39, 36, 0, 43, 46, 48, 0, 86, 0, 31, 35, 0, 87, 89, 0, 74, 72, 61, 88, 91, 0, 59, 0, 42, 44, 45, 0, 90, 85, 0, 41, 40, 58, 60, 0, 94, 92, 93, 0, 98, 96, 95, 97, 100, 99, 2, 0, 83, 82, 84, 80, 0, 57, 55, 54, 53, 56, 0, 32, 33, 0, 81, 0",1.207,1916.26,29
6,1821.313674637991,"0, 0, 67, 65, 63, 23, 22, 21, 0, 20, 25, 27, 28, 26, 0, 24, 29, 30, 34, 0, 66, 69, 0, 9, 6, 4, 1, 0, 5, 3, 7, 8, 11, 0, 90, 89, 0, 43, 44, 45, 48, 51, 50, 52, 49, 47, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 68, 0, 62, 74, 72, 61, 64, 0, 10, 2, 75, 0, 57, 55, 59, 0, 41, 40, 46, 0, 42, 31, 35, 38, 0, 84, 85, 88, 91, 0, 87, 86, 83, 82, 0, 32, 33, 37, 39, 36, 0, 81, 78, 76, 71, 70, 73, 79, 0, 96, 94, 93, 0, 98, 100, 0, 54, 53, 60, 0, 56, 58, 77, 80, 0, 95, 97, 0, 92, 0",1.595,1821.31,26
7,1821.0304752769157,"0, 0, 98, 96, 95, 94, 92, 93, 97, 99, 0, 29, 0, 67, 65, 63, 62, 66, 69, 0, 5, 3, 7, 4, 1, 0, 87, 86, 84, 85, 88, 89, 91, 0, 20, 21, 0, 27, 0, 75, 0, 42, 41, 40, 51, 50, 52, 49, 0, 22, 0, 37, 38, 39, 36, 34, 0, 46, 45, 0, 14, 0, 24, 25, 26, 0, 43, 44, 48, 47, 0, 10, 11, 9, 0, 72, 61, 64, 68, 0, 90, 83, 82, 0, 8, 6, 2, 0, 35, 0, 32, 33, 31, 30, 28, 23, 0, 74, 59, 0, 53, 56, 58, 60, 0, 13, 17, 18, 19, 15, 16, 12, 0, 57, 55, 54, 73, 77, 79, 0, 80, 0, 81, 78, 76, 71, 70, 100, 0",1.783,1821.03,28
9,1474.5003206185688,"0, 0, 25, 11, 9, 6, 4, 1, 0, 20, 21, 0, 95, 0, 3, 7, 8, 10, 0, 5, 75, 0, 67, 65, 63, 74, 72, 61, 64, 68, 69, 0, 90, 84, 85, 88, 89, 91, 0, 22, 0, 62, 66, 0, 28, 26, 23, 0, 24, 27, 29, 34, 0, 42, 44, 45, 48, 51, 50, 47, 0, 87, 86, 83, 82, 97, 100, 99, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 43, 41, 40, 46, 49, 0, 17, 18, 19, 16, 14, 12, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 2, 0, 13, 15, 30, 52, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 96, 93, 0, 98, 94, 92, 0",2.16,1474.5,23
23,1451.3547599388041,"0, 0, 10, 11, 9, 6, 4, 1, 0, 29, 30, 28, 26, 23, 22, 21, 0, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 20, 25, 27, 0, 5, 3, 7, 75, 0, 2, 0, 87, 86, 83, 82, 88, 89, 91, 0, 67, 65, 63, 74, 72, 61, 64, 66, 69, 0, 24, 31, 35, 38, 39, 36, 34, 0, 43, 46, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 99, 0, 62, 15, 16, 14, 12, 0, 90, 8, 0, 95, 94, 92, 93, 97, 100, 0, 32, 33, 37, 0, 68, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 84, 85, 0, 13, 17, 18, 19, 0, 98, 96, 0",4.692,1451.35,22
25,1448.370776375923,"0, 0, 20, 21, 0, 67, 65, 63, 74, 72, 61, 64, 68, 69, 0, 90, 89, 91, 0, 75, 0, 22, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 17, 18, 19, 15, 12, 0, 24, 25, 27, 29, 30, 28, 26, 23, 2, 1, 0, 62, 66, 0, 5, 3, 7, 8, 6, 4, 0, 48, 51, 50, 52, 49, 47, 0, 87, 86, 83, 82, 84, 85, 88, 0, 10, 11, 9, 0, 13, 0, 43, 41, 40, 44, 45, 0, 42, 46, 34, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 54, 53, 56, 58, 60, 59, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 14, 0, 57, 55, 16, 0",5.041,1448.37,22
30,1340.0060928752023,"0, 0, 72, 61, 64, 68, 69, 0, 20, 21, 0, 67, 65, 63, 74, 0, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 27, 29, 30, 28, 26, 23, 22, 0, 24, 25, 34, 0, 10, 11, 9, 6, 4, 1, 0, 5, 3, 7, 8, 2, 75, 0, 84, 85, 88, 89, 91, 0, 43, 46, 66, 0, 62, 56, 58, 60, 59, 0, 90, 87, 86, 83, 82, 0, 13, 17, 18, 19, 15, 12, 0, 36, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 32, 33, 31, 35, 37, 38, 39, 0, 57, 55, 54, 53, 16, 14, 0",5.905,1340.01,19
