Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2342.3877931471834,"0, 0, 24, 27, 26, 21, 0, 63, 0, 43, 47, 0, 40, 44, 45, 48, 50, 52, 0, 41, 0, 20, 22, 0, 61, 64, 66, 69, 0, 13, 17, 18, 15, 16, 14, 12, 4, 0, 1, 75, 0, 3, 7, 6, 0, 23, 0, 42, 46, 49, 0, 67, 65, 8, 11, 9, 2, 0, 5, 19, 10, 84, 0, 38, 0, 51, 0, 25, 28, 0, 29, 30, 0, 32, 33, 35, 0, 34, 0, 87, 86, 88, 91, 0, 62, 74, 72, 68, 0, 37, 39, 36, 0, 31, 59, 0, 53, 58, 0, 89, 0, 100, 0, 81, 78, 76, 79, 0, 99, 0, 83, 82, 85, 0, 77, 0, 96, 95, 94, 92, 93, 97, 0, 90, 71, 70, 73, 80, 0, 98, 0, 57, 55, 54, 56, 60, 0",0.307,2342.39,36
1,2063.1637789195356,"0, 0, 8, 9, 6, 4, 0, 24, 25, 27, 26, 0, 20, 21, 0, 63, 0, 66, 69, 0, 30, 28, 23, 22, 0, 67, 65, 68, 0, 75, 0, 5, 3, 7, 10, 11, 1, 0, 43, 47, 0, 52, 49, 0, 83, 82, 84, 85, 88, 89, 0, 39, 36, 34, 0, 44, 45, 48, 50, 0, 96, 95, 94, 92, 93, 97, 100, 99, 0, 46, 0, 51, 0, 62, 74, 72, 61, 64, 0, 13, 15, 16, 14, 12, 0, 42, 41, 40, 58, 60, 0, 29, 59, 0, 90, 91, 0, 53, 56, 80, 0, 98, 2, 0, 19, 0, 87, 86, 70, 73, 77, 79, 0, 81, 78, 76, 71, 0, 31, 35, 37, 38, 0, 32, 33, 18, 0, 17, 0, 57, 55, 54, 0",0.408,2063.16,32
3,1825.9220058933317,"0, 0, 20, 21, 0, 46, 45, 48, 50, 52, 49, 47, 0, 61, 68, 69, 0, 22, 0, 9, 6, 4, 75, 0, 90, 91, 0, 24, 30, 28, 26, 23, 0, 13, 17, 18, 19, 16, 14, 12, 1, 0, 32, 33, 36, 34, 0, 67, 65, 63, 74, 0, 42, 41, 40, 44, 51, 0, 5, 3, 7, 8, 11, 0, 81, 78, 76, 71, 70, 73, 79, 0, 64, 66, 0, 25, 27, 29, 0, 43, 39, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 10, 2, 0, 96, 95, 92, 93, 0, 62, 72, 0, 98, 94, 97, 100, 99, 0, 89, 0, 83, 82, 85, 88, 0, 87, 86, 84, 77, 80, 0, 38, 0, 15, 0, 35, 37, 0, 31, 0",0.61,1825.92,29
7,1746.4875671558748,"0, 0, 20, 49, 47, 0, 65, 63, 0, 62, 66, 69, 0, 1, 0, 5, 3, 7, 8, 9, 6, 4, 75, 0, 22, 21, 0, 52, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 0, 23, 0, 24, 25, 27, 28, 26, 0, 67, 74, 72, 61, 64, 68, 0, 29, 30, 34, 0, 10, 11, 0, 2, 0, 82, 89, 0, 87, 86, 83, 84, 85, 88, 91, 0, 54, 53, 56, 58, 60, 59, 0, 46, 99, 0, 90, 0, 13, 17, 18, 19, 16, 14, 12, 0, 57, 55, 71, 70, 73, 77, 79, 80, 0, 33, 37, 38, 39, 36, 0, 98, 96, 95, 94, 92, 93, 97, 100, 0, 15, 0, 32, 35, 0, 81, 78, 76, 0, 31, 0",0.973,1746.49,28
9,1734.537796944917,"0, 0, 23, 22, 21, 0, 67, 65, 63, 74, 72, 61, 64, 68, 69, 0, 11, 9, 6, 4, 2, 1, 75, 0, 29, 30, 26, 0, 5, 3, 7, 8, 10, 88, 89, 0, 62, 66, 0, 20, 25, 27, 28, 0, 43, 42, 44, 45, 48, 50, 0, 24, 52, 49, 47, 0, 35, 37, 38, 39, 36, 34, 0, 90, 86, 0, 31, 0, 83, 84, 85, 91, 0, 58, 0, 41, 40, 46, 51, 0, 32, 33, 18, 0, 87, 82, 77, 79, 80, 0, 19, 15, 16, 14, 12, 0, 98, 96, 95, 94, 93, 0, 81, 78, 76, 71, 70, 73, 59, 0, 13, 17, 99, 0, 57, 55, 54, 53, 56, 60, 0, 92, 97, 100, 0",1.156,1734.54,24
18,1719.9188936391845,"0, 0, 67, 65, 63, 74, 0, 3, 0, 5, 7, 4, 0, 98, 96, 95, 93, 0, 20, 22, 21, 0, 23, 0, 42, 44, 45, 48, 51, 50, 52, 49, 47, 0, 66, 69, 0, 75, 0, 41, 40, 46, 68, 0, 13, 14, 12, 0, 24, 25, 27, 28, 26, 0, 32, 33, 35, 37, 38, 39, 36, 34, 0, 2, 1, 0, 8, 6, 0, 9, 0, 61, 64, 0, 43, 62, 72, 0, 90, 91, 0, 83, 82, 84, 85, 88, 89, 0, 11, 0, 29, 30, 0, 31, 59, 0, 10, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 87, 86, 94, 92, 97, 100, 99, 0, 19, 15, 16, 0, 57, 55, 54, 53, 56, 58, 60, 0, 17, 18, 0",1.946,1719.92,30
21,1621.6670293504394,"0, 0, 20, 22, 21, 0, 67, 65, 63, 62, 74, 72, 61, 64, 66, 69, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 10, 11, 14, 12, 0, 23, 0, 28, 26, 0, 83, 82, 84, 85, 88, 89, 91, 0, 90, 86, 0, 27, 0, 42, 41, 40, 44, 46, 45, 48, 50, 52, 49, 47, 0, 29, 30, 0, 24, 25, 37, 38, 39, 36, 34, 0, 87, 0, 31, 35, 0, 32, 33, 15, 16, 0, 43, 51, 0, 2, 0, 13, 17, 18, 19, 0, 68, 0, 92, 93, 0, 81, 78, 76, 71, 77, 79, 80, 0, 98, 96, 95, 94, 97, 100, 99, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 70, 73, 0",2.209,1621.67,25
32,1533.3772072270665,"0, 0, 24, 27, 28, 26, 23, 22, 21, 0, 20, 25, 30, 0, 75, 0, 67, 65, 63, 74, 72, 61, 64, 68, 66, 69, 0, 53, 56, 58, 60, 59, 0, 9, 6, 4, 1, 0, 5, 3, 7, 8, 11, 0, 43, 47, 0, 10, 2, 0, 83, 82, 85, 88, 89, 91, 0, 42, 41, 40, 44, 46, 48, 51, 50, 52, 49, 0, 29, 34, 0, 32, 33, 35, 37, 38, 39, 36, 0, 99, 0, 17, 18, 19, 15, 16, 14, 12, 0, 62, 45, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 87, 86, 84, 0, 90, 95, 94, 93, 97, 100, 0, 13, 31, 0, 98, 96, 92, 0, 57, 55, 54, 0",3.15,1533.38,23
36,1374.5407552596905,"0, 0, 40, 44, 46, 48, 50, 52, 49, 47, 0, 20, 22, 21, 0, 24, 25, 27, 28, 26, 23, 0, 62, 66, 69, 0, 67, 65, 63, 61, 64, 68, 0, 5, 3, 7, 6, 4, 1, 75, 0, 41, 0, 10, 11, 9, 0, 8, 2, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 29, 30, 34, 0, 43, 42, 45, 51, 0, 90, 91, 0, 87, 86, 83, 82, 84, 85, 88, 89, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 32, 33, 36, 0, 13, 18, 19, 15, 16, 14, 12, 0, 72, 0, 31, 35, 37, 38, 39, 0, 17, 74, 0",3.488,1374.54,22
60,1303.4923705876583,"0, 0, 51, 50, 52, 49, 47, 0, 20, 22, 21, 0, 27, 28, 26, 23, 0, 90, 88, 89, 91, 75, 0, 67, 65, 63, 62, 66, 69, 0, 10, 11, 9, 6, 4, 1, 0, 24, 25, 30, 0, 5, 3, 7, 8, 2, 0, 43, 42, 46, 45, 48, 0, 41, 40, 44, 68, 0, 32, 33, 36, 34, 0, 31, 35, 37, 38, 39, 0, 82, 84, 85, 0, 29, 0, 72, 61, 64, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 87, 86, 83, 74, 0",5.47,1303.49,21
