Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2451.0456031823855,"0, 0, 65, 0, 20, 22, 21, 0, 16, 14, 12, 1, 0, 5, 3, 6, 4, 2, 75, 0, 62, 66, 69, 0, 51, 50, 52, 47, 0, 67, 63, 74, 61, 64, 68, 0, 11, 9, 0, 23, 0, 8, 10, 0, 24, 26, 0, 7, 45, 0, 28, 0, 41, 40, 44, 46, 48, 49, 0, 57, 55, 59, 0, 42, 0, 25, 27, 29, 99, 0, 43, 35, 0, 60, 0, 81, 78, 76, 77, 79, 0, 30, 34, 0, 91, 0, 90, 88, 89, 0, 32, 33, 37, 38, 39, 36, 0, 86, 0, 87, 85, 0, 72, 0, 13, 17, 18, 19, 15, 97, 100, 0, 98, 96, 95, 94, 93, 0, 84, 0, 54, 56, 58, 0, 83, 82, 0, 31, 53, 80, 0, 70, 73, 0, 71, 92, 0",0.315,2451.05,36
1,2033.4617006690173,"0, 0, 24, 25, 27, 22, 21, 0, 65, 0, 23, 0, 20, 0, 40, 44, 46, 45, 48, 51, 50, 52, 47, 0, 67, 63, 62, 72, 61, 64, 68, 69, 0, 87, 86, 85, 88, 89, 91, 0, 5, 3, 4, 0, 1, 0, 7, 8, 9, 6, 2, 75, 0, 74, 66, 0, 56, 58, 60, 0, 28, 26, 0, 49, 0, 10, 11, 0, 16, 14, 12, 0, 41, 0, 43, 42, 59, 0, 29, 30, 36, 34, 0, 90, 92, 93, 0, 98, 96, 95, 94, 97, 100, 99, 0, 84, 0, 83, 82, 0, 13, 17, 18, 19, 15, 0, 31, 38, 0, 81, 78, 76, 73, 77, 79, 80, 0, 32, 33, 39, 0, 57, 55, 54, 53, 0, 35, 37, 0, 70, 0, 71, 0",0.428,2033.46,32
2,2028.1957786611486,"0, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 21, 0, 20, 22, 0, 10, 11, 9, 6, 4, 0, 65, 0, 8, 0, 24, 25, 27, 28, 26, 23, 0, 33, 0, 67, 66, 69, 0, 32, 36, 0, 5, 3, 7, 12, 0, 30, 0, 74, 0, 90, 89, 91, 0, 1, 0, 63, 62, 72, 61, 64, 68, 0, 75, 0, 94, 93, 97, 0, 13, 17, 18, 19, 15, 16, 14, 99, 0, 29, 34, 0, 55, 0, 87, 86, 84, 85, 88, 2, 0, 31, 35, 37, 38, 39, 0, 46, 59, 0, 98, 96, 95, 92, 100, 0, 71, 70, 73, 79, 0, 57, 58, 60, 0, 81, 78, 76, 77, 80, 0, 83, 82, 0, 53, 56, 0, 54, 0",0.519,2028.2,32
4,1957.701606816943,"0, 0, 65, 74, 0, 35, 0, 22, 21, 0, 86, 0, 20, 24, 25, 27, 29, 30, 28, 26, 23, 66, 69, 0, 67, 63, 62, 72, 61, 64, 68, 0, 5, 3, 4, 0, 32, 33, 36, 34, 0, 75, 0, 2, 1, 0, 10, 11, 6, 0, 87, 88, 89, 91, 0, 84, 85, 0, 44, 45, 48, 51, 50, 49, 0, 14, 12, 0, 47, 0, 46, 0, 43, 42, 41, 40, 52, 0, 8, 9, 0, 13, 17, 18, 19, 15, 16, 0, 7, 0, 90, 83, 82, 0, 98, 96, 95, 94, 92, 93, 97, 99, 0, 31, 37, 38, 39, 0, 54, 53, 56, 58, 60, 59, 0, 57, 55, 100, 0, 70, 73, 79, 0, 71, 77, 80, 0, 81, 78, 76, 0",0.697,1957.7,30
5,1946.3759389942209,"0, 0, 22, 21, 0, 26, 0, 67, 65, 63, 62, 69, 0, 23, 0, 8, 10, 11, 9, 6, 4, 2, 75, 0, 32, 33, 31, 37, 38, 39, 36, 34, 0, 57, 55, 54, 53, 58, 60, 0, 16, 14, 12, 0, 20, 25, 27, 28, 0, 86, 0, 50, 0, 5, 3, 7, 1, 0, 43, 42, 40, 44, 45, 48, 51, 52, 49, 47, 0, 24, 30, 0, 46, 0, 84, 85, 88, 89, 91, 0, 41, 68, 0, 74, 66, 0, 87, 83, 82, 0, 90, 70, 73, 77, 79, 0, 80, 0, 94, 93, 0, 72, 61, 64, 0, 81, 78, 76, 71, 99, 0, 29, 0, 56, 59, 0, 98, 96, 95, 92, 97, 100, 0, 17, 18, 19, 15, 0, 13, 35, 0",0.785,1946.38,30
8,1788.7149537983184,"0, 0, 22, 21, 0, 20, 24, 25, 27, 28, 26, 23, 0, 67, 65, 63, 62, 74, 66, 69, 0, 10, 11, 9, 6, 4, 1, 0, 7, 8, 0, 5, 3, 75, 0, 47, 0, 57, 55, 54, 58, 60, 59, 0, 46, 45, 48, 49, 0, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 95, 92, 93, 0, 72, 61, 64, 68, 0, 43, 42, 41, 40, 44, 51, 50, 52, 0, 90, 86, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 89, 91, 0, 83, 84, 85, 88, 0, 87, 71, 0, 2, 0, 30, 0, 94, 97, 100, 99, 0, 82, 0, 13, 29, 0, 56, 0, 81, 78, 76, 73, 77, 79, 80, 0, 53, 70, 0",1.044,1788.71,27
14,1777.503444661374,"0, 0, 7, 8, 9, 6, 4, 2, 1, 75, 0, 53, 56, 58, 60, 59, 0, 20, 21, 0, 67, 65, 63, 62, 66, 69, 0, 10, 11, 26, 23, 22, 0, 90, 83, 82, 84, 85, 88, 91, 0, 17, 18, 19, 15, 14, 12, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 87, 86, 89, 0, 74, 61, 64, 68, 0, 29, 34, 0, 30, 28, 0, 72, 0, 5, 3, 25, 27, 0, 24, 16, 0, 46, 0, 70, 73, 77, 79, 0, 80, 0, 33, 0, 98, 96, 95, 94, 93, 0, 32, 31, 35, 37, 38, 39, 36, 0, 81, 78, 76, 71, 99, 0, 13, 92, 97, 100, 0, 57, 55, 54, 0",1.554,1777.5,25
16,1738.2024705359888,"0, 0, 20, 22, 21, 0, 29, 34, 0, 28, 26, 0, 24, 25, 27, 23, 0, 98, 96, 95, 97, 100, 99, 0, 75, 0, 48, 51, 50, 52, 49, 47, 0, 67, 65, 63, 62, 74, 66, 69, 0, 2, 1, 0, 90, 83, 82, 84, 85, 88, 89, 91, 0, 5, 3, 7, 4, 0, 46, 45, 0, 30, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 43, 42, 41, 40, 44, 68, 0, 72, 61, 64, 0, 6, 0, 8, 9, 0, 10, 11, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 54, 53, 58, 60, 0, 87, 86, 94, 93, 0, 59, 0, 57, 55, 56, 80, 0, 71, 70, 73, 77, 79, 0, 81, 78, 76, 92, 0",1.731,1738.2,27
22,1501.159153486292,"0, 0, 5, 3, 4, 1, 75, 0, 33, 0, 24, 25, 27, 28, 26, 23, 22, 21, 0, 67, 65, 63, 62, 74, 66, 69, 0, 20, 29, 30, 34, 0, 43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47, 0, 10, 11, 9, 6, 0, 7, 8, 2, 0, 91, 0, 87, 86, 89, 0, 17, 18, 19, 15, 14, 12, 0, 85, 88, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 95, 94, 93, 97, 100, 99, 0, 90, 83, 82, 84, 79, 0, 72, 61, 64, 68, 0, 13, 16, 0, 31, 35, 37, 38, 39, 36, 0, 81, 78, 76, 71, 70, 73, 77, 80, 0, 98, 96, 92, 0, 32, 0",2.248,1501.16,22
25,1456.6425951592282,"0, 0, 10, 11, 9, 6, 4, 1, 75, 0, 20, 21, 0, 24, 25, 27, 28, 26, 23, 22, 47, 0, 45, 48, 51, 50, 52, 49, 0, 67, 65, 63, 62, 66, 69, 0, 5, 3, 7, 8, 2, 0, 54, 53, 56, 58, 60, 59, 0, 87, 86, 89, 0, 74, 61, 64, 68, 0, 41, 40, 44, 46, 0, 42, 0, 32, 31, 35, 37, 38, 39, 36, 34, 0, 57, 55, 72, 77, 79, 80, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 43, 29, 30, 0, 85, 88, 91, 0, 90, 83, 84, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 81, 78, 76, 71, 70, 73, 0, 33, 82, 0",2.5,1456.64,21
