Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2423.7024119219273,"0, 0, 49, 47, 0, 64, 68, 0, 88, 0, 65, 0, 20, 21, 0, 22, 0, 67, 63, 69, 0, 23, 0, 25, 26, 0, 75, 0, 42, 41, 45, 0, 24, 29, 0, 7, 6, 4, 0, 5, 3, 8, 10, 9, 89, 0, 84, 85, 0, 27, 28, 0, 43, 46, 52, 0, 59, 0, 51, 50, 0, 90, 91, 0, 44, 48, 0, 11, 1, 0, 74, 72, 0, 66, 0, 62, 61, 0, 86, 0, 40, 0, 83, 82, 73, 77, 79, 0, 87, 93, 0, 96, 94, 92, 97, 100, 99, 0, 15, 16, 14, 12, 0, 98, 2, 0, 95, 19, 0, 13, 17, 18, 30, 34, 0, 38, 0, 81, 78, 76, 71, 70, 80, 0, 54, 53, 56, 58, 60, 0, 32, 33, 31, 35, 37, 39, 36, 0, 55, 0, 57, 0",0.389,2423.7,41
1,2110.9745935554265,"0, 0, 20, 21, 0, 10, 11, 0, 22, 0, 7, 0, 67, 65, 63, 69, 0, 26, 0, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 66, 0, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 59, 0, 25, 27, 28, 0, 2, 1, 0, 75, 0, 34, 0, 57, 55, 54, 53, 60, 0, 46, 0, 74, 72, 61, 64, 68, 0, 3, 8, 6, 4, 0, 23, 0, 5, 9, 100, 99, 0, 24, 29, 30, 0, 43, 62, 56, 58, 0, 15, 0, 16, 14, 12, 0, 94, 93, 97, 0, 96, 95, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 90, 76, 0, 73, 79, 0, 13, 17, 18, 19, 0, 98, 92, 77, 80, 0, 81, 78, 71, 70, 0",0.618,2110.97,33
2,1892.527083313484,"0, 0, 22, 21, 0, 63, 0, 10, 11, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 20, 25, 26, 0, 65, 0, 67, 61, 64, 68, 0, 7, 6, 4, 1, 75, 0, 23, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 24, 27, 28, 0, 5, 3, 8, 9, 2, 0, 81, 78, 76, 73, 77, 79, 80, 0, 62, 66, 69, 0, 46, 0, 74, 72, 100, 99, 0, 32, 33, 35, 37, 38, 39, 36, 34, 0, 95, 97, 0, 92, 93, 0, 90, 84, 85, 88, 89, 91, 0, 30, 0, 86, 0, 87, 83, 82, 0, 98, 96, 94, 12, 0, 29, 16, 14, 0, 13, 18, 0, 17, 19, 15, 0, 31, 0, 71, 70, 0",0.818,1892.53,30
5,1790.093569262042,"0, 0, 20, 21, 0, 25, 27, 28, 26, 23, 22, 0, 65, 63, 62, 66, 69, 0, 5, 3, 4, 1, 0, 24, 29, 30, 48, 51, 50, 49, 47, 0, 67, 61, 64, 68, 0, 45, 0, 7, 8, 11, 6, 0, 33, 34, 0, 10, 9, 2, 75, 0, 43, 42, 41, 40, 44, 46, 52, 0, 86, 0, 74, 72, 0, 37, 38, 36, 0, 92, 93, 0, 90, 87, 83, 84, 85, 88, 89, 91, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 95, 94, 97, 99, 0, 78, 76, 77, 79, 80, 0, 59, 0, 32, 31, 35, 39, 0, 57, 55, 54, 53, 56, 58, 60, 0, 70, 73, 0, 82, 100, 0, 81, 71, 0",1.416,1790.09,26
11,1747.2039933900649,"0, 0, 48, 51, 50, 52, 49, 47, 0, 20, 21, 0, 10, 11, 0, 67, 65, 63, 66, 69, 0, 40, 44, 45, 0, 90, 87, 86, 89, 91, 0, 23, 22, 0, 3, 4, 1, 75, 0, 5, 7, 8, 9, 6, 2, 0, 24, 29, 30, 28, 26, 0, 25, 27, 0, 43, 42, 41, 46, 36, 34, 0, 32, 33, 38, 39, 0, 74, 72, 61, 64, 68, 0, 62, 77, 79, 80, 0, 31, 35, 37, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 95, 94, 92, 93, 100, 99, 0, 83, 84, 85, 88, 0, 55, 0, 82, 0, 59, 0, 57, 54, 53, 58, 60, 0, 81, 78, 76, 71, 70, 73, 0, 56, 97, 0",2.556,1747.2,26
13,1608.9285773255688,"0, 0, 25, 27, 28, 26, 23, 22, 21, 0, 20, 24, 29, 30, 45, 51, 50, 52, 49, 47, 0, 67, 65, 63, 62, 66, 69, 0, 43, 42, 41, 40, 44, 46, 48, 0, 5, 3, 75, 0, 64, 68, 0, 9, 6, 4, 1, 0, 7, 8, 11, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 73, 77, 79, 80, 0, 10, 2, 0, 98, 96, 95, 97, 99, 0, 92, 93, 100, 0, 37, 38, 36, 34, 0, 61, 0, 32, 33, 31, 35, 39, 0, 74, 72, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 82, 0, 81, 78, 76, 71, 70, 0, 94, 0, 83, 0",2.937,1608.93,24
14,1597.8227086065995,"0, 0, 20, 21, 0, 23, 22, 0, 67, 65, 63, 62, 66, 69, 0, 24, 25, 27, 28, 26, 0, 68, 0, 5, 3, 4, 1, 0, 42, 41, 40, 44, 45, 51, 50, 52, 49, 47, 0, 88, 89, 91, 0, 7, 8, 11, 9, 6, 2, 75, 0, 74, 72, 61, 64, 0, 87, 86, 84, 85, 0, 31, 35, 37, 36, 34, 0, 98, 96, 95, 94, 92, 93, 97, 99, 0, 43, 46, 48, 0, 32, 33, 39, 0, 10, 30, 0, 90, 83, 82, 58, 60, 59, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 70, 73, 77, 79, 80, 0, 81, 78, 76, 71, 0, 29, 38, 0, 57, 55, 54, 53, 56, 100, 0",3.123,1597.82,23
15,1462.8386621499897,"0, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 23, 22, 21, 0, 20, 24, 25, 27, 28, 26, 0, 29, 30, 34, 0, 65, 0, 43, 42, 41, 46, 66, 69, 0, 10, 11, 9, 6, 4, 1, 75, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 7, 8, 2, 0, 67, 63, 74, 72, 61, 64, 68, 0, 95, 94, 92, 93, 97, 99, 0, 5, 3, 37, 38, 39, 36, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 32, 33, 35, 0, 62, 82, 0, 90, 88, 89, 91, 0, 98, 96, 100, 0, 87, 86, 84, 85, 0, 31, 0, 83, 0",3.31,1462.84,22
31,1396.0268474369218,"0, 0, 3, 0, 22, 21, 0, 67, 65, 63, 62, 66, 69, 0, 43, 42, 41, 40, 44, 46, 52, 49, 47, 0, 20, 23, 0, 10, 11, 9, 6, 4, 1, 75, 0, 25, 26, 0, 5, 7, 8, 2, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 34, 0, 45, 48, 51, 50, 0, 24, 27, 28, 0, 64, 68, 0, 32, 33, 39, 36, 0, 29, 30, 0, 90, 91, 0, 83, 82, 84, 85, 88, 89, 0, 87, 86, 74, 72, 61, 0, 31, 35, 37, 38, 59, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 57, 55, 54, 53, 56, 58, 60, 0",6.155,1396.03,23
40,1207.7506338477137,"0, 0, 5, 3, 4, 1, 75, 0, 20, 24, 25, 27, 28, 26, 23, 22, 21, 0, 55, 54, 53, 56, 58, 60, 59, 0, 67, 65, 63, 62, 66, 69, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 57, 74, 72, 61, 64, 68, 0, 7, 8, 9, 6, 2, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 29, 30, 34, 0, 10, 11, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 90, 91, 0, 84, 85, 88, 89, 0, 32, 33, 35, 37, 38, 39, 36, 0, 87, 86, 83, 82, 0, 31, 46, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0",7.731,1207.75,18
