Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2400.1978544265135,"0, 0, 5, 3, 4, 2, 75, 0, 21, 0, 67, 65, 63, 66, 69, 0, 90, 87, 86, 89, 91, 0, 28, 26, 0, 22, 0, 20, 24, 25, 23, 0, 7, 8, 9, 6, 0, 42, 44, 45, 51, 50, 0, 40, 0, 11, 0, 43, 47, 0, 30, 0, 61, 64, 68, 0, 29, 0, 49, 0, 52, 0, 62, 72, 0, 74, 58, 60, 0, 10, 1, 0, 35, 37, 38, 34, 0, 54, 56, 0, 84, 85, 0, 27, 15, 12, 0, 46, 48, 0, 13, 17, 18, 19, 16, 14, 100, 99, 0, 41, 0, 77, 79, 0, 88, 0, 98, 97, 0, 32, 33, 31, 36, 0, 83, 82, 80, 0, 57, 55, 59, 0, 96, 95, 94, 92, 93, 0, 78, 76, 73, 0, 81, 71, 70, 0, 53, 39, 0",0.384,2400.2,38
1,2225.4913796016526,"0, 0, 20, 21, 0, 22, 0, 64, 0, 67, 65, 63, 62, 66, 69, 0, 5, 3, 7, 8, 9, 6, 4, 1, 0, 10, 11, 2, 75, 0, 23, 0, 43, 42, 44, 45, 48, 50, 0, 84, 85, 88, 91, 0, 40, 0, 87, 86, 89, 0, 30, 28, 26, 0, 52, 47, 0, 35, 37, 38, 36, 34, 0, 49, 0, 68, 0, 24, 25, 27, 29, 0, 17, 18, 19, 16, 14, 12, 0, 41, 46, 51, 0, 74, 72, 61, 0, 90, 83, 82, 97, 100, 99, 0, 15, 0, 13, 39, 0, 98, 95, 94, 92, 93, 0, 96, 0, 81, 77, 79, 0, 32, 33, 31, 60, 0, 57, 59, 0, 78, 76, 73, 0, 55, 58, 0, 71, 70, 80, 0, 54, 56, 0, 53, 0",0.589,2225.49,34
2,1979.7400387287264,"0, 0, 20, 21, 0, 28, 26, 0, 91, 0, 52, 49, 47, 0, 61, 64, 66, 69, 0, 83, 82, 84, 85, 0, 90, 87, 86, 89, 0, 24, 25, 27, 29, 46, 45, 48, 50, 0, 22, 0, 67, 65, 63, 62, 74, 72, 68, 0, 5, 3, 7, 6, 4, 1, 75, 0, 23, 0, 77, 79, 80, 0, 41, 40, 0, 43, 42, 44, 51, 0, 53, 56, 58, 60, 59, 0, 88, 0, 30, 34, 0, 10, 11, 9, 0, 35, 37, 38, 39, 36, 0, 17, 18, 19, 15, 16, 14, 12, 0, 8, 2, 0, 57, 55, 54, 0, 13, 0, 98, 99, 0, 32, 33, 31, 0, 96, 95, 94, 93, 0, 97, 100, 0, 71, 70, 73, 0, 81, 78, 76, 92, 0",0.798,1979.74,31
4,1819.4700320180725,"0, 0, 20, 21, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 52, 49, 47, 0, 22, 0, 69, 0, 28, 26, 23, 0, 42, 41, 40, 46, 45, 48, 51, 50, 0, 67, 65, 63, 74, 66, 0, 43, 62, 72, 61, 64, 68, 0, 8, 9, 6, 4, 0, 1, 75, 0, 35, 37, 38, 39, 36, 34, 0, 95, 94, 92, 93, 97, 100, 99, 2, 0, 11, 0, 5, 3, 7, 10, 0, 91, 0, 24, 25, 27, 29, 30, 0, 90, 87, 86, 88, 89, 0, 85, 0, 32, 33, 31, 70, 73, 77, 79, 80, 0, 12, 0, 98, 96, 84, 0, 17, 15, 14, 0, 83, 82, 0, 44, 0, 13, 16, 0, 81, 78, 76, 71, 0, 18, 19, 0",1.171,1819.47,29
9,1781.5762183048885,"0, 0, 8, 9, 6, 4, 0, 20, 21, 0, 31, 0, 18, 19, 15, 16, 14, 12, 0, 23, 22, 0, 63, 0, 5, 3, 7, 10, 11, 2, 1, 75, 0, 64, 68, 69, 0, 83, 82, 84, 85, 88, 89, 91, 0, 65, 0, 62, 74, 72, 61, 66, 0, 30, 28, 26, 0, 67, 86, 0, 29, 0, 24, 25, 27, 34, 0, 43, 42, 40, 44, 45, 48, 51, 50, 49, 47, 0, 52, 0, 90, 87, 95, 94, 92, 93, 97, 100, 99, 0, 55, 54, 53, 56, 58, 60, 59, 0, 41, 46, 0, 98, 96, 39, 36, 0, 35, 37, 38, 0, 13, 17, 0, 81, 78, 76, 73, 0, 32, 33, 0, 71, 70, 77, 79, 80, 0, 57, 0",2.099,1781.58,28
10,1746.280854208481,"0, 0, 20, 21, 0, 83, 82, 84, 85, 88, 89, 91, 0, 67, 65, 63, 69, 0, 11, 9, 6, 4, 0, 22, 0, 23, 0, 7, 8, 2, 1, 75, 0, 5, 3, 93, 0, 28, 26, 0, 46, 45, 48, 51, 50, 49, 47, 0, 24, 27, 29, 30, 0, 43, 42, 40, 0, 33, 36, 34, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 10, 0, 61, 64, 68, 66, 0, 25, 0, 98, 96, 95, 94, 92, 97, 100, 99, 0, 41, 44, 52, 0, 62, 74, 72, 0, 90, 87, 86, 70, 73, 79, 0, 17, 18, 19, 16, 14, 12, 0, 81, 78, 76, 71, 80, 0, 13, 15, 39, 0, 32, 37, 38, 0, 31, 35, 77, 0",2.283,1746.28,27
11,1723.0630910305858,"0, 0, 10, 11, 6, 4, 1, 75, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 20, 21, 0, 47, 0, 65, 0, 23, 22, 0, 43, 41, 40, 44, 64, 68, 69, 0, 67, 66, 0, 24, 27, 28, 26, 0, 83, 82, 84, 85, 88, 89, 91, 0, 5, 3, 7, 8, 9, 2, 0, 17, 15, 16, 14, 12, 0, 29, 30, 0, 49, 0, 63, 62, 74, 72, 61, 0, 25, 45, 48, 51, 50, 52, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 42, 46, 59, 0, 90, 86, 0, 13, 18, 19, 92, 93, 0, 87, 95, 0, 58, 60, 0, 96, 97, 100, 99, 0, 98, 94, 0, 57, 54, 53, 56, 0, 55, 0",2.463,1723.06,27
15,1685.9936367372434,"0, 0, 65, 0, 63, 0, 10, 11, 9, 6, 4, 1, 75, 0, 83, 82, 84, 85, 88, 0, 5, 3, 7, 8, 26, 23, 22, 0, 20, 21, 0, 25, 27, 28, 0, 62, 74, 72, 61, 64, 68, 66, 69, 0, 2, 0, 90, 87, 86, 89, 91, 0, 81, 78, 76, 73, 77, 79, 80, 0, 24, 31, 35, 37, 38, 39, 36, 34, 0, 67, 47, 0, 55, 54, 53, 56, 58, 60, 59, 0, 43, 41, 44, 45, 48, 51, 50, 52, 49, 0, 42, 46, 0, 29, 30, 0, 16, 14, 12, 0, 40, 0, 57, 0, 18, 19, 15, 0, 95, 94, 92, 93, 97, 100, 99, 0, 13, 17, 0, 32, 33, 0, 96, 0, 98, 71, 70, 0",3.185,1685.99,27
18,1602.6671606603381,"0, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 47, 0, 62, 74, 72, 61, 64, 68, 69, 0, 20, 21, 0, 85, 88, 89, 91, 0, 67, 65, 63, 2, 1, 75, 0, 28, 26, 23, 22, 0, 25, 27, 30, 0, 40, 46, 45, 48, 51, 50, 49, 0, 24, 29, 0, 96, 95, 94, 92, 93, 97, 99, 0, 10, 11, 9, 6, 4, 0, 43, 42, 41, 44, 52, 0, 57, 59, 0, 87, 86, 84, 0, 5, 3, 7, 8, 100, 0, 98, 53, 56, 58, 60, 0, 32, 33, 35, 36, 34, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 90, 83, 82, 66, 0, 55, 54, 38, 0, 31, 37, 39, 0",3.717,1602.67,23
19,1475.9236792971612,"0, 0, 40, 46, 45, 48, 51, 50, 52, 49, 47, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 20, 21, 0, 22, 0, 23, 0, 10, 11, 9, 6, 4, 1, 75, 0, 41, 44, 0, 5, 3, 7, 8, 2, 0, 43, 42, 59, 0, 24, 29, 30, 28, 26, 0, 97, 100, 99, 0, 89, 91, 0, 25, 27, 70, 73, 77, 79, 80, 0, 90, 87, 86, 84, 85, 88, 0, 18, 19, 15, 16, 14, 12, 0, 13, 17, 34, 0, 83, 82, 0, 98, 96, 95, 94, 92, 93, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 57, 55, 54, 53, 56, 58, 60, 0, 81, 78, 76, 71, 0",3.893,1475.92,22
