Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2547.1317413059933,"0, 0, 22, 21, 0, 25, 28, 26, 23, 0, 20, 24, 27, 29, 30, 49, 47, 0, 67, 65, 63, 66, 69, 0, 5, 3, 7, 6, 4, 75, 0, 91, 0, 43, 46, 45, 0, 52, 0, 83, 82, 85, 0, 36, 34, 0, 89, 0, 18, 19, 15, 14, 12, 50, 0, 2, 1, 0, 74, 72, 61, 64, 68, 0, 40, 44, 0, 8, 9, 0, 11, 0, 90, 87, 86, 84, 88, 0, 10, 0, 48, 51, 0, 33, 37, 38, 39, 0, 57, 55, 59, 0, 62, 56, 58, 60, 0, 41, 0, 42, 80, 0, 13, 17, 16, 0, 98, 95, 0, 32, 35, 0, 73, 0, 94, 93, 0, 31, 100, 0, 96, 97, 0, 81, 78, 76, 71, 70, 79, 0, 99, 0, 92, 77, 0, 54, 53, 0",0.415,2547.13,37
1,2115.0965243508203,"0, 0, 20, 21, 0, 91, 0, 5, 3, 7, 6, 4, 1, 75, 0, 66, 0, 2, 0, 22, 0, 41, 40, 44, 45, 48, 50, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 47, 0, 23, 0, 43, 42, 49, 0, 16, 14, 12, 0, 25, 28, 26, 0, 52, 0, 10, 11, 0, 96, 95, 94, 100, 0, 85, 88, 89, 0, 90, 87, 86, 84, 0, 9, 0, 36, 34, 0, 8, 15, 0, 98, 97, 99, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 24, 27, 29, 30, 0, 83, 82, 0, 54, 53, 60, 0, 46, 51, 0, 13, 17, 18, 19, 0, 55, 59, 0, 38, 39, 0, 32, 33, 35, 37, 0, 57, 58, 0, 31, 56, 0, 92, 93, 0",0.641,2115.1,34
3,2095.971085794404,"0, 0, 69, 0, 20, 21, 0, 22, 0, 10, 11, 0, 7, 6, 4, 0, 67, 65, 63, 62, 66, 0, 68, 0, 14, 12, 0, 25, 28, 26, 23, 0, 5, 3, 75, 0, 24, 27, 29, 30, 34, 0, 8, 9, 2, 1, 0, 74, 64, 0, 99, 0, 47, 0, 41, 40, 50, 49, 0, 17, 18, 19, 16, 0, 46, 48, 51, 52, 0, 43, 42, 44, 45, 59, 0, 72, 61, 0, 90, 86, 0, 89, 0, 76, 71, 70, 73, 77, 79, 80, 0, 13, 15, 88, 0, 57, 55, 54, 53, 56, 58, 60, 0, 91, 0, 96, 97, 0, 84, 85, 0, 32, 33, 35, 0, 98, 95, 94, 93, 0, 87, 83, 82, 0, 31, 37, 38, 39, 36, 0, 81, 78, 92, 100, 0",1.054,2095.97,34
5,1976.1604206696293,"0, 0, 50, 0, 67, 65, 63, 66, 69, 47, 0, 5, 3, 75, 0, 41, 40, 44, 45, 48, 51, 49, 0, 94, 93, 0, 22, 21, 0, 20, 24, 27, 29, 30, 26, 23, 0, 25, 28, 100, 0, 8, 9, 6, 4, 0, 43, 42, 46, 52, 0, 96, 95, 92, 97, 99, 0, 72, 61, 64, 68, 0, 7, 10, 11, 1, 0, 2, 0, 89, 0, 62, 74, 0, 32, 33, 35, 37, 38, 39, 36, 34, 0, 17, 18, 19, 15, 14, 0, 13, 16, 12, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 31, 70, 73, 0, 87, 86, 84, 85, 88, 91, 0, 90, 83, 82, 79, 0, 98, 0, 80, 0, 78, 76, 71, 77, 0, 81, 0",1.45,1976.16,28
6,1780.0206458273,"0, 0, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 20, 21, 0, 22, 0, 46, 0, 67, 65, 63, 62, 66, 69, 0, 68, 0, 25, 28, 26, 23, 0, 43, 42, 64, 0, 2, 1, 75, 0, 5, 3, 7, 6, 4, 0, 10, 11, 9, 0, 24, 27, 29, 30, 0, 8, 15, 0, 96, 95, 94, 93, 97, 100, 99, 0, 77, 79, 80, 0, 87, 86, 84, 85, 88, 89, 91, 0, 90, 83, 82, 72, 61, 0, 74, 0, 16, 14, 12, 0, 13, 17, 18, 19, 0, 78, 76, 71, 70, 73, 0, 55, 54, 53, 56, 58, 60, 59, 0, 32, 33, 36, 34, 0, 31, 35, 37, 38, 39, 0, 57, 0, 98, 92, 0, 81, 0",1.646,1780.02,28
14,1596.3389918922417,"0, 0, 23, 22, 21, 0, 20, 24, 27, 29, 30, 26, 0, 18, 0, 98, 95, 94, 93, 97, 100, 99, 0, 67, 65, 63, 62, 66, 69, 0, 10, 11, 9, 6, 4, 1, 75, 0, 5, 3, 2, 0, 25, 28, 12, 0, 8, 0, 31, 35, 37, 38, 39, 36, 34, 0, 43, 45, 48, 51, 50, 52, 49, 47, 0, 42, 40, 44, 46, 0, 74, 64, 0, 90, 86, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 41, 68, 0, 87, 89, 91, 0, 83, 82, 84, 85, 88, 0, 13, 17, 19, 15, 16, 14, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 7, 0, 72, 61, 0, 32, 33, 92, 0, 96, 0",3.233,1596.34,25
20,1579.2555379100531,"0, 0, 29, 30, 26, 22, 21, 0, 42, 46, 45, 48, 51, 50, 52, 49, 47, 0, 20, 24, 27, 0, 25, 28, 23, 0, 67, 65, 63, 62, 66, 69, 0, 10, 11, 9, 6, 4, 1, 75, 0, 5, 3, 7, 2, 0, 43, 41, 40, 44, 68, 0, 36, 34, 0, 90, 83, 82, 84, 85, 88, 89, 91, 0, 8, 99, 0, 74, 64, 0, 77, 79, 80, 0, 81, 78, 76, 71, 70, 73, 0, 72, 61, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 95, 94, 93, 97, 100, 0, 87, 86, 0, 54, 53, 56, 58, 60, 59, 0, 32, 33, 35, 37, 38, 39, 0, 57, 55, 0, 96, 92, 0, 31, 0",4.387,1579.26,24
27,1520.9162246023338,"0, 0, 74, 72, 61, 64, 68, 69, 0, 20, 21, 0, 8, 9, 6, 4, 1, 75, 0, 67, 65, 63, 62, 66, 0, 43, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 23, 22, 0, 90, 86, 0, 10, 11, 0, 29, 30, 26, 0, 25, 28, 0, 5, 3, 7, 2, 0, 32, 33, 35, 37, 38, 39, 36, 34, 0, 98, 95, 94, 93, 97, 100, 99, 0, 42, 46, 0, 24, 27, 58, 60, 0, 57, 55, 54, 53, 56, 59, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 31, 91, 0, 82, 84, 85, 88, 89, 0, 87, 83, 79, 0, 96, 92, 0, 81, 78, 76, 71, 70, 73, 77, 80, 0",5.722,1520.92,23
34,1465.0405207434037,"0, 0, 20, 22, 21, 0, 8, 9, 6, 4, 75, 0, 10, 11, 0, 24, 27, 29, 30, 26, 23, 0, 99, 0, 67, 65, 63, 62, 66, 69, 0, 74, 72, 61, 64, 68, 0, 5, 3, 7, 2, 1, 0, 87, 86, 88, 89, 91, 0, 43, 41, 40, 44, 46, 48, 51, 50, 52, 49, 47, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 95, 94, 93, 97, 100, 0, 25, 28, 59, 0, 42, 45, 0, 90, 83, 82, 84, 85, 0, 31, 35, 37, 38, 39, 36, 34, 0, 32, 33, 77, 79, 80, 0, 57, 55, 54, 53, 56, 58, 60, 0, 81, 78, 76, 71, 70, 73, 0, 96, 92, 0",6.981,1465.04,21
43,1427.5604115031138,"0, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 20, 22, 21, 0, 43, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 17, 18, 19, 15, 16, 14, 12, 0, 67, 65, 63, 62, 66, 69, 0, 11, 0, 72, 61, 64, 68, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 29, 30, 28, 26, 23, 0, 25, 27, 0, 24, 34, 0, 10, 2, 0, 95, 94, 93, 0, 74, 84, 85, 88, 89, 91, 0, 42, 46, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 32, 33, 36, 0, 90, 87, 86, 83, 82, 0, 13, 99, 0, 98, 96, 92, 97, 100, 0, 31, 35, 37, 38, 39, 0",8.52,1427.56,22
