Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2498.247710721732,"0, 0, 53, 87, 0, 27, 92, 97, 0, 6, 94, 0, 91, 0, 28, 80, 0, 21, 73, 0, 89, 60, 0, 58, 0, 5, 84, 17, 93, 0, 26, 0, 40, 41, 22, 74, 0, 52, 7, 48, 0, 31, 88, 62, 32, 70, 0, 37, 0, 33, 81, 78, 34, 3, 77, 0, 13, 0, 1, 0, 20, 0, 69, 83, 18, 0, 9, 51, 0, 96, 0, 54, 0, 95, 99, 0, 12, 79, 68, 0, 76, 50, 0, 59, 98, 85, 100, 0, 29, 24, 55, 25, 0, 42, 57, 43, 0, 30, 90, 10, 0, 2, 72, 75, 56, 0, 82, 8, 46, 0, 4, 0, 61, 16, 44, 38, 86, 0, 45, 47, 36, 49, 0, 35, 0, 15, 14, 23, 0, 19, 11, 0, 67, 0, 63, 64, 71, 66, 0, 39, 65, 0",0.591,2498.25,41
2,2349.9201639506864,"0, 0, 53, 48, 0, 28, 27, 40, 26, 0, 3, 77, 0, 89, 0, 58, 0, 59, 92, 37, 93, 0, 47, 36, 46, 0, 76, 68, 80, 0, 82, 8, 18, 94, 96, 0, 85, 91, 100, 0, 54, 55, 25, 0, 73, 21, 6, 99, 13, 0, 52, 7, 88, 0, 60, 70, 0, 69, 1, 0, 19, 90, 10, 20, 0, 30, 51, 9, 66, 0, 31, 5, 84, 17, 0, 61, 16, 86, 0, 62, 11, 32, 0, 98, 95, 97, 0, 12, 79, 81, 78, 34, 35, 0, 50, 0, 14, 44, 38, 43, 0, 33, 29, 24, 4, 0, 75, 22, 74, 0, 87, 57, 56, 0, 45, 83, 65, 71, 49, 0, 2, 72, 41, 0, 63, 64, 0, 15, 0, 42, 23, 0, 39, 67, 0",1.003,2349.92,34
3,2342.506128399307,"0, 0, 53, 58, 0, 27, 92, 100, 0, 95, 97, 0, 28, 96, 89, 0, 52, 48, 0, 6, 94, 13, 0, 41, 22, 74, 0, 60, 0, 26, 54, 55, 25, 0, 18, 0, 40, 0, 1, 0, 21, 73, 75, 56, 0, 12, 68, 80, 77, 0, 3, 0, 59, 98, 37, 93, 91, 0, 69, 31, 88, 62, 11, 19, 8, 0, 76, 50, 0, 4, 24, 0, 87, 57, 43, 0, 33, 10, 0, 61, 16, 44, 85, 99, 0, 2, 72, 23, 0, 5, 83, 84, 17, 0, 90, 32, 0, 82, 7, 70, 0, 30, 9, 51, 81, 78, 34, 0, 42, 15, 14, 86, 0, 63, 66, 20, 0, 46, 0, 45, 47, 36, 49, 0, 64, 71, 35, 0, 29, 79, 0, 39, 67, 38, 0, 65, 0",1.216,2342.51,36
7,2313.703400862865,"0, 0, 53, 66, 68, 80, 77, 0, 18, 0, 6, 97, 0, 27, 28, 26, 58, 0, 89, 60, 0, 76, 50, 3, 0, 13, 0, 69, 52, 7, 88, 0, 40, 73, 0, 82, 5, 61, 99, 96, 0, 31, 62, 11, 19, 8, 46, 48, 0, 95, 93, 0, 41, 22, 74, 0, 12, 79, 81, 70, 0, 54, 55, 25, 0, 59, 92, 37, 0, 1, 0, 94, 91, 100, 0, 2, 72, 56, 4, 0, 85, 0, 33, 9, 51, 34, 0, 39, 67, 87, 57, 0, 30, 10, 0, 21, 75, 23, 15, 43, 0, 36, 49, 0, 65, 71, 35, 32, 0, 98, 44, 38, 0, 14, 86, 0, 42, 16, 84, 17, 0, 63, 90, 0, 29, 24, 0, 20, 0, 45, 83, 47, 64, 78, 0",2.001,2313.7,34
9,2278.9232188175847,"0, 0, 28, 26, 58, 0, 27, 69, 1, 0, 53, 87, 43, 0, 89, 0, 40, 56, 55, 25, 80, 0, 6, 94, 0, 13, 0, 75, 74, 0, 18, 60, 0, 7, 88, 0, 21, 73, 0, 2, 57, 0, 3, 77, 0, 59, 99, 93, 91, 100, 0, 82, 8, 0, 52, 83, 46, 48, 0, 95, 98, 37, 97, 0, 33, 81, 78, 34, 35, 0, 72, 22, 41, 0, 12, 68, 54, 0, 76, 50, 0, 63, 90, 32, 66, 0, 96, 0, 85, 0, 10, 0, 30, 70, 0, 62, 19, 11, 64, 49, 0, 42, 16, 44, 86, 0, 31, 79, 0, 5, 84, 17, 0, 51, 9, 0, 29, 24, 4, 0, 61, 0, 14, 92, 15, 39, 23, 67, 38, 0, 65, 71, 20, 0, 45, 47, 36, 0",2.388,2278.92,37
12,2206.1218539689494,"0, 0, 28, 77, 0, 53, 58, 0, 27, 59, 99, 93, 0, 89, 0, 6, 94, 13, 0, 65, 51, 9, 81, 78, 34, 35, 0, 31, 88, 62, 10, 0, 70, 1, 0, 12, 73, 21, 56, 0, 37, 0, 72, 95, 74, 0, 26, 0, 40, 0, 5, 84, 17, 0, 75, 22, 41, 57, 0, 87, 97, 96, 0, 18, 60, 0, 52, 7, 48, 0, 69, 50, 3, 0, 76, 68, 80, 0, 29, 79, 8, 46, 0, 2, 4, 24, 54, 25, 0, 98, 14, 38, 43, 0, 82, 86, 0, 83, 61, 16, 44, 100, 91, 0, 30, 71, 66, 20, 32, 0, 42, 15, 39, 23, 67, 55, 0, 36, 49, 0, 45, 47, 19, 11, 0, 92, 85, 90, 0, 33, 63, 64, 0",2.974,2206.12,32
16,2190.3892155958674,"0, 0, 53, 58, 0, 88, 62, 10, 26, 0, 27, 28, 12, 68, 80, 77, 0, 52, 7, 48, 0, 30, 70, 1, 0, 89, 0, 81, 0, 69, 31, 90, 0, 6, 94, 13, 0, 87, 97, 0, 96, 0, 40, 0, 5, 84, 17, 0, 95, 99, 93, 91, 100, 0, 63, 11, 64, 49, 0, 72, 73, 74, 0, 41, 57, 0, 42, 14, 44, 86, 37, 0, 76, 50, 0, 83, 60, 0, 18, 8, 0, 21, 56, 4, 0, 54, 24, 55, 25, 0, 3, 0, 85, 0, 29, 79, 78, 34, 35, 0, 33, 51, 9, 20, 32, 66, 0, 82, 47, 36, 38, 16, 61, 0, 92, 59, 98, 2, 22, 0, 45, 46, 0, 75, 23, 67, 0, 15, 43, 0, 39, 65, 71, 19, 0",3.747,2190.39,34
21,2075.336064977423,"0, 0, 53, 58, 0, 28, 80, 0, 27, 61, 16, 85, 91, 100, 0, 89, 0, 87, 57, 43, 0, 6, 94, 13, 0, 40, 26, 50, 77, 0, 18, 60, 0, 2, 73, 21, 0, 76, 68, 0, 52, 7, 88, 10, 0, 69, 1, 0, 37, 0, 72, 74, 0, 95, 96, 0, 12, 75, 22, 41, 97, 0, 15, 23, 56, 4, 55, 25, 24, 0, 5, 84, 17, 0, 29, 79, 3, 0, 31, 62, 11, 19, 48, 0, 42, 14, 44, 38, 86, 93, 0, 92, 59, 99, 78, 34, 35, 0, 70, 0, 33, 81, 51, 9, 20, 66, 0, 83, 39, 67, 54, 0, 30, 90, 32, 0, 82, 47, 36, 49, 46, 0, 98, 8, 0, 65, 71, 0, 45, 63, 64, 0",4.716,2075.34,31
29,2066.6544111241196,"0, 0, 27, 28, 12, 76, 81, 51, 9, 20, 66, 32, 0, 53, 26, 54, 55, 25, 80, 77, 0, 95, 98, 37, 97, 0, 60, 0, 69, 1, 58, 0, 33, 78, 34, 35, 0, 89, 0, 52, 7, 88, 0, 6, 94, 0, 59, 99, 96, 93, 0, 40, 73, 74, 0, 29, 24, 68, 0, 2, 57, 87, 0, 13, 0, 90, 50, 3, 70, 0, 21, 0, 92, 85, 91, 100, 0, 10, 0, 31, 62, 11, 19, 8, 43, 0, 5, 84, 17, 0, 18, 0, 75, 22, 41, 56, 4, 0, 39, 23, 67, 38, 0, 83, 47, 36, 49, 46, 48, 0, 45, 63, 64, 79, 0, 72, 42, 14, 44, 16, 61, 86, 0, 65, 71, 30, 0, 82, 15, 0",6.226,2066.65,29
45,2024.6177447792347,"0, 0, 27, 89, 0, 53, 26, 50, 1, 0, 28, 12, 68, 80, 77, 0, 58, 0, 30, 70, 0, 40, 73, 74, 0, 94, 13, 0, 52, 10, 0, 6, 99, 93, 91, 100, 0, 61, 16, 85, 37, 0, 95, 96, 97, 0, 59, 92, 98, 18, 60, 0, 76, 3, 0, 65, 71, 35, 0, 7, 88, 0, 75, 22, 41, 56, 4, 55, 25, 24, 0, 54, 0, 69, 31, 62, 11, 19, 48, 0, 2, 87, 57, 43, 0, 44, 38, 86, 17, 0, 5, 84, 0, 21, 0, 42, 14, 15, 23, 67, 0, 83, 47, 36, 46, 0, 33, 81, 51, 9, 20, 32, 0, 72, 39, 29, 79, 78, 34, 66, 0, 82, 8, 49, 0, 45, 63, 90, 0, 64, 0",9.201,2024.62,30
