Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2385.5784165994473,"0, 0, 24, 25, 26, 0, 62, 66, 69, 0, 20, 21, 47, 0, 10, 11, 0, 22, 0, 87, 86, 89, 0, 67, 65, 63, 74, 72, 61, 64, 68, 0, 45, 51, 49, 0, 23, 0, 30, 28, 0, 5, 3, 7, 4, 0, 1, 0, 91, 0, 8, 9, 6, 75, 0, 16, 14, 12, 0, 46, 0, 41, 58, 60, 0, 43, 40, 0, 39, 0, 83, 82, 84, 85, 88, 0, 98, 96, 97, 99, 0, 17, 18, 19, 15, 0, 50, 52, 0, 27, 29, 48, 0, 44, 0, 42, 80, 0, 90, 2, 0, 13, 37, 38, 0, 32, 33, 34, 0, 31, 35, 36, 0, 94, 93, 0, 95, 92, 100, 0, 57, 55, 54, 53, 56, 59, 0, 70, 73, 77, 79, 0, 78, 76, 0, 81, 71, 0",0.282,2385.58,37
1,2168.6876925585725,"0, 0, 5, 3, 21, 0, 50, 52, 49, 47, 0, 65, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 7, 4, 1, 0, 42, 40, 45, 48, 0, 23, 22, 0, 36, 34, 0, 20, 25, 26, 0, 46, 0, 67, 63, 8, 6, 2, 75, 0, 24, 29, 0, 41, 0, 98, 96, 97, 99, 0, 43, 44, 59, 0, 69, 0, 62, 74, 72, 61, 64, 68, 66, 0, 27, 30, 28, 0, 10, 11, 9, 100, 0, 31, 35, 37, 38, 39, 0, 58, 60, 0, 90, 86, 0, 91, 0, 82, 0, 81, 78, 76, 71, 70, 77, 79, 80, 0, 87, 88, 89, 0, 32, 33, 51, 0, 54, 53, 56, 0, 94, 93, 0, 83, 84, 85, 0, 95, 92, 73, 0, 55, 0, 57, 0",0.394,2168.69,34
2,1922.423511133289,"0, 0, 21, 0, 20, 23, 22, 0, 25, 27, 26, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 3, 7, 4, 75, 0, 24, 29, 30, 28, 0, 5, 8, 6, 0, 1, 0, 43, 47, 0, 15, 16, 14, 12, 0, 46, 45, 48, 50, 52, 49, 0, 2, 0, 90, 89, 91, 0, 42, 41, 40, 44, 51, 0, 9, 0, 13, 17, 18, 19, 11, 0, 10, 97, 100, 99, 0, 87, 86, 83, 82, 84, 85, 88, 0, 31, 35, 37, 38, 39, 36, 34, 0, 98, 94, 93, 0, 60, 0, 33, 0, 57, 55, 59, 0, 54, 53, 56, 58, 0, 32, 80, 0, 81, 78, 76, 71, 73, 77, 79, 0, 70, 0, 96, 95, 92, 0",0.492,1922.42,29
5,1863.1650841970027,"0, 0, 20, 21, 0, 88, 89, 91, 0, 67, 65, 63, 66, 69, 0, 28, 22, 0, 43, 47, 0, 7, 4, 0, 23, 0, 95, 94, 93, 0, 24, 25, 26, 0, 5, 3, 8, 9, 6, 75, 0, 10, 11, 1, 0, 62, 74, 61, 64, 68, 0, 41, 40, 44, 51, 50, 52, 49, 0, 27, 29, 38, 0, 42, 46, 45, 48, 0, 57, 55, 59, 0, 54, 53, 58, 0, 30, 39, 36, 34, 0, 32, 33, 31, 35, 37, 0, 90, 87, 86, 84, 85, 0, 82, 0, 96, 97, 100, 99, 0, 2, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 92, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 83, 72, 60, 0, 56, 0",0.769,1863.17,29
6,1576.6704988326155,"0, 0, 20, 21, 0, 23, 22, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 24, 25, 27, 26, 0, 5, 3, 4, 0, 75, 0, 43, 42, 41, 40, 44, 45, 49, 47, 0, 10, 11, 0, 2, 1, 0, 30, 28, 0, 7, 8, 9, 6, 99, 0, 84, 88, 89, 91, 0, 90, 87, 86, 83, 82, 85, 0, 46, 48, 50, 0, 66, 0, 29, 52, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 96, 95, 94, 93, 0, 31, 35, 37, 38, 39, 36, 34, 0, 98, 92, 97, 100, 0, 32, 33, 51, 0, 57, 59, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 55, 54, 56, 58, 60, 0, 53, 0",0.863,1576.67,26
30,1473.4320360943964,"0, 0, 27, 26, 34, 0, 67, 65, 69, 0, 10, 11, 9, 6, 4, 75, 0, 20, 21, 0, 61, 64, 68, 66, 0, 42, 41, 40, 44, 45, 48, 50, 52, 47, 0, 23, 22, 0, 5, 3, 7, 8, 2, 1, 0, 24, 25, 29, 30, 28, 0, 53, 56, 58, 60, 59, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 43, 46, 49, 0, 51, 0, 90, 87, 86, 83, 82, 85, 88, 89, 91, 0, 62, 74, 72, 0, 57, 55, 54, 0, 63, 84, 0, 98, 96, 95, 94, 93, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 32, 33, 35, 37, 38, 39, 36, 0, 31, 92, 97, 100, 0",2.99,1473.43,22
41,1461.058494995285,"0, 0, 5, 3, 7, 8, 4, 75, 0, 63, 0, 42, 46, 45, 48, 50, 52, 49, 47, 0, 28, 0, 25, 27, 26, 23, 22, 21, 0, 67, 65, 69, 0, 41, 40, 44, 51, 0, 24, 29, 30, 1, 0, 20, 36, 34, 0, 90, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 43, 66, 0, 32, 33, 31, 35, 37, 38, 39, 0, 10, 11, 9, 6, 2, 0, 62, 74, 72, 61, 64, 68, 0, 57, 55, 54, 56, 58, 60, 59, 0, 96, 95, 92, 93, 97, 100, 99, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 70, 73, 77, 79, 80, 0, 98, 94, 0, 81, 78, 76, 71, 0, 53, 0",3.928,1461.06,22
52,1458.2863962704243,"0, 0, 20, 21, 0, 67, 65, 63, 62, 74, 61, 64, 68, 69, 0, 23, 22, 0, 5, 3, 7, 8, 9, 6, 4, 75, 0, 29, 30, 28, 26, 0, 24, 25, 27, 49, 47, 0, 43, 42, 41, 44, 45, 48, 50, 52, 0, 10, 11, 1, 0, 66, 0, 90, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 51, 0, 94, 92, 93, 97, 100, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 31, 35, 37, 38, 39, 36, 34, 0, 54, 53, 56, 58, 60, 59, 0, 46, 0, 2, 0, 98, 96, 95, 72, 0, 55, 0, 57, 40, 0, 32, 33, 0",4.874,1458.29,23
59,1315.249796144461,"0, 0, 30, 28, 26, 23, 22, 21, 0, 63, 0, 20, 25, 27, 29, 52, 49, 47, 0, 41, 40, 44, 45, 48, 50, 0, 67, 65, 66, 69, 0, 24, 35, 37, 38, 39, 36, 34, 0, 5, 3, 7, 8, 4, 75, 0, 10, 11, 9, 6, 2, 1, 0, 43, 42, 46, 51, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 32, 33, 31, 60, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 62, 74, 72, 61, 64, 68, 0, 55, 54, 56, 58, 59, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 90, 87, 86, 89, 91, 0, 57, 53, 88, 0, 83, 82, 84, 85, 0",5.454,1315.25,19
64,1306.9265740045062,"0, 0, 46, 45, 48, 50, 49, 47, 0, 7, 8, 9, 6, 4, 75, 0, 20, 21, 0, 10, 11, 1, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 66, 0, 51, 52, 0, 25, 27, 29, 30, 28, 26, 23, 22, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 42, 41, 44, 0, 24, 35, 38, 39, 36, 34, 0, 5, 3, 2, 0, 43, 40, 59, 0, 32, 33, 31, 37, 0, 57, 55, 54, 56, 58, 60, 0, 13, 17, 18, 19, 15, 16, 14, 12, 91, 0, 90, 87, 86, 83, 82, 84, 85, 88, 89, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 53, 0",5.863,1306.93,20
