Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2501.939916201254,"0, 0, 20, 22, 21, 0, 17, 18, 14, 0, 69, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 0, 54, 59, 0, 23, 0, 24, 25, 27, 29, 30, 28, 26, 0, 52, 0, 1, 0, 5, 3, 8, 9, 6, 4, 75, 0, 7, 10, 11, 0, 41, 40, 0, 50, 0, 33, 34, 0, 86, 0, 43, 45, 0, 47, 0, 49, 0, 94, 93, 100, 99, 0, 48, 0, 46, 0, 42, 44, 51, 0, 84, 85, 88, 89, 91, 0, 13, 15, 12, 0, 2, 0, 90, 87, 83, 82, 0, 55, 0, 77, 79, 0, 78, 76, 71, 70, 73, 80, 0, 96, 97, 0, 16, 0, 98, 95, 92, 0, 31, 35, 37, 38, 36, 0, 32, 39, 0, 58, 0, 53, 56, 60, 0, 81, 0, 57, 19, 0",0.445,2501.94,39
1,2440.292681137091,"0, 0, 20, 21, 0, 26, 0, 4, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 11, 0, 22, 0, 5, 3, 1, 0, 24, 25, 27, 29, 30, 28, 34, 0, 23, 0, 41, 40, 0, 7, 8, 9, 6, 2, 75, 0, 50, 0, 47, 0, 84, 85, 89, 0, 43, 42, 44, 45, 48, 0, 91, 0, 49, 0, 57, 55, 59, 0, 66, 0, 51, 52, 0, 83, 82, 88, 0, 90, 87, 86, 0, 31, 0, 98, 96, 94, 93, 0, 71, 70, 73, 77, 79, 0, 10, 38, 0, 36, 0, 33, 35, 37, 39, 0, 17, 18, 14, 0, 13, 15, 16, 12, 0, 100, 0, 46, 0, 32, 95, 92, 99, 0, 53, 56, 58, 60, 0, 81, 78, 76, 80, 0, 54, 97, 0, 19, 0",0.648,2440.29,38
2,2078.1439487208936,"0, 0, 67, 65, 66, 69, 0, 90, 87, 86, 89, 91, 0, 8, 9, 6, 0, 24, 25, 27, 29, 30, 22, 21, 0, 20, 46, 45, 48, 51, 50, 49, 47, 0, 68, 0, 23, 0, 5, 3, 1, 0, 43, 42, 44, 0, 83, 82, 85, 88, 0, 64, 0, 4, 0, 7, 10, 11, 2, 75, 0, 26, 0, 57, 59, 0, 63, 62, 74, 61, 0, 41, 40, 52, 0, 28, 34, 0, 72, 60, 0, 13, 17, 18, 19, 16, 14, 12, 0, 93, 0, 54, 56, 58, 0, 78, 76, 71, 70, 73, 77, 79, 80, 0, 98, 99, 0, 95, 94, 92, 97, 100, 0, 81, 84, 0, 33, 0, 32, 37, 38, 39, 36, 0, 96, 15, 0, 55, 53, 0, 31, 35, 0",0.849,2078.14,32
4,2040.244949205318,"0, 0, 20, 21, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 49, 47, 0, 41, 40, 48, 51, 50, 52, 0, 43, 42, 44, 45, 0, 22, 0, 90, 84, 85, 88, 89, 91, 0, 26, 23, 0, 28, 0, 24, 25, 27, 29, 30, 34, 0, 8, 9, 6, 4, 0, 1, 0, 5, 3, 7, 10, 11, 2, 75, 0, 46, 66, 0, 96, 95, 94, 93, 0, 87, 86, 83, 82, 0, 18, 0, 98, 99, 0, 55, 0, 13, 17, 15, 16, 14, 12, 0, 31, 35, 37, 38, 39, 36, 0, 33, 0, 59, 0, 54, 56, 58, 60, 0, 32, 53, 0, 70, 73, 77, 79, 80, 0, 81, 78, 76, 71, 97, 100, 0, 57, 19, 92, 0",1.248,2040.24,29
5,1989.8607662808017,"0, 0, 24, 25, 26, 23, 22, 21, 0, 68, 66, 69, 0, 20, 27, 28, 0, 7, 8, 9, 6, 4, 0, 99, 0, 48, 51, 50, 49, 47, 0, 67, 65, 63, 62, 74, 72, 61, 64, 0, 5, 3, 1, 0, 45, 0, 89, 91, 0, 90, 87, 86, 83, 82, 84, 85, 88, 2, 75, 0, 10, 11, 0, 46, 0, 43, 42, 44, 0, 100, 0, 41, 40, 52, 0, 93, 0, 94, 92, 97, 0, 39, 36, 34, 0, 31, 35, 37, 38, 0, 29, 30, 0, 95, 0, 13, 17, 18, 15, 12, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 57, 55, 54, 56, 58, 60, 0, 33, 0, 98, 96, 14, 0, 32, 53, 59, 0, 19, 16, 0",1.45,1989.86,30
6,1781.781930840452,"0, 0, 23, 22, 21, 0, 20, 24, 27, 29, 30, 28, 26, 0, 25, 52, 49, 47, 0, 67, 65, 63, 69, 0, 5, 3, 4, 0, 8, 9, 6, 0, 87, 86, 89, 91, 0, 10, 11, 0, 42, 44, 45, 48, 51, 50, 0, 46, 0, 32, 33, 39, 36, 34, 0, 7, 2, 1, 75, 0, 61, 64, 68, 66, 0, 43, 41, 40, 0, 100, 99, 0, 62, 74, 72, 88, 0, 90, 84, 85, 0, 13, 17, 18, 19, 15, 12, 0, 98, 95, 92, 93, 0, 16, 14, 0, 57, 55, 54, 56, 58, 60, 59, 0, 53, 0, 31, 35, 37, 38, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 96, 97, 0, 83, 82, 0, 94, 0",1.642,1781.78,28
8,1675.9690529130555,"0, 0, 20, 24, 25, 26, 23, 22, 21, 0, 59, 0, 67, 65, 63, 69, 0, 98, 99, 0, 5, 3, 4, 2, 1, 75, 0, 10, 11, 9, 6, 0, 7, 8, 29, 30, 28, 52, 47, 0, 62, 66, 0, 43, 42, 44, 45, 48, 51, 50, 49, 0, 64, 68, 0, 12, 0, 87, 86, 88, 89, 91, 0, 41, 40, 46, 0, 17, 15, 16, 14, 0, 90, 96, 95, 94, 92, 93, 97, 100, 0, 83, 82, 84, 85, 0, 55, 54, 56, 58, 60, 0, 61, 0, 33, 39, 36, 34, 0, 57, 53, 72, 0, 27, 0, 32, 31, 35, 37, 38, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 13, 18, 19, 0, 74, 0",2.018,1675.97,26
17,1674.0746899673286,"0, 0, 20, 24, 25, 26, 23, 22, 21, 47, 0, 67, 65, 63, 62, 66, 69, 0, 5, 3, 4, 75, 0, 43, 42, 44, 45, 48, 50, 49, 0, 33, 0, 7, 8, 9, 6, 2, 1, 0, 74, 72, 61, 64, 68, 0, 59, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 10, 11, 0, 27, 28, 0, 83, 84, 85, 88, 89, 91, 0, 13, 15, 16, 14, 12, 0, 46, 51, 52, 0, 41, 40, 0, 55, 53, 56, 58, 60, 0, 57, 54, 73, 77, 79, 80, 0, 29, 30, 34, 0, 87, 86, 0, 36, 0, 90, 82, 0, 32, 31, 35, 37, 38, 39, 0, 17, 18, 19, 0, 81, 78, 76, 71, 70, 0",3.631,1674.07,25
20,1580.265836780392,"0, 0, 20, 22, 21, 0, 29, 30, 28, 26, 23, 47, 0, 5, 3, 4, 2, 1, 75, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 24, 25, 27, 36, 34, 0, 46, 45, 48, 50, 49, 0, 90, 87, 86, 89, 91, 0, 54, 53, 56, 58, 60, 59, 0, 41, 40, 44, 51, 52, 0, 7, 8, 6, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 55, 0, 43, 42, 0, 31, 35, 37, 38, 39, 0, 10, 11, 9, 88, 0, 96, 95, 94, 92, 93, 97, 100, 99, 0, 57, 82, 0, 13, 18, 19, 15, 16, 14, 12, 0, 98, 84, 85, 0, 32, 33, 0, 83, 0, 17, 0",4.167,1580.27,23
24,1559.0388653908556,"0, 0, 43, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 20, 24, 25, 27, 28, 26, 23, 22, 21, 0, 5, 3, 4, 2, 1, 75, 0, 90, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 7, 10, 11, 0, 13, 17, 18, 15, 16, 14, 12, 99, 0, 94, 93, 0, 29, 30, 34, 0, 57, 59, 0, 42, 46, 0, 31, 35, 37, 38, 39, 36, 0, 95, 97, 100, 0, 6, 0, 8, 9, 0, 58, 60, 0, 32, 33, 19, 0, 98, 96, 92, 0, 55, 54, 53, 56, 73, 77, 79, 80, 0, 81, 78, 76, 71, 70, 0",4.861,1559.04,21
