Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2424.2078348766177,"0, 0, 99, 0, 3, 4, 0, 31, 35, 38, 39, 36, 34, 0, 20, 21, 0, 90, 72, 61, 64, 68, 66, 69, 0, 63, 0, 25, 0, 22, 0, 11, 9, 0, 18, 19, 15, 16, 14, 12, 0, 6, 0, 67, 65, 74, 0, 37, 0, 51, 50, 0, 40, 44, 45, 48, 0, 47, 0, 23, 0, 91, 0, 8, 10, 26, 0, 28, 0, 1, 75, 0, 27, 29, 30, 0, 62, 0, 24, 52, 49, 0, 42, 41, 0, 5, 7, 2, 0, 57, 55, 59, 0, 43, 46, 0, 98, 96, 95, 94, 92, 93, 97, 100, 0, 54, 58, 60, 0, 56, 0, 89, 0, 88, 0, 87, 86, 84, 85, 0, 13, 17, 70, 73, 77, 79, 0, 32, 33, 82, 0, 78, 76, 71, 80, 0, 81, 83, 0, 53, 0",0.384,2424.21,40
1,1998.8810824364102,"0, 0, 24, 28, 26, 22, 21, 0, 20, 23, 0, 44, 45, 48, 0, 67, 65, 63, 74, 0, 3, 0, 10, 11, 9, 6, 4, 1, 75, 0, 82, 0, 30, 0, 5, 7, 8, 2, 0, 87, 86, 89, 91, 0, 25, 27, 29, 0, 43, 46, 47, 0, 62, 61, 64, 68, 66, 69, 0, 42, 41, 40, 49, 0, 13, 17, 18, 19, 15, 16, 14, 12, 50, 0, 72, 36, 34, 0, 98, 96, 95, 94, 93, 0, 90, 92, 97, 100, 99, 0, 84, 85, 88, 0, 80, 0, 51, 52, 0, 53, 56, 58, 60, 0, 33, 0, 32, 31, 35, 37, 38, 39, 59, 0, 54, 0, 57, 55, 77, 79, 0, 81, 78, 76, 71, 70, 73, 0, 83, 0",0.599,1998.88,29
3,1777.4571774969309,"0, 0, 20, 21, 0, 67, 65, 63, 74, 72, 61, 64, 68, 66, 69, 0, 7, 8, 6, 4, 0, 23, 22, 0, 43, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47, 0, 24, 26, 0, 10, 11, 9, 1, 75, 0, 5, 3, 2, 0, 25, 27, 29, 30, 28, 36, 34, 0, 98, 96, 95, 94, 93, 0, 90, 91, 0, 18, 0, 13, 15, 16, 14, 12, 0, 62, 60, 0, 87, 86, 83, 82, 84, 85, 88, 89, 0, 53, 56, 58, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 33, 0, 32, 31, 35, 37, 38, 39, 0, 59, 0, 42, 54, 0, 99, 0, 57, 55, 92, 100, 0, 17, 19, 97, 0",0.991,1777.46,25
7,1746.2616355422538,"0, 0, 22, 21, 0, 24, 25, 27, 29, 30, 28, 26, 23, 0, 62, 66, 69, 47, 0, 20, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 0, 18, 19, 15, 16, 14, 12, 0, 2, 1, 75, 0, 67, 65, 63, 74, 72, 61, 64, 68, 0, 6, 4, 0, 5, 3, 7, 8, 9, 0, 43, 46, 59, 0, 10, 11, 36, 34, 0, 83, 82, 84, 88, 89, 91, 0, 13, 17, 99, 0, 90, 87, 86, 85, 80, 0, 73, 77, 79, 0, 98, 96, 95, 97, 100, 0, 32, 33, 31, 35, 37, 38, 39, 0, 57, 55, 54, 53, 56, 58, 60, 0, 70, 0, 94, 93, 0, 81, 78, 76, 71, 0, 92, 0",1.764,1746.26,23
13,1619.2189860350704,"0, 0, 25, 27, 28, 26, 23, 22, 21, 0, 67, 65, 63, 74, 72, 61, 64, 68, 69, 0, 20, 24, 29, 30, 36, 34, 0, 3, 0, 10, 11, 6, 4, 75, 0, 5, 7, 8, 9, 1, 0, 43, 46, 51, 50, 52, 49, 47, 0, 87, 86, 85, 88, 89, 91, 0, 54, 53, 56, 58, 60, 59, 0, 62, 66, 0, 83, 82, 84, 0, 2, 0, 92, 93, 97, 100, 99, 0, 42, 41, 40, 44, 45, 48, 0, 19, 15, 16, 14, 12, 0, 90, 73, 0, 13, 17, 18, 39, 0, 81, 78, 76, 71, 70, 77, 79, 80, 0, 98, 96, 95, 94, 0, 33, 37, 38, 0, 57, 55, 35, 0, 32, 31, 0",2.845,1619.22,23
14,1547.3377785586417,"0, 0, 2, 1, 0, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21, 0, 10, 11, 9, 6, 4, 0, 62, 66, 69, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 5, 3, 7, 8, 92, 93, 97, 100, 99, 0, 20, 46, 59, 0, 17, 18, 19, 16, 14, 12, 0, 75, 0, 67, 65, 63, 74, 72, 61, 64, 68, 0, 90, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 54, 53, 60, 0, 33, 0, 57, 55, 56, 58, 39, 0, 32, 31, 35, 37, 38, 36, 34, 0, 98, 96, 95, 94, 77, 79, 80, 0, 13, 15, 0, 81, 78, 76, 71, 73, 0, 70, 0",3.018,1547.34,20
15,1543.4483684367096,"0, 0, 20, 21, 0, 25, 27, 28, 26, 23, 22, 0, 67, 65, 63, 62, 66, 69, 0, 11, 9, 6, 4, 2, 1, 75, 0, 5, 3, 7, 8, 10, 12, 0, 90, 91, 0, 51, 50, 52, 49, 47, 0, 24, 29, 30, 36, 34, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 43, 41, 40, 44, 45, 48, 0, 42, 46, 68, 0, 54, 53, 56, 58, 60, 59, 0, 37, 38, 39, 0, 74, 72, 61, 64, 0, 33, 0, 87, 86, 84, 85, 88, 89, 0, 98, 96, 95, 94, 93, 97, 100, 99, 0, 13, 17, 18, 19, 15, 16, 14, 0, 32, 31, 35, 0, 82, 0, 83, 92, 0, 57, 55, 0",3.191,1543.45,23
25,1363.8767699716777,"0, 0, 20, 21, 0, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 67, 65, 63, 62, 66, 69, 0, 75, 0, 11, 9, 6, 4, 1, 0, 74, 72, 61, 64, 68, 0, 5, 3, 7, 8, 10, 23, 22, 0, 28, 26, 0, 57, 55, 58, 60, 0, 83, 84, 85, 88, 89, 91, 0, 43, 46, 59, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 24, 27, 0, 25, 29, 30, 36, 34, 0, 32, 33, 31, 35, 37, 38, 39, 0, 90, 87, 86, 82, 93, 97, 100, 99, 0, 2, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 95, 94, 92, 0, 54, 53, 56, 0",4.889,1363.88,21
30,1313.804000101222,"0, 0, 20, 21, 0, 67, 65, 63, 74, 72, 61, 64, 68, 69, 0, 24, 27, 28, 26, 23, 22, 0, 75, 0, 7, 8, 9, 6, 4, 2, 1, 0, 62, 66, 0, 5, 3, 10, 11, 0, 43, 47, 0, 25, 29, 30, 36, 34, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 0, 90, 91, 0, 87, 86, 83, 84, 85, 88, 89, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 92, 93, 97, 100, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 98, 96, 95, 94, 0, 32, 33, 31, 35, 37, 38, 39, 0, 82, 0, 46, 0",5.709,1313.8,21
49,1273.9833756584858,"0, 0, 20, 21, 0, 43, 47, 0, 67, 65, 63, 74, 72, 61, 64, 68, 69, 0, 25, 29, 30, 28, 26, 23, 22, 0, 7, 8, 9, 6, 4, 1, 75, 0, 62, 66, 0, 83, 84, 85, 88, 89, 91, 0, 24, 27, 34, 0, 5, 3, 10, 11, 2, 0, 42, 41, 40, 46, 45, 48, 51, 50, 52, 49, 0, 90, 87, 86, 82, 93, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 37, 38, 39, 36, 0, 98, 96, 95, 94, 92, 97, 100, 0, 32, 33, 31, 35, 0, 44, 0",8.922,1273.98,19
