Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,1890.3326141362343,"0, 0, 20, 21, 0, 22, 0, 67, 65, 63, 62, 66, 69, 0, 23, 0, 24, 25, 26, 0, 7, 0, 5, 3, 4, 2, 1, 75, 0, 29, 0, 43, 42, 41, 40, 44, 45, 0, 10, 11, 0, 27, 28, 0, 47, 0, 82, 0, 8, 9, 6, 99, 0, 49, 0, 74, 72, 61, 64, 68, 0, 46, 48, 50, 52, 0, 30, 34, 0, 90, 91, 0, 89, 0, 51, 0, 87, 86, 84, 85, 88, 0, 12, 0, 78, 76, 71, 70, 73, 77, 79, 80, 0, 13, 17, 18, 19, 15, 16, 14, 100, 0, 98, 96, 95, 94, 93, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 83, 92, 97, 0, 57, 55, 59, 0, 54, 53, 56, 58, 60, 0, 81, 0",0.36,1890.33,32
1,1813.199169005488,"0, 0, 20, 21, 0, 22, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 23, 0, 24, 25, 27, 28, 26, 0, 5, 3, 4, 0, 42, 41, 40, 44, 45, 0, 7, 1, 0, 43, 47, 0, 10, 11, 6, 0, 30, 0, 8, 9, 2, 75, 0, 49, 0, 29, 34, 0, 66, 0, 46, 48, 50, 52, 0, 90, 91, 0, 89, 0, 51, 0, 87, 86, 84, 85, 88, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 95, 94, 93, 0, 97, 100, 99, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 83, 82, 0, 57, 55, 59, 0, 54, 53, 56, 58, 60, 80, 0, 81, 78, 76, 71, 70, 73, 79, 0, 92, 77, 0",0.551,1813.2,30
2,1777.3991784810132,"0, 0, 20, 21, 0, 22, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 23, 0, 24, 25, 27, 28, 26, 0, 7, 4, 0, 5, 3, 75, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 49, 47, 0, 10, 11, 0, 66, 0, 8, 9, 6, 1, 0, 29, 30, 0, 46, 52, 0, 90, 91, 0, 89, 0, 87, 86, 84, 85, 88, 0, 2, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 95, 94, 93, 0, 83, 82, 0, 57, 55, 59, 0, 54, 53, 56, 58, 60, 80, 0, 97, 100, 99, 0, 92, 77, 79, 0, 81, 78, 76, 71, 73, 0, 70, 0",0.725,1777.4,28
3,1588.112347740492,"0, 0, 20, 21, 0, 22, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 23, 0, 90, 91, 0, 98, 96, 95, 94, 93, 0, 24, 25, 27, 29, 30, 28, 26, 0, 5, 3, 4, 0, 7, 8, 9, 6, 1, 0, 43, 42, 41, 40, 44, 45, 48, 50, 0, 10, 11, 2, 75, 0, 47, 0, 49, 0, 46, 52, 0, 89, 0, 87, 86, 88, 0, 51, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 83, 82, 84, 85, 0, 54, 53, 56, 58, 60, 59, 0, 57, 55, 99, 0, 97, 100, 0, 92, 0",0.895,1588.11,26
8,1561.2541936503985,"0, 0, 23, 22, 21, 0, 20, 24, 25, 27, 28, 26, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 49, 47, 0, 5, 3, 4, 0, 29, 30, 34, 0, 7, 8, 9, 6, 1, 0, 43, 42, 41, 40, 44, 45, 48, 50, 0, 10, 11, 2, 75, 0, 46, 52, 0, 90, 83, 82, 84, 85, 88, 89, 91, 0, 51, 0, 87, 86, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 31, 35, 37, 38, 39, 36, 0, 98, 96, 95, 94, 93, 0, 32, 33, 59, 0, 57, 55, 54, 53, 56, 58, 60, 80, 0, 97, 100, 99, 0, 92, 77, 79, 0, 81, 78, 76, 71, 70, 73, 0",1.739,1561.25,22
9,1474.760768363464,"0, 0, 20, 21, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 22, 0, 23, 0, 5, 3, 4, 0, 24, 25, 27, 28, 26, 0, 29, 30, 34, 0, 7, 8, 9, 6, 1, 0, 43, 42, 41, 40, 44, 45, 48, 50, 49, 47, 0, 10, 11, 2, 75, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 46, 52, 0, 89, 91, 0, 90, 87, 86, 84, 85, 88, 0, 51, 0, 98, 96, 95, 94, 93, 0, 57, 55, 59, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 83, 82, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 97, 100, 99, 0, 54, 53, 56, 58, 60, 0, 92, 0",1.902,1474.76,24
13,1398.1832326481144,"0, 0, 20, 21, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 22, 0, 23, 0, 24, 25, 27, 28, 26, 0, 5, 3, 4, 0, 46, 45, 48, 50, 49, 47, 0, 7, 8, 9, 6, 1, 75, 0, 43, 42, 41, 40, 44, 51, 52, 0, 98, 96, 95, 94, 93, 0, 10, 11, 2, 0, 29, 30, 34, 0, 17, 18, 19, 15, 16, 14, 12, 0, 13, 92, 97, 100, 99, 91, 0, 90, 87, 86, 84, 85, 88, 89, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 83, 82, 0, 57, 55, 59, 0, 54, 53, 56, 58, 60, 80, 0, 81, 78, 76, 71, 70, 73, 77, 79, 0",2.56,1398.18,21
14,1348.7190977323867,"0, 0, 20, 21, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 22, 0, 23, 0, 46, 45, 48, 50, 52, 49, 47, 0, 24, 25, 27, 28, 26, 0, 5, 3, 4, 2, 1, 75, 0, 7, 8, 9, 6, 0, 43, 42, 41, 40, 44, 51, 0, 10, 11, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 29, 30, 34, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 57, 55, 59, 0, 92, 93, 0, 98, 96, 95, 94, 97, 100, 99, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 83, 82, 0, 54, 53, 56, 58, 60, 80, 0, 81, 78, 76, 71, 70, 73, 77, 79, 0",2.715,1348.72,21
17,1346.3771525208697,"0, 0, 20, 21, 0, 22, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 23, 0, 24, 25, 27, 28, 26, 0, 5, 3, 4, 2, 1, 75, 0, 7, 8, 9, 6, 0, 43, 42, 41, 40, 44, 45, 48, 50, 52, 49, 47, 0, 10, 11, 0, 29, 30, 34, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 46, 51, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 83, 82, 0, 57, 55, 59, 0, 58, 60, 0, 54, 53, 56, 80, 0, 81, 78, 76, 71, 70, 73, 77, 79, 0",3.173,1346.38,21
20,1269.6354456278832,"0, 0, 23, 22, 21, 0, 20, 24, 25, 27, 28, 26, 0, 10, 11, 9, 6, 4, 2, 1, 75, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 5, 3, 7, 8, 0, 43, 42, 41, 40, 44, 45, 48, 50, 52, 49, 47, 0, 29, 30, 34, 0, 46, 51, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 95, 94, 97, 100, 99, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 57, 55, 59, 0, 83, 82, 0, 54, 53, 56, 58, 60, 80, 0, 92, 93, 0, 81, 78, 76, 71, 70, 73, 77, 79, 0",3.657,1269.64,18
23,1196.4167692637948,"0, 0, 20, 21, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 22, 0, 5, 3, 7, 8, 9, 6, 4, 2, 1, 75, 0, 23, 0, 24, 25, 27, 29, 30, 28, 26, 0, 43, 42, 41, 40, 44, 45, 48, 50, 52, 49, 47, 0, 51, 0, 10, 11, 0, 46, 59, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 95, 94, 93, 97, 100, 99, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 83, 82, 0, 57, 55, 54, 53, 56, 58, 60, 0, 92, 0",4.106,1196.42,19
31,1094.973114112586,"0, 0, 24, 25, 27, 29, 30, 28, 26, 23, 22, 21, 0, 20, 47, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 46, 45, 48, 50, 52, 49, 0, 5, 3, 7, 8, 9, 6, 4, 2, 1, 75, 0, 43, 42, 41, 40, 44, 51, 0, 10, 11, 0, 90, 87, 86, 88, 89, 91, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 95, 94, 93, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 83, 82, 84, 85, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 92, 97, 100, 99, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0",5.296,1094.97,16
43,1068.6225809136859,"0, 0, 20, 22, 21, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 24, 25, 27, 29, 30, 28, 26, 23, 0, 5, 3, 7, 8, 9, 6, 4, 2, 1, 75, 0, 43, 42, 41, 40, 44, 45, 48, 50, 52, 49, 47, 0, 83, 82, 84, 85, 88, 89, 91, 0, 10, 11, 0, 46, 51, 0, 90, 87, 86, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 95, 94, 93, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 92, 97, 100, 99, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0",7.021,1068.62,16
