Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2525.475140741423,"0, 0, 63, 66, 0, 67, 65, 72, 61, 64, 68, 69, 0, 11, 0, 3, 7, 8, 6, 4, 2, 1, 75, 0, 21, 0, 42, 41, 40, 44, 45, 48, 51, 50, 47, 0, 25, 0, 29, 26, 0, 43, 46, 49, 0, 20, 23, 22, 0, 95, 0, 39, 36, 34, 0, 24, 27, 28, 0, 35, 38, 0, 74, 0, 32, 33, 37, 30, 0, 89, 0, 81, 70, 73, 0, 9, 0, 62, 100, 0, 59, 0, 17, 18, 19, 15, 16, 14, 12, 0, 5, 10, 0, 88, 0, 90, 87, 86, 84, 85, 91, 0, 93, 0, 83, 82, 0, 52, 0, 99, 0, 96, 97, 0, 94, 92, 0, 13, 31, 53, 56, 58, 60, 0, 78, 76, 77, 79, 80, 0, 98, 54, 0, 55, 0, 57, 71, 0",0.384,2525.48,37
1,2348.855821431532,"0, 0, 67, 65, 62, 66, 69, 75, 0, 22, 21, 0, 20, 23, 0, 5, 3, 6, 0, 24, 25, 27, 28, 26, 0, 61, 64, 68, 0, 2, 1, 0, 30, 0, 91, 0, 7, 8, 9, 0, 46, 45, 48, 51, 50, 49, 47, 0, 63, 74, 72, 0, 43, 42, 44, 0, 34, 0, 41, 40, 52, 0, 29, 0, 88, 89, 0, 11, 0, 96, 95, 94, 92, 93, 97, 100, 99, 0, 58, 60, 59, 0, 33, 0, 70, 73, 77, 79, 0, 85, 0, 90, 87, 86, 84, 0, 10, 4, 0, 36, 0, 55, 0, 83, 82, 0, 35, 38, 0, 17, 15, 16, 14, 12, 0, 13, 18, 19, 0, 32, 31, 37, 39, 0, 98, 71, 0, 57, 54, 56, 0, 81, 78, 76, 80, 0, 53, 0",0.604,2348.86,37
2,2155.031333632168,"0, 0, 62, 66, 69, 0, 3, 0, 10, 0, 20, 24, 27, 26, 22, 21, 0, 2, 1, 75, 0, 67, 65, 63, 74, 73, 77, 79, 80, 0, 6, 0, 5, 4, 0, 25, 23, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 47, 0, 11, 0, 30, 28, 0, 7, 8, 9, 99, 0, 54, 59, 0, 96, 95, 94, 92, 93, 97, 100, 91, 0, 82, 0, 88, 89, 0, 84, 85, 0, 32, 33, 34, 0, 46, 49, 0, 64, 0, 31, 35, 37, 38, 39, 36, 0, 29, 0, 81, 78, 76, 71, 70, 0, 98, 87, 86, 83, 0, 57, 60, 0, 68, 0, 72, 61, 0, 12, 0, 90, 55, 56, 58, 0, 13, 18, 14, 0, 17, 19, 15, 16, 0, 53, 0",0.8,2155.03,34
3,1991.4196406416006,"0, 0, 22, 21, 0, 24, 27, 0, 20, 23, 0, 51, 50, 52, 49, 47, 0, 26, 0, 65, 63, 62, 74, 72, 64, 68, 69, 0, 6, 0, 28, 0, 67, 44, 45, 48, 0, 36, 34, 0, 5, 3, 7, 8, 4, 2, 1, 75, 0, 42, 40, 0, 10, 11, 9, 91, 0, 90, 87, 86, 84, 85, 88, 89, 0, 96, 93, 0, 57, 54, 59, 0, 32, 33, 37, 38, 39, 0, 25, 29, 30, 0, 41, 46, 0, 15, 16, 14, 12, 0, 35, 0, 43, 83, 82, 0, 61, 66, 0, 13, 17, 18, 19, 97, 100, 99, 0, 55, 56, 58, 60, 0, 31, 53, 80, 0, 98, 95, 94, 92, 73, 77, 79, 0, 81, 78, 76, 71, 70, 0",0.992,1991.42,29
6,1665.7504282317982,"0, 0, 20, 21, 0, 22, 0, 67, 65, 61, 64, 68, 66, 69, 0, 5, 3, 7, 8, 9, 6, 4, 1, 0, 10, 11, 2, 75, 0, 24, 25, 27, 28, 26, 23, 0, 63, 62, 74, 72, 0, 49, 47, 0, 43, 42, 40, 45, 48, 51, 50, 52, 0, 41, 46, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 30, 0, 83, 82, 84, 85, 88, 89, 91, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 87, 86, 0, 79, 0, 55, 59, 0, 90, 71, 70, 73, 77, 0, 29, 38, 0, 44, 39, 36, 34, 0, 56, 58, 60, 0, 81, 78, 76, 80, 0, 32, 33, 31, 35, 37, 0, 57, 54, 53, 0",1.549,1665.75,25
10,1620.8418207868285,"0, 0, 2, 1, 75, 0, 22, 0, 20, 21, 0, 30, 28, 26, 23, 0, 67, 65, 63, 74, 72, 61, 64, 68, 66, 69, 0, 5, 3, 7, 8, 6, 4, 0, 24, 27, 29, 48, 51, 50, 52, 49, 47, 0, 59, 0, 25, 10, 11, 9, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 42, 41, 40, 46, 45, 0, 43, 44, 0, 62, 82, 0, 17, 18, 19, 15, 16, 14, 12, 0, 55, 0, 95, 94, 92, 93, 97, 100, 99, 0, 98, 96, 83, 79, 0, 13, 34, 0, 32, 33, 37, 38, 39, 36, 0, 31, 35, 56, 58, 60, 0, 81, 78, 76, 71, 70, 73, 77, 80, 0, 57, 54, 53, 0",2.286,1620.84,23
12,1608.952774925144,"0, 0, 10, 11, 9, 6, 4, 1, 75, 0, 64, 68, 69, 0, 20, 21, 0, 22, 0, 72, 61, 49, 47, 0, 42, 41, 40, 46, 45, 48, 51, 50, 52, 0, 3, 7, 8, 29, 0, 67, 65, 63, 62, 74, 66, 0, 24, 25, 27, 26, 23, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 28, 0, 90, 87, 86, 83, 89, 91, 0, 44, 0, 5, 2, 0, 96, 95, 94, 93, 97, 100, 99, 0, 30, 0, 43, 54, 53, 56, 58, 59, 0, 98, 92, 85, 88, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 17, 18, 19, 15, 16, 14, 12, 0, 13, 84, 0, 82, 0, 55, 0, 57, 60, 0",2.646,1608.95,25
13,1479.0926512421577,"0, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 23, 22, 21, 0, 20, 25, 28, 26, 0, 24, 27, 29, 30, 2, 1, 75, 0, 5, 3, 7, 4, 0, 41, 40, 44, 45, 48, 50, 52, 49, 47, 0, 43, 42, 46, 51, 0, 10, 11, 9, 6, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 32, 33, 31, 35, 37, 39, 36, 34, 0, 89, 91, 0, 90, 87, 86, 84, 85, 88, 0, 98, 96, 95, 94, 92, 93, 97, 100, 0, 83, 82, 0, 59, 0, 79, 0, 8, 38, 0, 57, 55, 53, 56, 58, 60, 0, 81, 78, 76, 71, 70, 73, 77, 80, 0, 54, 0",2.821,1479.09,21
27,1363.7783618075014,"0, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 23, 22, 21, 0, 20, 24, 25, 27, 29, 30, 28, 26, 0, 67, 65, 63, 62, 66, 69, 0, 8, 9, 6, 4, 1, 75, 0, 43, 42, 44, 45, 48, 50, 52, 49, 47, 0, 11, 0, 72, 61, 64, 68, 0, 10, 0, 3, 7, 0, 5, 2, 0, 90, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 14, 0, 96, 95, 94, 92, 93, 97, 100, 99, 0, 41, 40, 46, 51, 0, 13, 17, 18, 19, 15, 16, 12, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 59, 0, 57, 55, 53, 56, 58, 60, 0, 98, 54, 74, 0",5.239,1363.78,21
40,1359.5242892431077,"0, 0, 20, 21, 0, 41, 40, 44, 45, 48, 50, 52, 49, 47, 0, 23, 22, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 43, 42, 46, 51, 0, 5, 3, 7, 4, 2, 1, 75, 0, 10, 11, 9, 6, 0, 25, 27, 26, 0, 90, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 24, 29, 30, 28, 34, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 8, 15, 16, 12, 0, 55, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 13, 17, 18, 19, 14, 0, 57, 54, 59, 0, 81, 78, 76, 77, 79, 80, 0, 53, 56, 58, 60, 0, 71, 70, 73, 0",7.397,1359.52,20
