Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2569.5634139440976,"0, 0, 66, 69, 0, 7, 8, 6, 0, 21, 0, 20, 22, 0, 67, 65, 63, 62, 74, 61, 64, 68, 47, 0, 24, 26, 0, 23, 0, 10, 11, 9, 4, 0, 41, 40, 45, 0, 1, 0, 87, 86, 83, 84, 91, 0, 43, 50, 52, 49, 0, 77, 79, 0, 97, 100, 99, 0, 48, 51, 0, 46, 0, 5, 3, 2, 75, 0, 30, 36, 0, 92, 93, 0, 88, 89, 0, 25, 27, 28, 0, 42, 44, 59, 0, 13, 15, 16, 14, 12, 0, 82, 85, 0, 72, 0, 94, 0, 90, 95, 0, 81, 78, 76, 71, 73, 0, 60, 0, 70, 80, 0, 98, 96, 39, 0, 58, 0, 29, 34, 0, 32, 33, 35, 37, 38, 0, 17, 18, 19, 0, 31, 0, 57, 55, 54, 56, 0, 53, 0",0.492,2569.56,39
1,2273.494929566841,"0, 0, 30, 26, 0, 6, 4, 0, 20, 29, 0, 5, 3, 1, 0, 98, 95, 92, 93, 0, 22, 21, 0, 75, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 23, 0, 24, 25, 27, 28, 0, 7, 8, 9, 0, 90, 87, 86, 88, 91, 0, 49, 47, 0, 10, 11, 2, 0, 46, 45, 0, 17, 18, 19, 15, 16, 14, 12, 0, 43, 41, 40, 44, 0, 33, 0, 66, 0, 34, 0, 13, 99, 0, 57, 59, 0, 48, 51, 50, 52, 0, 89, 0, 36, 0, 100, 0, 82, 84, 85, 0, 42, 54, 56, 58, 60, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 39, 0, 31, 35, 37, 38, 0, 32, 53, 0, 83, 0, 94, 97, 0, 96, 0, 55, 0",0.698,2273.49,37
2,2099.1873276103192,"0, 0, 89, 0, 45, 50, 0, 9, 0, 73, 77, 79, 80, 0, 20, 22, 21, 0, 42, 46, 49, 47, 0, 91, 0, 52, 0, 24, 25, 27, 28, 26, 23, 0, 3, 0, 72, 61, 64, 68, 69, 0, 67, 65, 63, 62, 74, 66, 0, 10, 11, 0, 90, 87, 86, 83, 84, 85, 88, 0, 8, 6, 4, 2, 1, 75, 0, 94, 93, 100, 99, 0, 98, 96, 95, 97, 0, 5, 7, 19, 15, 16, 14, 12, 0, 41, 40, 44, 48, 51, 0, 29, 30, 0, 57, 59, 0, 53, 56, 58, 60, 0, 43, 31, 0, 32, 33, 35, 37, 38, 39, 36, 34, 0, 70, 0, 17, 18, 0, 82, 0, 81, 78, 76, 71, 0, 13, 92, 0, 54, 0, 55, 0",0.895,2099.19,32
4,2087.7572162692554,"0, 0, 20, 21, 0, 41, 40, 44, 51, 50, 0, 8, 9, 6, 4, 2, 1, 75, 0, 67, 65, 63, 62, 74, 91, 0, 22, 0, 90, 87, 86, 84, 85, 88, 89, 0, 10, 11, 0, 28, 26, 23, 0, 53, 56, 58, 60, 0, 24, 25, 27, 29, 30, 52, 49, 47, 0, 43, 42, 46, 45, 48, 66, 69, 0, 5, 3, 7, 100, 99, 0, 72, 61, 64, 68, 0, 83, 82, 79, 0, 31, 35, 36, 34, 0, 17, 18, 14, 12, 0, 16, 0, 13, 15, 0, 32, 33, 37, 38, 39, 0, 98, 95, 97, 0, 57, 59, 0, 94, 93, 0, 96, 92, 0, 77, 80, 0, 55, 54, 0, 70, 73, 0, 19, 0, 81, 78, 76, 71, 0",1.284,2087.76,29
5,1969.6240094038546,"0, 0, 20, 21, 0, 43, 42, 44, 45, 48, 51, 50, 52, 49, 47, 0, 41, 40, 46, 69, 0, 18, 15, 16, 14, 12, 0, 91, 0, 22, 0, 30, 0, 53, 56, 58, 60, 59, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 0, 5, 3, 4, 2, 1, 75, 0, 7, 8, 9, 6, 0, 10, 11, 0, 25, 23, 0, 87, 86, 88, 89, 0, 24, 26, 0, 57, 55, 54, 80, 0, 28, 36, 34, 0, 81, 78, 76, 71, 70, 73, 77, 79, 0, 90, 83, 82, 84, 85, 0, 29, 0, 17, 0, 27, 99, 0, 33, 35, 39, 0, 13, 19, 100, 0, 98, 96, 95, 94, 93, 0, 31, 0, 32, 37, 38, 0, 97, 0, 92, 0",1.47,1969.62,30
6,1876.8899510825124,"0, 0, 20, 21, 0, 66, 69, 0, 51, 50, 52, 49, 47, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 0, 4, 0, 5, 3, 7, 6, 0, 32, 33, 37, 38, 39, 36, 34, 0, 25, 27, 29, 30, 28, 26, 23, 22, 0, 24, 0, 91, 0, 43, 41, 40, 44, 45, 48, 0, 10, 11, 9, 0, 86, 0, 95, 94, 92, 93, 97, 100, 99, 0, 1, 0, 75, 0, 8, 2, 0, 12, 0, 81, 78, 76, 71, 73, 77, 79, 80, 0, 84, 85, 88, 89, 0, 98, 96, 82, 0, 46, 0, 42, 54, 53, 56, 58, 60, 59, 0, 90, 87, 83, 70, 0, 13, 14, 0, 18, 15, 0, 57, 55, 35, 0, 17, 19, 16, 0, 31, 0",1.658,1876.89,30
8,1850.5699693618203,"0, 0, 66, 69, 0, 46, 45, 48, 51, 49, 47, 0, 25, 27, 29, 30, 28, 26, 23, 21, 0, 15, 12, 0, 20, 22, 0, 5, 3, 4, 0, 91, 0, 43, 41, 40, 44, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 0, 42, 50, 52, 0, 24, 10, 11, 9, 6, 1, 75, 0, 8, 0, 87, 86, 83, 82, 84, 85, 88, 89, 0, 7, 2, 0, 90, 76, 0, 97, 100, 99, 0, 73, 0, 13, 17, 19, 16, 14, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 98, 96, 95, 94, 93, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 18, 92, 0, 77, 79, 80, 0, 81, 78, 70, 0, 71, 0",2.032,1850.57,26
12,1839.6145622236706,"0, 0, 1, 75, 0, 20, 21, 0, 81, 78, 76, 71, 73, 77, 79, 80, 0, 5, 3, 9, 6, 4, 2, 0, 50, 52, 49, 47, 0, 67, 65, 63, 62, 74, 72, 61, 64, 69, 0, 42, 44, 45, 48, 51, 0, 91, 0, 41, 40, 46, 0, 7, 8, 11, 0, 22, 0, 54, 53, 56, 58, 60, 59, 0, 84, 85, 88, 89, 0, 90, 87, 86, 83, 82, 0, 66, 0, 26, 23, 0, 43, 24, 30, 0, 27, 29, 28, 0, 57, 55, 68, 0, 25, 16, 14, 12, 0, 10, 0, 13, 17, 18, 19, 15, 36, 34, 0, 98, 100, 99, 0, 32, 33, 37, 38, 39, 0, 95, 0, 94, 92, 93, 97, 0, 96, 70, 0, 31, 35, 0",2.764,1839.61,29
13,1676.4421823230198,"0, 0, 43, 42, 44, 45, 48, 51, 50, 52, 49, 47, 0, 20, 21, 0, 63, 0, 67, 65, 69, 0, 5, 3, 7, 8, 9, 6, 4, 1, 0, 22, 0, 10, 11, 2, 75, 0, 25, 27, 28, 26, 23, 0, 24, 30, 0, 93, 97, 100, 99, 0, 19, 15, 16, 14, 12, 0, 66, 0, 41, 40, 46, 68, 0, 91, 0, 98, 96, 95, 94, 92, 0, 74, 72, 61, 64, 0, 87, 86, 89, 0, 29, 34, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 90, 83, 82, 84, 85, 88, 0, 18, 0, 62, 36, 0, 13, 17, 71, 70, 73, 79, 0, 81, 78, 76, 77, 80, 0, 32, 33, 31, 35, 37, 38, 39, 0",2.948,1676.44,26
14,1581.1291029135798,"0, 0, 20, 22, 21, 0, 5, 3, 7, 8, 6, 0, 67, 65, 63, 66, 69, 0, 56, 58, 60, 59, 0, 10, 4, 2, 1, 75, 0, 26, 23, 0, 24, 25, 27, 28, 0, 43, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 42, 46, 68, 0, 91, 0, 62, 74, 72, 61, 64, 0, 55, 0, 90, 87, 86, 84, 85, 88, 89, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 29, 30, 9, 0, 83, 82, 93, 100, 99, 0, 98, 96, 95, 94, 92, 97, 0, 31, 35, 37, 38, 39, 36, 34, 0, 32, 33, 18, 14, 12, 0, 13, 17, 19, 15, 16, 0, 54, 53, 0, 57, 11, 0",3.13,1581.13,23
