Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2434.6518577107436,"0, 0, 7, 8, 11, 9, 6, 4, 1, 0, 43, 42, 40, 0, 27, 0, 33, 31, 35, 38, 0, 20, 21, 0, 75, 0, 28, 26, 22, 0, 50, 49, 47, 0, 65, 0, 67, 63, 68, 0, 29, 30, 0, 24, 25, 23, 0, 12, 0, 88, 89, 0, 5, 3, 41, 45, 0, 52, 0, 69, 0, 66, 0, 91, 0, 86, 84, 85, 0, 62, 64, 0, 72, 61, 0, 15, 14, 0, 76, 0, 34, 0, 10, 2, 0, 46, 0, 74, 51, 0, 13, 17, 18, 19, 16, 39, 36, 0, 96, 99, 0, 57, 55, 59, 0, 87, 83, 82, 0, 44, 48, 0, 81, 78, 71, 70, 73, 77, 79, 80, 0, 95, 94, 92, 93, 97, 100, 0, 90, 0, 98, 60, 0, 54, 53, 56, 58, 0, 32, 37, 0",0.373,2434.65,40
1,2186.8020196075786,"0, 0, 66, 69, 0, 8, 11, 6, 4, 1, 0, 5, 3, 75, 0, 91, 0, 22, 21, 0, 87, 86, 84, 85, 88, 89, 0, 28, 26, 0, 25, 27, 0, 20, 24, 29, 30, 23, 0, 74, 0, 42, 46, 45, 48, 51, 50, 49, 47, 0, 67, 65, 63, 62, 64, 68, 0, 9, 0, 76, 0, 53, 56, 58, 59, 0, 44, 0, 43, 41, 40, 0, 7, 2, 0, 10, 0, 100, 99, 0, 90, 83, 82, 77, 79, 0, 52, 0, 98, 97, 0, 57, 55, 54, 60, 0, 72, 61, 0, 81, 78, 71, 70, 73, 80, 0, 32, 33, 31, 35, 38, 0, 15, 16, 12, 0, 13, 17, 19, 0, 34, 0, 94, 92, 93, 0, 37, 39, 36, 0, 96, 95, 14, 0, 18, 0",0.591,2186.8,35
2,2035.5589452937757,"0, 0, 22, 21, 0, 20, 3, 0, 13, 17, 19, 15, 14, 12, 0, 67, 65, 63, 62, 66, 69, 0, 46, 45, 48, 51, 50, 49, 47, 0, 90, 89, 91, 0, 61, 64, 68, 0, 24, 25, 27, 28, 26, 23, 0, 5, 7, 8, 9, 6, 4, 1, 0, 41, 40, 44, 0, 29, 30, 52, 0, 43, 42, 59, 0, 83, 82, 84, 85, 88, 75, 0, 72, 0, 10, 11, 2, 0, 74, 0, 87, 86, 0, 100, 99, 0, 37, 38, 39, 36, 34, 0, 57, 55, 54, 53, 58, 0, 98, 96, 95, 93, 0, 32, 33, 31, 35, 60, 0, 18, 16, 97, 0, 94, 92, 0, 81, 78, 76, 77, 79, 80, 0, 70, 73, 0, 71, 0, 56, 0",0.788,2035.56,29
4,1826.7114788740814,"0, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 29, 30, 28, 26, 0, 41, 40, 44, 45, 48, 49, 47, 0, 20, 21, 0, 22, 0, 84, 85, 88, 89, 91, 0, 10, 9, 6, 4, 1, 75, 0, 24, 25, 27, 23, 52, 0, 63, 0, 67, 65, 66, 69, 0, 74, 0, 46, 50, 0, 87, 86, 83, 82, 0, 32, 33, 31, 35, 38, 0, 7, 0, 8, 11, 2, 0, 5, 3, 68, 0, 90, 73, 77, 79, 80, 0, 43, 42, 51, 0, 72, 61, 64, 0, 37, 39, 36, 34, 0, 62, 0, 56, 58, 60, 0, 54, 53, 59, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 70, 0, 57, 55, 0, 81, 78, 76, 71, 0",1.179,1826.71,29
8,1640.4685133017983,"0, 0, 20, 24, 25, 27, 28, 26, 21, 0, 62, 74, 72, 61, 64, 68, 69, 0, 22, 0, 46, 45, 48, 51, 50, 49, 47, 0, 67, 65, 63, 66, 0, 5, 3, 9, 6, 4, 1, 0, 8, 11, 0, 91, 0, 41, 40, 44, 0, 10, 2, 75, 0, 7, 0, 52, 0, 43, 42, 31, 35, 38, 0, 90, 87, 86, 84, 85, 88, 89, 0, 53, 56, 58, 60, 59, 0, 23, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 94, 92, 93, 97, 100, 99, 0, 55, 0, 29, 30, 34, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 57, 54, 82, 0, 37, 39, 36, 0, 98, 96, 95, 83, 0, 32, 33, 0",1.954,1640.47,26
17,1621.3659352407856,"0, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 20, 21, 0, 24, 25, 27, 28, 26, 34, 0, 22, 0, 5, 3, 7, 8, 9, 6, 4, 2, 75, 0, 95, 94, 92, 93, 97, 100, 99, 0, 41, 40, 44, 48, 51, 50, 52, 49, 47, 0, 43, 45, 0, 10, 11, 1, 0, 23, 0, 29, 30, 0, 42, 46, 0, 31, 35, 38, 0, 90, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 53, 56, 58, 60, 0, 98, 96, 0, 32, 33, 36, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 37, 39, 0, 57, 55, 54, 59, 0, 73, 77, 79, 0, 70, 0, 81, 78, 76, 71, 80, 0",3.58,1621.37,24
18,1570.6565963755727,"0, 0, 24, 25, 27, 28, 26, 23, 21, 0, 41, 40, 44, 48, 51, 50, 52, 49, 47, 0, 67, 65, 63, 66, 69, 0, 20, 22, 0, 98, 96, 95, 94, 97, 100, 99, 0, 62, 74, 72, 61, 64, 68, 0, 91, 0, 6, 0, 43, 42, 46, 45, 59, 0, 7, 8, 11, 9, 75, 0, 31, 35, 38, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 29, 30, 36, 34, 0, 5, 3, 4, 1, 0, 57, 55, 54, 53, 56, 58, 60, 0, 10, 2, 0, 90, 87, 86, 84, 85, 88, 89, 0, 93, 0, 13, 17, 18, 19, 15, 14, 12, 0, 32, 33, 37, 39, 0, 83, 82, 0, 16, 0, 92, 0",3.751,1570.66,24
21,1500.4892571281625,"0, 0, 23, 21, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 24, 25, 27, 28, 26, 22, 0, 74, 72, 61, 64, 68, 66, 69, 0, 63, 0, 20, 29, 30, 52, 49, 47, 0, 92, 93, 97, 100, 99, 0, 62, 0, 67, 65, 41, 40, 44, 45, 48, 51, 50, 0, 32, 33, 39, 36, 34, 0, 10, 9, 6, 4, 0, 5, 3, 7, 8, 75, 0, 83, 82, 88, 89, 91, 0, 43, 42, 46, 0, 90, 87, 86, 84, 85, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 2, 1, 0, 98, 96, 95, 94, 11, 0, 81, 79, 0, 78, 76, 71, 70, 73, 77, 80, 0, 31, 35, 38, 0, 37, 0",4.276,1500.49,23
30,1488.0133565268457,"0, 0, 20, 21, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 2, 1, 0, 23, 0, 43, 42, 46, 45, 48, 49, 47, 0, 24, 25, 27, 28, 26, 22, 0, 5, 3, 7, 8, 9, 6, 4, 75, 0, 10, 11, 0, 84, 85, 88, 89, 91, 0, 90, 87, 86, 83, 82, 60, 59, 0, 50, 52, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 31, 35, 37, 38, 39, 36, 34, 0, 94, 97, 100, 99, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 41, 40, 44, 51, 0, 29, 30, 0, 96, 95, 93, 0, 98, 92, 0, 32, 33, 56, 58, 0, 57, 55, 54, 53, 0",5.85,1488.01,22
32,1408.1713781225624,"0, 0, 67, 65, 63, 66, 69, 0, 22, 21, 0, 11, 9, 6, 4, 1, 0, 20, 24, 25, 27, 28, 26, 23, 0, 37, 38, 39, 36, 34, 0, 7, 8, 75, 0, 5, 3, 2, 0, 62, 74, 72, 61, 64, 68, 0, 87, 86, 84, 85, 88, 89, 91, 0, 29, 30, 50, 49, 47, 0, 43, 42, 46, 45, 48, 51, 52, 0, 44, 0, 10, 0, 90, 83, 82, 0, 41, 40, 59, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 55, 0, 32, 33, 31, 35, 60, 0, 57, 54, 53, 56, 58, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0",6.184,1408.17,22
