Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2001.0786576902544,"0, 0, 62, 66, 69, 0, 24, 25, 27, 28, 26, 23, 21, 0, 2, 0, 20, 22, 0, 83, 82, 84, 85, 88, 89, 0, 44, 45, 48, 0, 67, 65, 63, 74, 72, 64, 0, 6, 4, 0, 3, 7, 0, 5, 75, 0, 42, 41, 40, 51, 50, 52, 49, 47, 0, 43, 46, 59, 0, 90, 91, 0, 8, 9, 0, 10, 11, 1, 0, 17, 18, 19, 15, 12, 0, 96, 95, 99, 0, 29, 30, 0, 36, 34, 0, 61, 68, 0, 87, 86, 71, 73, 77, 79, 0, 57, 54, 60, 0, 13, 14, 0, 81, 78, 76, 70, 80, 0, 33, 0, 98, 94, 92, 93, 97, 100, 0, 53, 56, 58, 0, 32, 35, 37, 38, 39, 0, 31, 16, 0, 55, 0",0.405,2001.08,31
3,1852.0107105603608,"0, 0, 43, 52, 49, 47, 0, 20, 22, 21, 0, 65, 0, 5, 3, 4, 0, 6, 0, 1, 75, 0, 29, 30, 28, 26, 23, 0, 64, 68, 0, 34, 0, 67, 63, 66, 69, 0, 10, 11, 9, 0, 24, 25, 27, 46, 48, 51, 50, 0, 62, 74, 72, 61, 0, 90, 89, 0, 71, 73, 77, 79, 80, 0, 7, 8, 2, 0, 87, 86, 83, 82, 88, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 42, 41, 40, 44, 45, 99, 0, 91, 0, 13, 17, 18, 19, 15, 12, 0, 84, 85, 0, 16, 14, 0, 98, 96, 95, 94, 92, 93, 97, 100, 0, 36, 0, 32, 33, 31, 35, 37, 38, 39, 0, 78, 76, 0, 81, 70, 0",1.02,1852.01,29
9,1845.300500451196,"0, 0, 66, 69, 0, 36, 34, 0, 7, 6, 4, 0, 42, 41, 40, 45, 48, 51, 50, 52, 49, 47, 0, 65, 63, 0, 8, 9, 0, 20, 22, 21, 0, 67, 62, 74, 72, 61, 64, 68, 0, 24, 25, 29, 30, 28, 26, 0, 89, 0, 96, 95, 94, 92, 93, 97, 100, 99, 1, 75, 0, 5, 3, 2, 0, 91, 0, 43, 46, 0, 90, 87, 86, 88, 0, 10, 11, 12, 0, 44, 59, 0, 27, 23, 0, 17, 15, 16, 14, 0, 32, 33, 31, 35, 37, 38, 39, 0, 13, 18, 19, 0, 98, 85, 0, 57, 55, 54, 53, 56, 58, 60, 0, 84, 0, 81, 78, 76, 77, 79, 80, 0, 73, 0, 83, 82, 0, 71, 70, 0",2.168,1845.3,29
10,1721.1742725650645,"0, 0, 8, 2, 1, 75, 0, 36, 34, 0, 20, 22, 21, 0, 15, 99, 0, 66, 69, 0, 3, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 0, 24, 25, 27, 29, 30, 28, 26, 23, 0, 47, 0, 46, 49, 0, 5, 7, 6, 4, 0, 43, 42, 41, 44, 45, 48, 51, 50, 52, 0, 87, 86, 88, 89, 91, 0, 10, 11, 9, 100, 0, 90, 83, 82, 84, 85, 0, 98, 96, 95, 94, 92, 93, 97, 0, 40, 56, 58, 60, 59, 0, 13, 16, 14, 12, 0, 57, 55, 54, 53, 0, 18, 19, 0, 33, 31, 35, 37, 38, 39, 0, 32, 70, 73, 77, 79, 80, 0, 81, 78, 76, 71, 0, 17, 0",2.352,1721.17,25
12,1622.782444265125,"0, 0, 66, 69, 0, 24, 25, 27, 30, 28, 26, 23, 22, 21, 0, 91, 0, 29, 0, 65, 63, 62, 74, 72, 61, 64, 68, 0, 40, 44, 46, 49, 47, 0, 20, 52, 0, 8, 6, 0, 5, 3, 75, 0, 43, 41, 45, 48, 51, 50, 0, 2, 1, 0, 17, 18, 19, 15, 16, 14, 12, 0, 67, 7, 9, 4, 0, 42, 59, 0, 10, 11, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 96, 95, 97, 100, 99, 0, 90, 88, 89, 0, 57, 55, 54, 53, 56, 58, 60, 80, 0, 87, 86, 84, 85, 0, 83, 82, 0, 81, 78, 76, 71, 70, 73, 77, 79, 0, 13, 92, 93, 0, 98, 94, 0",2.723,1622.78,25
16,1588.436945023371,"0, 0, 20, 21, 0, 29, 30, 28, 26, 23, 22, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 47, 0, 24, 25, 27, 11, 9, 4, 0, 91, 0, 1, 75, 0, 7, 6, 0, 43, 42, 41, 40, 44, 45, 48, 50, 52, 49, 0, 5, 3, 2, 0, 90, 89, 0, 46, 51, 0, 10, 0, 8, 15, 16, 14, 12, 99, 0, 87, 86, 84, 85, 88, 0, 33, 0, 98, 96, 95, 94, 92, 93, 97, 100, 0, 57, 55, 54, 58, 60, 59, 0, 18, 19, 0, 13, 17, 34, 0, 32, 31, 35, 37, 38, 39, 36, 0, 83, 82, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 53, 56, 0",3.452,1588.44,25
18,1536.2029958666017,"0, 0, 40, 0, 5, 3, 75, 0, 43, 41, 44, 45, 48, 50, 52, 47, 0, 29, 30, 28, 26, 23, 22, 21, 0, 20, 24, 25, 27, 11, 9, 6, 4, 2, 1, 0, 67, 65, 63, 62, 66, 69, 0, 42, 46, 49, 0, 7, 8, 10, 64, 68, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 84, 85, 88, 89, 91, 0, 32, 33, 34, 0, 90, 87, 86, 83, 82, 0, 59, 0, 61, 0, 98, 99, 0, 92, 93, 97, 100, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 74, 72, 0, 57, 55, 54, 53, 56, 58, 60, 51, 0, 96, 95, 94, 0, 37, 38, 39, 36, 0, 31, 35, 0",3.807,1536.2,23
20,1527.4076413769628,"0, 0, 55, 0, 20, 22, 21, 0, 43, 44, 46, 49, 47, 0, 31, 35, 37, 38, 39, 36, 34, 0, 65, 0, 69, 0, 6, 4, 2, 1, 75, 0, 32, 33, 30, 28, 26, 23, 0, 7, 9, 0, 67, 63, 62, 74, 72, 61, 64, 68, 66, 0, 24, 25, 27, 29, 0, 5, 3, 8, 11, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 12, 0, 42, 41, 40, 45, 48, 50, 52, 0, 91, 0, 90, 86, 83, 82, 88, 89, 0, 10, 0, 87, 84, 85, 100, 99, 0, 13, 17, 18, 19, 15, 16, 14, 0, 98, 96, 95, 94, 92, 93, 97, 51, 0, 53, 56, 58, 60, 59, 0, 57, 54, 0",4.168,1527.41,24
21,1459.915386766591,"0, 0, 66, 69, 0, 29, 30, 28, 26, 23, 22, 21, 0, 6, 4, 2, 1, 75, 0, 5, 3, 7, 8, 9, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 20, 24, 25, 27, 46, 48, 50, 52, 49, 47, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 0, 41, 40, 44, 45, 51, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 43, 42, 56, 60, 0, 96, 95, 94, 93, 97, 100, 99, 0, 59, 0, 10, 11, 34, 0, 70, 73, 77, 79, 80, 0, 98, 92, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 57, 55, 54, 53, 58, 0, 83, 82, 0, 81, 78, 76, 71, 0",4.348,1459.92,20
35,1317.313455182264,"0, 0, 29, 30, 28, 26, 23, 21, 0, 31, 35, 37, 38, 39, 36, 34, 0, 22, 0, 43, 42, 41, 40, 44, 45, 48, 52, 47, 0, 83, 82, 84, 85, 88, 89, 91, 0, 20, 24, 25, 27, 46, 49, 0, 10, 11, 9, 6, 4, 1, 75, 0, 67, 65, 63, 62, 74, 61, 64, 68, 69, 0, 66, 0, 5, 3, 7, 8, 2, 0, 57, 55, 54, 58, 60, 59, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 86, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 98, 96, 95, 94, 92, 93, 97, 100, 0, 90, 87, 72, 50, 0, 32, 33, 51, 0, 53, 56, 0",6.804,1317.31,19
