Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2465.8995492931463,"0, 0, 62, 64, 68, 0, 61, 0, 98, 96, 95, 94, 93, 0, 3, 0, 29, 0, 20, 21, 0, 22, 0, 6, 4, 1, 0, 67, 65, 63, 66, 69, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 27, 28, 26, 23, 0, 70, 73, 77, 79, 0, 87, 86, 89, 0, 24, 25, 30, 34, 0, 72, 59, 0, 41, 40, 0, 36, 0, 46, 45, 48, 50, 0, 47, 0, 32, 33, 37, 38, 39, 0, 44, 0, 100, 99, 0, 5, 7, 9, 2, 75, 0, 43, 42, 49, 0, 10, 0, 8, 11, 85, 88, 91, 0, 90, 82, 0, 83, 84, 0, 78, 76, 71, 0, 51, 52, 0, 60, 0, 74, 0, 57, 55, 53, 56, 58, 0, 54, 80, 0, 31, 35, 0, 97, 0, 92, 0, 81, 0",0.43,2465.9,39
1,1977.6441080548864,"0, 0, 2, 1, 75, 0, 24, 25, 27, 28, 26, 23, 22, 21, 0, 67, 65, 63, 62, 61, 64, 68, 66, 69, 0, 90, 87, 86, 85, 88, 89, 91, 0, 7, 4, 0, 46, 45, 48, 51, 50, 47, 0, 13, 17, 18, 19, 15, 14, 0, 74, 72, 59, 0, 5, 3, 8, 9, 6, 0, 20, 29, 30, 34, 0, 10, 11, 0, 43, 42, 41, 40, 44, 49, 0, 38, 0, 98, 96, 97, 99, 0, 39, 36, 0, 52, 0, 32, 33, 35, 37, 0, 58, 0, 70, 73, 79, 0, 92, 93, 0, 83, 82, 84, 100, 0, 57, 55, 54, 53, 56, 60, 0, 31, 0, 95, 94, 16, 12, 0, 81, 77, 0, 78, 76, 71, 80, 0",0.629,1977.64,27
5,1879.9244971794203,"0, 0, 20, 21, 0, 46, 45, 48, 51, 50, 52, 49, 47, 0, 4, 0, 25, 27, 28, 26, 23, 22, 0, 69, 0, 44, 0, 67, 65, 63, 88, 89, 91, 0, 43, 42, 41, 40, 58, 0, 93, 0, 3, 0, 90, 87, 86, 85, 0, 62, 74, 72, 61, 64, 68, 66, 0, 24, 29, 30, 0, 8, 9, 6, 0, 7, 0, 75, 0, 5, 1, 0, 96, 95, 94, 92, 97, 100, 99, 0, 10, 11, 0, 13, 17, 18, 19, 15, 14, 0, 35, 37, 38, 39, 36, 34, 0, 2, 0, 57, 55, 59, 0, 98, 83, 82, 84, 0, 32, 33, 31, 12, 0, 54, 53, 56, 60, 0, 16, 0, 78, 76, 71, 70, 73, 77, 79, 80, 0, 81, 0",1.404,1879.92,30
6,1639.7733310650303,"0, 0, 4, 2, 1, 75, 0, 11, 9, 6, 0, 22, 21, 0, 46, 50, 0, 20, 24, 27, 26, 0, 67, 65, 63, 69, 0, 5, 3, 7, 8, 10, 14, 0, 44, 0, 25, 30, 47, 0, 72, 61, 64, 68, 66, 0, 43, 42, 41, 40, 45, 48, 51, 49, 0, 74, 0, 52, 0, 96, 95, 94, 92, 93, 97, 100, 99, 0, 98, 85, 88, 89, 91, 0, 23, 0, 31, 34, 0, 90, 87, 86, 83, 82, 84, 77, 79, 80, 0, 38, 39, 36, 0, 13, 17, 18, 19, 15, 16, 12, 0, 29, 28, 0, 62, 0, 32, 33, 35, 37, 59, 0, 57, 55, 54, 53, 56, 58, 60, 0, 81, 78, 76, 71, 70, 73, 0",1.636,1639.77,26
11,1630.7735176670399,"0, 0, 46, 45, 48, 51, 50, 52, 49, 47, 0, 78, 76, 71, 73, 77, 79, 80, 0, 43, 42, 41, 40, 44, 68, 0, 65, 0, 22, 21, 0, 63, 0, 20, 24, 25, 27, 28, 26, 23, 1, 75, 0, 67, 62, 74, 72, 61, 64, 66, 69, 0, 90, 86, 0, 8, 10, 11, 9, 6, 4, 0, 81, 70, 59, 0, 87, 91, 0, 57, 55, 53, 56, 58, 60, 0, 96, 95, 94, 92, 93, 12, 0, 5, 3, 7, 2, 0, 35, 37, 38, 39, 36, 34, 0, 13, 17, 18, 19, 15, 16, 14, 99, 0, 85, 88, 89, 0, 29, 30, 0, 98, 83, 82, 84, 97, 100, 0, 32, 33, 31, 0, 54, 0",2.583,1630.77,23
12,1528.54058662965,"0, 0, 62, 74, 72, 61, 66, 69, 0, 9, 6, 4, 1, 0, 10, 11, 0, 65, 63, 0, 98, 96, 95, 94, 92, 93, 89, 91, 0, 21, 0, 3, 8, 0, 20, 22, 0, 49, 47, 0, 46, 45, 48, 51, 50, 52, 0, 85, 88, 0, 23, 0, 67, 29, 0, 5, 7, 2, 75, 0, 90, 87, 86, 83, 82, 84, 97, 100, 99, 0, 25, 27, 26, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 43, 42, 41, 40, 44, 68, 0, 24, 28, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 30, 0, 57, 55, 59, 0, 64, 0, 54, 53, 56, 58, 60, 79, 0, 81, 78, 76, 71, 70, 73, 77, 80, 0",2.771,1528.54,26
13,1492.1798407415106,"0, 0, 25, 27, 28, 26, 23, 0, 30, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 11, 9, 6, 4, 0, 5, 3, 7, 8, 10, 1, 75, 0, 22, 21, 0, 20, 24, 29, 34, 0, 52, 49, 47, 0, 85, 88, 89, 91, 0, 51, 50, 0, 37, 38, 39, 36, 0, 43, 42, 41, 40, 44, 45, 48, 0, 46, 0, 32, 33, 35, 0, 96, 95, 94, 92, 93, 97, 100, 99, 0, 98, 2, 0, 90, 87, 86, 83, 82, 84, 77, 79, 80, 0, 59, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 31, 0, 57, 55, 54, 53, 56, 58, 60, 0, 81, 78, 76, 71, 70, 73, 0",2.954,1492.18,23
19,1340.9604071657725,"0, 0, 25, 27, 28, 26, 23, 22, 21, 0, 11, 9, 6, 4, 2, 1, 75, 0, 43, 42, 41, 40, 44, 45, 48, 50, 52, 49, 47, 0, 67, 65, 63, 62, 74, 66, 69, 0, 24, 29, 34, 0, 20, 30, 39, 36, 0, 5, 3, 7, 8, 10, 14, 12, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 81, 78, 76, 71, 70, 73, 79, 0, 46, 51, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 64, 68, 0, 72, 61, 0, 13, 17, 18, 19, 15, 16, 0, 32, 33, 37, 38, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 83, 82, 77, 80, 0, 31, 35, 0",4.034,1340.96,19
41,1275.3267248183852,"0, 0, 44, 45, 48, 50, 52, 49, 47, 0, 29, 30, 28, 26, 23, 22, 21, 0, 20, 24, 25, 27, 34, 0, 67, 65, 63, 62, 74, 66, 69, 0, 5, 3, 7, 8, 9, 6, 4, 2, 1, 75, 0, 43, 42, 41, 40, 72, 61, 64, 68, 0, 46, 51, 0, 96, 95, 94, 92, 93, 97, 100, 99, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 10, 11, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 82, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 77, 79, 80, 0, 81, 78, 76, 71, 70, 73, 0, 83, 0",7.869,1275.33,18
46,1249.1355105006576,"0, 0, 20, 24, 25, 27, 28, 26, 23, 22, 21, 0, 43, 42, 41, 40, 44, 45, 48, 50, 52, 49, 47, 0, 67, 65, 63, 62, 74, 66, 69, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 39, 36, 34, 0, 10, 11, 9, 6, 4, 2, 1, 75, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 5, 3, 7, 8, 12, 0, 13, 17, 18, 19, 15, 16, 14, 0, 46, 51, 0, 84, 85, 88, 91, 0, 29, 30, 64, 68, 0, 72, 61, 0, 90, 87, 86, 83, 82, 77, 79, 80, 0, 32, 33, 31, 35, 37, 38, 0, 81, 78, 76, 71, 70, 73, 89, 0",8.704,1249.14,17
50,1207.5723148263237,"0, 0, 29, 30, 28, 26, 23, 22, 21, 0, 67, 65, 63, 62, 74, 66, 69, 0, 43, 42, 41, 40, 44, 45, 48, 50, 52, 49, 47, 0, 20, 24, 25, 27, 34, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 10, 11, 0, 46, 51, 0, 32, 33, 37, 38, 39, 36, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 31, 35, 0, 72, 61, 64, 68, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 83, 82, 77, 79, 80, 0, 81, 78, 76, 71, 70, 73, 2, 0",9.366,1207.57,17
52,1207.181296978466,"0, 0, 90, 87, 86, 84, 85, 88, 89, 91, 69, 0, 20, 21, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 10, 11, 2, 0, 29, 30, 28, 26, 23, 22, 0, 44, 45, 48, 50, 52, 49, 47, 0, 67, 65, 63, 62, 74, 66, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 24, 25, 27, 34, 0, 43, 42, 41, 40, 72, 61, 64, 68, 0, 98, 96, 95, 94, 92, 93, 97, 100, 0, 46, 51, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 83, 82, 77, 79, 80, 0, 81, 78, 76, 71, 70, 73, 0",9.689,1207.18,17
57,1187.9803195014251,"0, 0, 67, 65, 63, 62, 74, 66, 69, 0, 20, 21, 0, 5, 3, 7, 8, 9, 6, 4, 2, 1, 75, 0, 24, 25, 27, 28, 26, 23, 22, 49, 47, 0, 43, 42, 41, 40, 44, 45, 48, 50, 52, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 10, 11, 91, 0, 85, 88, 89, 0, 90, 87, 86, 83, 82, 84, 97, 100, 99, 0, 72, 61, 64, 68, 0, 46, 51, 0, 29, 30, 39, 36, 34, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 95, 94, 92, 93, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 32, 33, 31, 35, 37, 38, 0",10.504,1187.98,17
61,1082.9890440618083,"0, 0, 24, 25, 27, 28, 26, 23, 22, 21, 0, 20, 29, 30, 39, 36, 34, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 67, 65, 63, 62, 74, 66, 69, 0, 84, 85, 88, 89, 91, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 10, 11, 2, 0, 90, 87, 86, 83, 82, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 46, 0, 72, 61, 64, 68, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 32, 33, 31, 35, 37, 38, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0",11.166,1082.99,16
62,1045.619208376908,"0, 0, 20, 21, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 67, 65, 63, 62, 74, 66, 69, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 44, 45, 48, 50, 52, 49, 47, 0, 10, 11, 2, 0, 29, 30, 28, 26, 23, 22, 0, 24, 25, 27, 34, 0, 43, 42, 41, 40, 46, 51, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 90, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 72, 61, 64, 68, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0",11.325,1045.62,16
73,1043.9685925116426,"0, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 29, 30, 28, 26, 23, 22, 21, 0, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 20, 24, 25, 27, 34, 0, 43, 42, 41, 40, 44, 45, 48, 50, 52, 49, 47, 0, 90, 63, 62, 74, 66, 69, 0, 67, 65, 72, 61, 64, 68, 0, 10, 11, 2, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 46, 51, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0",13.076,1043.97,15
90,1042.974344493731,"0, 0, 67, 65, 63, 62, 74, 66, 69, 0, 20, 21, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 10, 11, 9, 6, 4, 1, 75, 0, 24, 25, 27, 28, 26, 23, 22, 0, 5, 3, 7, 8, 2, 0, 90, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 29, 30, 39, 36, 34, 0, 46, 0, 32, 33, 31, 35, 37, 38, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 72, 61, 64, 68, 0",15.73,1042.97,16
97,1042.2846446232095,"0, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 20, 21, 0, 29, 30, 28, 26, 23, 22, 0, 67, 65, 63, 62, 74, 66, 69, 0, 43, 42, 41, 40, 44, 45, 48, 50, 52, 49, 47, 0, 90, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 10, 11, 2, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 46, 51, 0, 24, 25, 27, 34, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 72, 61, 64, 68, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0",16.814,1042.28,16
