Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2520.5941368867375,"0, 0, 20, 21, 0, 24, 25, 27, 28, 26, 22, 0, 67, 65, 63, 62, 61, 64, 68, 69, 0, 23, 0, 5, 3, 7, 4, 0, 35, 36, 34, 50, 0, 75, 0, 43, 46, 0, 97, 0, 66, 0, 52, 49, 47, 0, 33, 0, 42, 44, 45, 48, 51, 0, 10, 11, 9, 0, 91, 0, 2, 1, 0, 8, 6, 99, 0, 40, 0, 89, 0, 93, 0, 41, 39, 0, 19, 15, 16, 14, 12, 0, 74, 72, 0, 29, 30, 0, 83, 82, 84, 85, 88, 0, 31, 38, 0, 98, 96, 95, 94, 92, 100, 0, 90, 87, 86, 0, 32, 37, 0, 13, 17, 18, 60, 0, 57, 59, 0, 55, 54, 58, 0, 70, 73, 79, 0, 81, 78, 76, 77, 80, 0, 56, 0, 53, 0, 71, 0",0.404,2520.59,38
1,2073.0106734086794,"0, 0, 20, 21, 0, 27, 0, 66, 69, 0, 67, 65, 63, 62, 74, 72, 64, 0, 75, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 43, 42, 44, 45, 48, 51, 50, 52, 49, 47, 0, 5, 3, 7, 4, 1, 0, 9, 0, 24, 30, 28, 26, 23, 22, 0, 8, 6, 2, 0, 79, 0, 29, 0, 10, 11, 0, 25, 0, 90, 87, 86, 89, 91, 0, 38, 0, 83, 82, 84, 85, 88, 0, 41, 40, 46, 68, 0, 31, 0, 57, 59, 0, 37, 39, 36, 34, 0, 32, 33, 35, 0, 61, 0, 95, 94, 92, 93, 97, 99, 0, 55, 54, 56, 58, 60, 0, 100, 0, 98, 96, 71, 80, 0, 70, 73, 77, 0, 53, 0, 81, 78, 76, 0",0.621,2073.01,32
2,2067.426992251383,"0, 0, 5, 3, 7, 6, 4, 1, 75, 0, 61, 64, 68, 69, 0, 8, 9, 0, 66, 0, 29, 0, 20, 21, 0, 24, 22, 0, 23, 0, 67, 65, 63, 62, 74, 72, 0, 2, 0, 25, 27, 28, 26, 0, 41, 40, 46, 45, 48, 51, 50, 49, 47, 0, 10, 11, 0, 30, 0, 43, 42, 44, 52, 0, 83, 82, 0, 35, 37, 36, 34, 0, 89, 0, 90, 87, 86, 84, 85, 88, 91, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 95, 97, 0, 32, 33, 31, 38, 39, 59, 0, 99, 0, 55, 54, 58, 0, 56, 0, 53, 60, 0, 57, 71, 70, 73, 0, 81, 78, 76, 77, 79, 80, 0, 100, 0, 93, 0, 94, 92, 0",0.818,2067.43,32
5,2040.0316439054943,"0, 0, 20, 21, 0, 67, 65, 63, 74, 61, 64, 68, 66, 69, 0, 10, 11, 9, 4, 0, 23, 0, 25, 27, 28, 26, 0, 1, 0, 5, 3, 7, 6, 0, 49, 47, 0, 8, 2, 75, 0, 22, 0, 30, 0, 43, 42, 46, 45, 48, 51, 50, 52, 0, 29, 0, 95, 0, 57, 59, 0, 24, 34, 0, 13, 17, 18, 36, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 41, 40, 44, 0, 97, 0, 62, 72, 0, 83, 82, 99, 0, 32, 33, 35, 37, 38, 39, 0, 80, 0, 56, 58, 60, 0, 98, 96, 94, 92, 93, 100, 0, 55, 54, 53, 0, 31, 0, 19, 15, 16, 14, 12, 0, 70, 73, 79, 0, 81, 78, 76, 71, 77, 0",1.392,2040.03,32
6,1773.3138902127257,"0, 0, 23, 22, 21, 0, 29, 0, 66, 69, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 0, 75, 0, 20, 24, 25, 27, 30, 28, 26, 4, 1, 0, 3, 7, 6, 0, 5, 2, 0, 82, 0, 90, 87, 86, 85, 88, 89, 91, 0, 43, 42, 40, 46, 49, 47, 0, 10, 11, 0, 44, 45, 48, 51, 50, 52, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 84, 0, 8, 9, 36, 34, 0, 41, 92, 93, 0, 31, 37, 38, 39, 0, 12, 0, 96, 95, 94, 97, 100, 99, 0, 13, 17, 18, 19, 15, 16, 14, 0, 83, 0, 98, 73, 77, 79, 0, 32, 33, 35, 0, 81, 78, 76, 71, 70, 80, 0",1.581,1773.31,26
13,1540.7184394640901,"0, 0, 20, 22, 21, 0, 50, 52, 49, 47, 0, 43, 42, 48, 51, 0, 25, 27, 30, 28, 26, 23, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 10, 11, 9, 0, 24, 29, 6, 4, 1, 75, 0, 61, 64, 68, 66, 69, 0, 67, 65, 63, 74, 72, 0, 5, 3, 7, 8, 2, 0, 41, 40, 44, 45, 0, 62, 46, 34, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 55, 54, 53, 56, 58, 60, 59, 0, 32, 33, 35, 37, 38, 39, 36, 0, 31, 0, 83, 82, 0, 81, 78, 76, 71, 70, 79, 0, 77, 0, 57, 73, 80, 0",2.878,1540.72,22
22,1366.943603920219,"0, 0, 20, 21, 0, 83, 82, 84, 85, 88, 89, 91, 75, 0, 30, 28, 23, 22, 0, 44, 45, 48, 51, 50, 52, 49, 47, 0, 43, 42, 41, 40, 46, 68, 66, 69, 0, 67, 65, 63, 62, 74, 72, 61, 64, 0, 5, 3, 7, 8, 6, 4, 1, 0, 24, 25, 27, 26, 0, 10, 11, 9, 2, 0, 90, 87, 86, 100, 99, 0, 35, 37, 38, 39, 36, 34, 0, 57, 59, 0, 29, 0, 98, 96, 95, 94, 92, 93, 97, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 31, 58, 60, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 32, 33, 0, 55, 54, 53, 56, 0",4.466,1366.94,20
37,1354.0877752160818,"0, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 24, 25, 27, 26, 22, 21, 0, 67, 65, 63, 74, 0, 66, 69, 0, 10, 11, 9, 6, 4, 1, 75, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 5, 3, 7, 8, 2, 0, 20, 23, 0, 30, 28, 0, 29, 34, 0, 98, 96, 95, 94, 92, 93, 97, 100, 0, 83, 82, 72, 61, 64, 68, 0, 62, 46, 0, 35, 37, 38, 39, 36, 0, 33, 0, 32, 31, 60, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 57, 55, 54, 53, 56, 58, 59, 0",7.001,1354.09,20
38,1290.058714189295,"0, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 20, 21, 0, 29, 34, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 55, 54, 53, 56, 58, 60, 59, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 24, 25, 27, 26, 23, 22, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 10, 11, 2, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 30, 28, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 57, 46, 0, 83, 82, 0, 35, 37, 38, 39, 36, 0, 32, 33, 31, 73, 77, 79, 80, 0, 81, 78, 76, 71, 70, 0",7.171,1290.06,18
44,1283.5743278357902,"0, 0, 20, 21, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 25, 27, 30, 28, 26, 23, 22, 0, 24, 29, 34, 0, 44, 45, 48, 51, 50, 52, 49, 47, 0, 43, 42, 41, 40, 59, 0, 32, 33, 31, 37, 38, 39, 36, 0, 5, 3, 7, 4, 1, 75, 0, 8, 6, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 10, 11, 9, 2, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 55, 54, 53, 56, 58, 60, 0, 98, 96, 95, 94, 92, 93, 97, 100, 0, 57, 46, 0, 83, 82, 0, 35, 0",8.145,1283.57,19
