Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2413.026496047838,"0, 0, 67, 65, 63, 62, 66, 69, 0, 90, 89, 0, 75, 0, 5, 3, 4, 2, 1, 0, 70, 73, 77, 79, 80, 0, 26, 0, 48, 50, 0, 28, 22, 0, 21, 0, 68, 0, 20, 24, 25, 27, 30, 23, 0, 7, 6, 0, 96, 95, 97, 100, 0, 43, 42, 40, 44, 45, 0, 72, 61, 64, 0, 14, 12, 0, 10, 9, 0, 47, 0, 8, 11, 0, 74, 46, 49, 0, 41, 51, 52, 0, 34, 0, 29, 38, 39, 36, 0, 99, 0, 32, 33, 31, 35, 37, 0, 91, 0, 57, 59, 0, 13, 17, 18, 15, 0, 88, 0, 54, 53, 56, 58, 60, 0, 87, 86, 84, 85, 0, 98, 92, 93, 0, 94, 82, 0, 19, 16, 0, 83, 0, 55, 0, 81, 76, 0, 78, 71, 0",0.419,2413.03,39
1,2272.3848548182414,"0, 0, 67, 65, 63, 62, 69, 0, 29, 30, 28, 26, 23, 21, 0, 8, 9, 6, 4, 0, 40, 0, 10, 11, 0, 91, 0, 88, 89, 0, 20, 24, 27, 75, 0, 22, 0, 5, 3, 7, 49, 47, 0, 48, 0, 43, 41, 0, 90, 87, 86, 83, 82, 84, 85, 2, 1, 0, 71, 0, 25, 52, 0, 46, 45, 0, 74, 72, 61, 64, 68, 66, 0, 51, 50, 0, 13, 17, 18, 15, 16, 14, 12, 0, 59, 0, 42, 44, 0, 34, 0, 94, 93, 0, 98, 96, 95, 97, 100, 99, 0, 54, 53, 56, 58, 60, 0, 78, 76, 73, 77, 79, 80, 0, 32, 37, 38, 39, 36, 0, 55, 0, 31, 35, 0, 57, 0, 19, 0, 33, 92, 0, 81, 70, 0",0.625,2272.38,34
2,2169.198653076841,"0, 0, 20, 22, 21, 0, 28, 26, 23, 0, 31, 35, 38, 39, 36, 34, 0, 27, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 29, 30, 0, 47, 0, 5, 3, 7, 6, 4, 1, 0, 83, 84, 85, 88, 89, 91, 0, 32, 33, 37, 58, 60, 0, 81, 80, 0, 25, 0, 10, 11, 9, 0, 96, 95, 97, 100, 99, 0, 59, 0, 43, 42, 40, 0, 46, 45, 48, 50, 52, 49, 0, 75, 0, 92, 93, 0, 8, 12, 0, 24, 41, 51, 0, 66, 0, 98, 94, 2, 0, 90, 87, 86, 82, 79, 0, 78, 76, 77, 0, 13, 17, 18, 19, 15, 14, 0, 44, 0, 57, 55, 54, 53, 56, 0, 73, 0, 71, 70, 0, 16, 0",0.837,2169.2,32
4,2035.2671895032172,"0, 0, 20, 21, 0, 43, 42, 40, 44, 45, 48, 50, 49, 47, 0, 86, 0, 10, 11, 9, 6, 4, 0, 67, 65, 63, 62, 74, 69, 0, 22, 0, 25, 28, 26, 23, 0, 75, 0, 66, 0, 72, 61, 64, 68, 0, 83, 84, 85, 88, 89, 0, 24, 27, 29, 30, 0, 5, 3, 7, 8, 2, 1, 0, 46, 51, 52, 0, 33, 31, 35, 37, 38, 39, 36, 34, 0, 59, 0, 41, 0, 90, 87, 91, 0, 13, 17, 18, 19, 16, 14, 12, 0, 78, 76, 77, 79, 80, 0, 99, 0, 54, 53, 58, 0, 98, 96, 95, 94, 92, 93, 97, 100, 0, 55, 0, 32, 73, 0, 57, 56, 60, 0, 82, 0, 71, 70, 0, 81, 15, 0",1.216,2035.27,30
6,1912.760695781197,"0, 0, 98, 97, 100, 0, 20, 21, 0, 7, 0, 74, 72, 61, 64, 0, 90, 83, 82, 84, 85, 88, 89, 91, 0, 35, 38, 0, 1, 0, 4, 0, 28, 26, 23, 0, 22, 0, 67, 65, 63, 62, 66, 69, 0, 75, 0, 24, 25, 27, 29, 30, 34, 0, 45, 48, 51, 50, 52, 49, 47, 0, 8, 9, 6, 0, 43, 42, 40, 44, 46, 0, 5, 3, 2, 0, 10, 11, 0, 41, 68, 0, 87, 86, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 79, 0, 94, 93, 0, 32, 33, 36, 0, 81, 78, 76, 71, 70, 73, 77, 80, 0, 59, 0, 60, 0, 57, 55, 54, 53, 56, 58, 0, 31, 37, 39, 0, 96, 95, 92, 0",1.591,1912.76,31
9,1827.2254402095673,"0, 0, 20, 21, 0, 22, 0, 47, 0, 90, 87, 86, 85, 88, 89, 91, 0, 67, 65, 63, 66, 69, 0, 29, 30, 28, 26, 23, 0, 72, 61, 64, 68, 0, 24, 25, 27, 34, 0, 10, 11, 9, 6, 4, 0, 43, 42, 44, 45, 48, 50, 52, 49, 0, 74, 0, 5, 3, 7, 8, 2, 1, 75, 0, 41, 40, 46, 51, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 97, 100, 99, 0, 81, 78, 76, 79, 0, 83, 82, 84, 0, 62, 15, 16, 14, 12, 0, 13, 17, 18, 19, 73, 77, 80, 0, 96, 95, 94, 92, 93, 0, 98, 59, 0, 57, 55, 54, 53, 56, 58, 60, 0, 70, 0, 71, 0",2.144,1827.23,25
11,1776.5351185038676,"0, 0, 67, 65, 63, 66, 69, 0, 30, 28, 26, 0, 24, 29, 22, 21, 0, 86, 83, 84, 85, 88, 89, 91, 0, 20, 25, 27, 23, 0, 5, 3, 7, 8, 10, 11, 9, 6, 4, 1, 0, 68, 0, 74, 72, 61, 64, 0, 2, 75, 47, 0, 45, 48, 50, 52, 49, 0, 43, 42, 41, 40, 44, 46, 51, 0, 90, 87, 53, 56, 58, 60, 0, 62, 0, 35, 38, 39, 36, 34, 0, 57, 55, 54, 59, 0, 13, 17, 18, 12, 0, 31, 0, 79, 0, 98, 99, 0, 81, 78, 76, 71, 70, 73, 77, 80, 0, 32, 33, 37, 16, 14, 0, 96, 95, 92, 93, 97, 100, 0, 94, 82, 0, 19, 15, 0",2.508,1776.54,25
18,1634.3263577574437,"0, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 20, 21, 0, 6, 4, 0, 22, 0, 5, 3, 7, 8, 9, 0, 84, 85, 88, 89, 91, 75, 0, 41, 40, 44, 45, 48, 50, 52, 47, 0, 24, 25, 27, 26, 0, 10, 11, 2, 1, 0, 60, 0, 43, 42, 46, 51, 49, 0, 90, 87, 86, 83, 82, 77, 79, 80, 0, 66, 0, 28, 0, 59, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 23, 0, 98, 96, 95, 92, 93, 0, 13, 17, 18, 19, 15, 14, 12, 0, 94, 97, 100, 99, 0, 30, 0, 29, 16, 0, 81, 78, 76, 71, 70, 73, 0, 54, 53, 56, 58, 0, 57, 55, 0",3.776,1634.33,26
20,1607.4192018953574,"0, 0, 23, 21, 0, 41, 40, 44, 46, 50, 52, 49, 47, 0, 10, 11, 9, 6, 4, 1, 0, 3, 7, 8, 0, 28, 26, 0, 43, 42, 45, 48, 51, 0, 20, 22, 0, 66, 69, 0, 87, 86, 88, 89, 91, 0, 24, 25, 27, 29, 30, 34, 0, 67, 65, 63, 74, 72, 61, 64, 68, 0, 5, 2, 75, 0, 62, 0, 17, 18, 15, 16, 14, 12, 0, 13, 19, 92, 93, 0, 94, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 90, 83, 82, 84, 85, 0, 98, 97, 100, 99, 0, 31, 35, 38, 0, 32, 33, 37, 39, 36, 0, 96, 95, 70, 73, 77, 79, 80, 0, 81, 78, 76, 71, 0",4.133,1607.42,24
22,1590.2579409162736,"0, 0, 25, 27, 29, 30, 28, 26, 23, 21, 0, 46, 45, 48, 51, 52, 49, 47, 0, 20, 22, 0, 2, 1, 75, 0, 67, 65, 63, 62, 66, 69, 0, 24, 10, 11, 9, 6, 4, 0, 5, 7, 8, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 42, 41, 40, 44, 50, 0, 43, 68, 0, 3, 0, 96, 95, 94, 93, 97, 100, 99, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 31, 35, 37, 38, 39, 36, 34, 0, 54, 56, 58, 60, 59, 0, 72, 61, 64, 0, 32, 33, 15, 16, 14, 12, 0, 17, 18, 19, 0, 74, 0, 13, 83, 82, 0, 98, 92, 0, 55, 0, 57, 53, 0",4.493,1590.26,24
