Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2378.642856023837,"0, 0, 42, 44, 45, 48, 52, 49, 47, 0, 20, 21, 0, 22, 0, 67, 65, 63, 62, 66, 69, 0, 59, 0, 27, 30, 0, 5, 3, 7, 2, 1, 75, 0, 99, 0, 90, 89, 91, 0, 25, 26, 23, 0, 68, 0, 24, 11, 9, 0, 50, 0, 43, 51, 0, 96, 95, 94, 92, 93, 97, 100, 0, 37, 38, 39, 36, 34, 0, 46, 0, 10, 4, 0, 8, 6, 0, 28, 0, 86, 0, 40, 0, 41, 35, 0, 87, 88, 0, 57, 55, 53, 56, 58, 60, 0, 74, 61, 64, 0, 72, 80, 0, 15, 16, 14, 12, 0, 98, 85, 0, 33, 31, 0, 83, 82, 84, 0, 29, 0, 13, 17, 18, 19, 0, 54, 0, 77, 79, 0, 32, 0, 78, 76, 71, 70, 73, 0, 81, 0",0.285,2378.64,39
1,2027.1397324642273,"0, 0, 72, 61, 64, 68, 69, 0, 23, 22, 21, 0, 75, 0, 1, 0, 20, 25, 0, 67, 65, 63, 62, 74, 66, 0, 27, 30, 28, 26, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 46, 51, 52, 49, 47, 0, 11, 4, 0, 37, 38, 39, 36, 34, 0, 43, 42, 40, 0, 44, 45, 48, 50, 0, 10, 84, 85, 88, 89, 91, 0, 5, 3, 7, 2, 0, 90, 86, 0, 24, 29, 0, 8, 9, 6, 99, 0, 41, 35, 0, 87, 83, 82, 0, 57, 55, 59, 0, 77, 79, 0, 31, 0, 96, 95, 94, 93, 0, 54, 56, 58, 60, 0, 98, 97, 100, 0, 32, 33, 53, 70, 73, 0, 81, 78, 76, 71, 80, 0, 92, 0",0.391,2027.14,30
5,2003.9132985738058,"0, 0, 10, 11, 9, 2, 1, 75, 0, 20, 22, 21, 0, 90, 86, 0, 42, 46, 49, 47, 0, 40, 0, 4, 0, 67, 65, 63, 69, 0, 23, 0, 3, 8, 6, 0, 88, 89, 0, 24, 25, 27, 26, 0, 41, 0, 5, 7, 97, 100, 99, 0, 43, 50, 0, 74, 61, 64, 68, 66, 0, 28, 0, 29, 36, 34, 0, 19, 15, 14, 0, 44, 45, 48, 51, 52, 0, 87, 83, 82, 84, 85, 91, 0, 35, 0, 96, 95, 94, 93, 0, 54, 56, 58, 60, 0, 72, 0, 62, 0, 30, 0, 13, 17, 18, 16, 12, 0, 57, 55, 59, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 98, 92, 0, 53, 37, 0, 32, 33, 31, 38, 39, 0",0.74,2003.91,33
6,1978.811241598525,"0, 0, 20, 22, 21, 75, 0, 38, 0, 67, 65, 63, 62, 74, 61, 64, 68, 69, 0, 28, 26, 23, 0, 24, 25, 27, 30, 0, 29, 36, 34, 0, 42, 40, 0, 10, 0, 4, 0, 5, 3, 7, 6, 0, 41, 45, 49, 47, 0, 8, 9, 0, 94, 93, 97, 100, 99, 0, 43, 46, 50, 0, 84, 85, 88, 89, 91, 0, 44, 51, 52, 0, 59, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 87, 86, 83, 82, 0, 32, 33, 31, 35, 37, 39, 0, 11, 1, 0, 90, 96, 95, 92, 0, 57, 55, 60, 0, 72, 66, 0, 78, 76, 71, 70, 73, 77, 79, 80, 0, 2, 0, 48, 0, 54, 58, 0, 81, 53, 56, 0, 98, 0",0.825,1978.81,31
9,1953.8830423127959,"0, 0, 20, 37, 38, 39, 36, 34, 0, 5, 3, 7, 49, 47, 0, 74, 0, 67, 65, 63, 62, 66, 69, 0, 48, 52, 0, 1, 75, 0, 68, 0, 2, 0, 21, 0, 46, 45, 0, 22, 0, 27, 0, 28, 26, 23, 0, 90, 89, 91, 0, 8, 9, 6, 4, 0, 29, 0, 43, 42, 40, 0, 41, 44, 51, 50, 0, 24, 25, 30, 0, 87, 86, 83, 82, 84, 85, 88, 0, 94, 93, 0, 10, 11, 14, 12, 0, 32, 33, 31, 35, 59, 0, 72, 61, 64, 0, 13, 17, 18, 19, 15, 16, 99, 0, 98, 96, 95, 97, 100, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 58, 60, 0, 57, 55, 56, 0, 54, 53, 0, 92, 0",1.08,1953.88,32
11,1888.042016191756,"0, 0, 20, 21, 0, 6, 4, 0, 63, 0, 43, 42, 40, 0, 67, 65, 62, 66, 69, 0, 22, 47, 0, 44, 45, 48, 50, 52, 49, 0, 23, 0, 24, 25, 27, 26, 0, 11, 9, 0, 28, 0, 5, 3, 7, 8, 1, 0, 31, 35, 38, 39, 34, 0, 74, 72, 61, 64, 68, 0, 30, 0, 41, 46, 51, 0, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 75, 0, 55, 0, 10, 2, 0, 29, 0, 90, 96, 95, 94, 93, 0, 56, 58, 60, 59, 0, 13, 17, 18, 19, 15, 14, 12, 0, 37, 36, 0, 57, 54, 53, 0, 32, 33, 97, 100, 99, 0, 92, 0, 98, 16, 0",1.249,1888.04,30
15,1876.8340402405704,"0, 0, 20, 21, 0, 24, 28, 26, 23, 22, 49, 47, 0, 5, 7, 8, 9, 6, 4, 1, 75, 0, 30, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 43, 41, 40, 44, 45, 48, 50, 52, 0, 66, 0, 31, 35, 37, 36, 34, 0, 25, 27, 29, 0, 10, 11, 0, 90, 86, 0, 84, 85, 88, 89, 91, 0, 51, 0, 3, 2, 0, 42, 46, 59, 0, 14, 0, 87, 83, 82, 100, 99, 0, 56, 58, 60, 0, 32, 33, 38, 39, 0, 13, 17, 18, 19, 15, 16, 12, 0, 55, 53, 0, 98, 92, 93, 97, 0, 70, 73, 77, 79, 0, 96, 95, 94, 0, 57, 54, 80, 0, 81, 78, 76, 71, 0",1.585,1876.83,27
18,1762.7442624082944,"0, 0, 20, 21, 0, 67, 65, 63, 62, 66, 69, 0, 6, 4, 2, 1, 75, 0, 27, 30, 28, 26, 23, 0, 22, 0, 25, 0, 24, 61, 64, 68, 0, 5, 3, 7, 8, 9, 0, 47, 0, 43, 41, 40, 44, 45, 48, 50, 52, 49, 0, 39, 36, 34, 0, 11, 0, 90, 89, 91, 0, 38, 0, 84, 85, 88, 0, 32, 33, 31, 35, 37, 0, 10, 59, 0, 42, 46, 51, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 29, 72, 0, 74, 0, 55, 0, 87, 86, 83, 82, 0, 77, 79, 80, 0, 57, 54, 53, 56, 58, 60, 0, 81, 78, 76, 71, 70, 73, 0",1.833,1762.74,28
19,1755.888837409185,"0, 0, 66, 69, 0, 20, 21, 0, 22, 0, 30, 28, 26, 23, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 43, 41, 48, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 0, 5, 3, 7, 8, 6, 4, 1, 75, 0, 24, 25, 27, 29, 50, 52, 49, 47, 0, 10, 11, 9, 2, 0, 42, 40, 44, 45, 0, 31, 35, 37, 38, 39, 36, 34, 0, 90, 89, 91, 0, 96, 95, 94, 93, 0, 99, 0, 78, 76, 71, 70, 73, 77, 79, 80, 0, 92, 97, 100, 0, 51, 0, 46, 0, 86, 0, 88, 0, 87, 82, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 33, 0, 81, 84, 85, 0, 98, 83, 0, 32, 0",1.916,1755.89,28
20,1722.5835462711925,"0, 0, 20, 21, 0, 28, 26, 23, 22, 0, 51, 50, 52, 49, 47, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 24, 25, 27, 29, 30, 34, 0, 39, 36, 0, 10, 11, 9, 6, 4, 2, 1, 75, 0, 3, 0, 92, 93, 0, 5, 7, 8, 45, 48, 0, 41, 40, 44, 46, 0, 87, 86, 83, 85, 88, 89, 91, 0, 43, 42, 53, 56, 58, 60, 59, 0, 90, 95, 97, 100, 99, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 94, 84, 0, 32, 33, 37, 38, 0, 54, 0, 35, 0, 31, 0, 55, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 57, 82, 0",1.996,1722.58,24
21,1624.0382765280378,"0, 0, 28, 26, 23, 22, 21, 0, 20, 25, 27, 29, 30, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 75, 0, 6, 4, 1, 0, 66, 69, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 0, 24, 11, 9, 2, 0, 5, 3, 7, 8, 10, 47, 0, 90, 89, 0, 48, 50, 52, 49, 0, 43, 44, 46, 45, 51, 0, 32, 33, 39, 36, 34, 0, 41, 40, 0, 42, 0, 87, 86, 84, 85, 88, 91, 0, 58, 60, 59, 0, 31, 35, 37, 38, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 96, 95, 94, 93, 0, 83, 82, 100, 99, 0, 98, 92, 97, 0, 55, 54, 53, 56, 0, 57, 0",2.078,1624.04,24
31,1573.3949719116822,"0, 0, 48, 50, 0, 20, 22, 21, 0, 51, 52, 49, 47, 0, 10, 11, 9, 6, 4, 1, 75, 0, 25, 27, 29, 30, 28, 26, 23, 0, 67, 65, 63, 74, 72, 69, 0, 5, 3, 7, 8, 2, 0, 99, 0, 88, 89, 91, 0, 43, 42, 41, 40, 44, 45, 0, 87, 86, 83, 82, 84, 85, 0, 33, 0, 24, 37, 38, 39, 34, 0, 32, 31, 35, 46, 61, 64, 68, 66, 0, 70, 73, 77, 79, 80, 0, 98, 94, 93, 97, 0, 90, 96, 95, 92, 100, 0, 62, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 81, 78, 76, 71, 36, 0",2.896,1573.39,22
