Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2510.927597539259,"0, 0, 43, 42, 41, 40, 44, 46, 48, 50, 52, 49, 47, 0, 34, 0, 62, 64, 68, 66, 69, 0, 63, 0, 4, 0, 11, 9, 6, 0, 8, 0, 54, 59, 0, 21, 0, 22, 0, 20, 23, 0, 67, 65, 72, 61, 0, 74, 0, 89, 0, 24, 29, 0, 30, 26, 0, 5, 3, 7, 1, 75, 0, 25, 27, 28, 0, 31, 0, 39, 36, 0, 10, 79, 80, 0, 88, 91, 0, 90, 84, 85, 0, 87, 86, 83, 82, 0, 96, 95, 93, 0, 2, 0, 45, 51, 0, 13, 17, 18, 19, 15, 14, 12, 0, 53, 56, 58, 60, 0, 98, 99, 0, 32, 33, 35, 38, 0, 97, 0, 16, 100, 0, 57, 55, 77, 0, 37, 0, 94, 92, 0, 81, 78, 76, 70, 73, 0, 71, 0",0.279,2510.93,39
1,2299.876367682051,"0, 0, 20, 21, 0, 22, 0, 67, 65, 63, 48, 50, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 24, 25, 27, 26, 0, 2, 1, 75, 0, 47, 0, 5, 3, 7, 4, 0, 23, 0, 40, 0, 43, 42, 41, 44, 46, 51, 49, 0, 90, 87, 86, 89, 0, 10, 11, 28, 0, 68, 0, 62, 66, 69, 0, 64, 0, 6, 0, 8, 9, 99, 0, 74, 72, 61, 0, 30, 0, 88, 0, 29, 36, 0, 34, 0, 54, 56, 58, 60, 59, 0, 52, 0, 37, 38, 39, 0, 45, 0, 82, 0, 91, 0, 57, 55, 53, 0, 92, 93, 97, 100, 0, 16, 14, 12, 0, 13, 17, 18, 19, 15, 85, 0, 31, 35, 0, 98, 96, 95, 94, 84, 0, 33, 0, 32, 83, 0",0.38,2299.88,38
3,1924.2194018464218,"0, 0, 20, 21, 0, 40, 0, 22, 0, 67, 65, 63, 62, 74, 68, 0, 10, 11, 6, 4, 0, 24, 25, 27, 28, 26, 23, 0, 51, 52, 49, 47, 0, 95, 0, 30, 0, 7, 0, 5, 3, 8, 9, 2, 1, 75, 0, 43, 46, 45, 0, 32, 33, 35, 37, 38, 39, 36, 34, 0, 90, 87, 86, 88, 89, 91, 0, 54, 53, 56, 58, 60, 59, 0, 29, 66, 69, 0, 64, 0, 98, 96, 94, 92, 93, 97, 100, 99, 0, 84, 85, 0, 41, 44, 0, 57, 55, 77, 79, 80, 0, 72, 61, 50, 0, 14, 0, 16, 12, 0, 42, 48, 0, 13, 17, 18, 19, 15, 0, 81, 78, 76, 71, 70, 73, 0, 31, 82, 0, 83, 0",0.581,1924.22,30
8,1769.8811238087571,"0, 0, 20, 21, 0, 22, 0, 98, 96, 95, 97, 99, 0, 10, 11, 9, 6, 4, 2, 1, 75, 0, 47, 0, 67, 65, 63, 74, 0, 24, 25, 27, 28, 26, 23, 69, 0, 41, 40, 44, 45, 48, 50, 52, 49, 0, 89, 0, 84, 85, 88, 91, 0, 72, 61, 64, 68, 66, 0, 3, 0, 5, 7, 8, 15, 14, 0, 62, 0, 43, 42, 46, 51, 0, 13, 17, 18, 19, 16, 12, 0, 90, 87, 86, 83, 82, 93, 0, 29, 30, 34, 0, 59, 0, 32, 33, 35, 37, 38, 39, 36, 0, 31, 53, 56, 58, 60, 0, 54, 0, 57, 55, 77, 79, 80, 0, 81, 78, 76, 71, 70, 73, 0, 94, 92, 100, 0",1.032,1769.88,26
10,1713.7071234189316,"0, 0, 42, 41, 40, 44, 45, 48, 50, 52, 49, 47, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 64, 68, 66, 69, 0, 67, 65, 63, 62, 74, 72, 61, 75, 0, 27, 29, 30, 28, 26, 23, 22, 21, 0, 20, 24, 25, 89, 91, 0, 4, 0, 1, 0, 98, 96, 94, 0, 13, 17, 18, 19, 14, 12, 0, 7, 2, 0, 5, 3, 6, 0, 10, 11, 9, 0, 84, 85, 88, 0, 8, 15, 16, 100, 99, 0, 43, 46, 51, 0, 95, 93, 0, 90, 87, 86, 83, 82, 0, 54, 53, 56, 58, 60, 59, 0, 57, 55, 77, 79, 80, 0, 81, 78, 76, 71, 70, 73, 0, 97, 0, 92, 0",1.208,1713.71,24
16,1652.0718808590475,"0, 0, 52, 49, 47, 0, 4, 75, 0, 3, 7, 8, 9, 6, 2, 1, 0, 20, 21, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 22, 0, 90, 87, 86, 89, 91, 0, 31, 35, 37, 38, 36, 34, 0, 25, 27, 28, 26, 23, 0, 41, 40, 44, 46, 45, 48, 50, 0, 43, 42, 51, 0, 10, 11, 0, 5, 30, 0, 24, 29, 16, 14, 12, 0, 13, 17, 18, 19, 15, 0, 83, 82, 84, 85, 88, 0, 32, 33, 39, 0, 97, 100, 99, 0, 98, 96, 95, 94, 92, 93, 0, 58, 60, 0, 55, 0, 57, 59, 0, 54, 53, 56, 80, 0, 81, 78, 76, 71, 70, 73, 77, 79, 0",1.726,1652.07,25
20,1586.0552492783474,"0, 0, 20, 21, 0, 74, 72, 61, 64, 68, 66, 69, 0, 42, 41, 40, 44, 45, 48, 51, 50, 52, 47, 0, 67, 65, 63, 62, 91, 0, 43, 46, 49, 0, 10, 11, 9, 6, 4, 0, 22, 0, 7, 8, 0, 23, 0, 5, 3, 75, 0, 24, 25, 27, 28, 26, 0, 1, 0, 55, 59, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 90, 87, 86, 89, 0, 29, 30, 0, 96, 95, 94, 92, 93, 97, 100, 99, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 37, 38, 39, 36, 34, 0, 2, 0, 98, 84, 85, 88, 0, 83, 82, 0, 31, 0, 57, 54, 53, 56, 58, 60, 0, 32, 35, 0, 33, 0",2.069,1586.06,27
30,1563.1980849894276,"0, 0, 20, 21, 0, 25, 27, 28, 26, 23, 22, 0, 43, 42, 41, 40, 44, 45, 48, 50, 52, 49, 47, 0, 67, 65, 62, 74, 72, 68, 0, 24, 29, 30, 34, 0, 88, 89, 91, 0, 5, 3, 7, 8, 6, 4, 1, 75, 0, 90, 87, 86, 85, 0, 46, 51, 0, 31, 35, 37, 38, 39, 36, 0, 13, 17, 18, 15, 16, 14, 12, 0, 32, 33, 69, 0, 63, 66, 0, 56, 58, 60, 0, 83, 82, 84, 61, 64, 0, 54, 53, 0, 57, 55, 59, 0, 10, 11, 9, 2, 0, 96, 95, 94, 92, 93, 97, 99, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 98, 100, 0, 19, 0",2.907,1563.2,23
34,1529.5549841377785,"0, 0, 25, 27, 28, 26, 23, 22, 21, 0, 20, 24, 29, 30, 34, 0, 4, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 67, 65, 63, 62, 66, 69, 0, 96, 95, 94, 92, 93, 97, 100, 99, 0, 5, 3, 7, 8, 6, 0, 10, 11, 9, 2, 1, 75, 0, 90, 87, 86, 84, 85, 88, 91, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 64, 68, 0, 59, 0, 74, 72, 61, 89, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 57, 55, 54, 53, 56, 58, 60, 0, 76, 0, 46, 0, 98, 82, 0, 71, 70, 73, 77, 79, 80, 0, 83, 0, 81, 78, 0",3.243,1529.55,22
35,1439.6396258837485,"0, 0, 43, 42, 41, 40, 44, 46, 45, 48, 51, 50, 52, 49, 47, 0, 26, 23, 21, 0, 20, 24, 25, 27, 28, 0, 67, 65, 63, 66, 69, 0, 10, 11, 9, 6, 4, 1, 0, 2, 0, 5, 3, 7, 8, 75, 0, 22, 0, 64, 68, 0, 83, 82, 84, 85, 88, 89, 91, 0, 37, 38, 36, 34, 0, 57, 55, 54, 53, 56, 58, 60, 0, 29, 30, 0, 90, 87, 86, 92, 93, 97, 100, 99, 0, 74, 72, 61, 0, 32, 33, 35, 39, 0, 62, 0, 96, 95, 94, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 31, 59, 0",3.326,1439.64,22
