Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2343.837923972263,"0, 0, 68, 66, 69, 0, 7, 9, 0, 20, 22, 21, 0, 26, 0, 67, 65, 63, 77, 79, 80, 0, 23, 0, 24, 25, 27, 28, 0, 29, 30, 1, 0, 8, 6, 4, 0, 5, 3, 75, 0, 43, 40, 0, 61, 64, 0, 32, 33, 34, 0, 10, 11, 0, 96, 95, 93, 0, 90, 88, 89, 0, 41, 0, 47, 0, 62, 74, 72, 0, 44, 48, 50, 52, 0, 49, 0, 83, 82, 84, 85, 0, 87, 86, 91, 0, 46, 45, 0, 31, 35, 37, 38, 39, 36, 0, 2, 0, 94, 92, 97, 99, 0, 42, 51, 0, 17, 18, 19, 15, 14, 0, 13, 16, 12, 0, 59, 0, 98, 100, 0, 81, 78, 76, 71, 70, 73, 0, 60, 0, 56, 58, 0, 57, 54, 0, 53, 0, 55, 0",0.433,2343.84,39
1,2207.5082713715183,"0, 0, 25, 27, 28, 26, 0, 69, 0, 67, 65, 63, 62, 61, 64, 68, 66, 0, 20, 21, 0, 23, 22, 0, 35, 0, 24, 29, 30, 0, 47, 0, 6, 4, 0, 90, 87, 86, 84, 85, 88, 89, 91, 0, 7, 11, 0, 3, 8, 9, 0, 44, 45, 0, 43, 42, 41, 40, 48, 50, 52, 49, 0, 2, 1, 75, 0, 81, 78, 76, 77, 79, 80, 0, 17, 18, 15, 14, 0, 51, 0, 96, 95, 94, 92, 93, 97, 100, 99, 0, 32, 33, 31, 34, 0, 5, 46, 59, 0, 10, 16, 12, 0, 56, 58, 0, 55, 0, 83, 82, 0, 98, 72, 0, 71, 70, 73, 0, 38, 0, 74, 0, 53, 60, 0, 13, 19, 36, 0, 57, 54, 37, 39, 0",0.658,2207.51,33
2,1945.8058640992972,"0, 0, 65, 0, 4, 1, 75, 0, 20, 21, 0, 28, 26, 0, 67, 61, 0, 24, 29, 30, 34, 0, 98, 96, 95, 94, 93, 97, 100, 99, 2, 0, 23, 22, 0, 5, 3, 9, 0, 62, 74, 84, 85, 88, 89, 91, 0, 66, 69, 0, 17, 18, 15, 14, 0, 45, 48, 51, 50, 52, 47, 0, 90, 87, 86, 83, 82, 6, 0, 11, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 7, 8, 10, 0, 13, 25, 27, 49, 0, 43, 41, 40, 46, 0, 42, 44, 72, 64, 68, 0, 63, 36, 0, 19, 12, 0, 33, 0, 31, 35, 37, 38, 39, 0, 76, 71, 70, 73, 77, 79, 80, 0, 81, 78, 16, 0, 32, 92, 0",0.857,1945.81,28
6,1896.0128862258168,"0, 0, 67, 65, 66, 69, 0, 23, 22, 0, 7, 8, 6, 4, 1, 75, 0, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 63, 62, 74, 72, 61, 64, 68, 0, 20, 21, 0, 24, 25, 27, 26, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 5, 3, 2, 0, 46, 0, 28, 0, 43, 42, 34, 0, 33, 0, 89, 91, 0, 10, 11, 9, 99, 0, 29, 30, 36, 0, 94, 93, 97, 100, 0, 87, 86, 83, 84, 85, 88, 0, 90, 78, 76, 77, 79, 80, 0, 35, 37, 38, 39, 0, 32, 31, 59, 0, 54, 58, 60, 0, 98, 96, 95, 92, 0, 57, 55, 53, 56, 0, 71, 70, 73, 0, 82, 0, 81, 0",1.639,1896.01,28
8,1842.249064985848,"0, 0, 46, 45, 48, 51, 50, 52, 49, 47, 0, 20, 21, 0, 7, 8, 6, 4, 1, 75, 0, 66, 69, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 0, 90, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 5, 3, 2, 0, 41, 40, 44, 0, 24, 25, 27, 28, 26, 22, 0, 23, 0, 43, 42, 31, 35, 37, 38, 39, 36, 34, 0, 10, 11, 9, 99, 0, 29, 30, 0, 32, 33, 15, 16, 14, 12, 0, 13, 17, 18, 19, 100, 0, 60, 0, 55, 54, 53, 56, 58, 59, 0, 98, 96, 95, 94, 93, 0, 57, 73, 77, 79, 80, 0, 97, 0, 76, 0, 92, 0, 81, 78, 70, 0, 71, 0",2.013,1842.25,25
9,1656.935495345874,"0, 0, 83, 82, 84, 85, 88, 89, 91, 0, 20, 21, 0, 23, 22, 52, 49, 47, 0, 10, 11, 9, 6, 4, 75, 0, 67, 65, 63, 62, 74, 69, 0, 51, 50, 0, 24, 25, 27, 29, 30, 28, 26, 0, 5, 3, 7, 8, 2, 1, 0, 43, 42, 44, 45, 48, 0, 90, 87, 86, 0, 60, 0, 72, 61, 64, 68, 66, 0, 98, 99, 0, 41, 40, 46, 59, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 32, 33, 34, 0, 31, 35, 37, 38, 39, 36, 0, 54, 53, 56, 58, 0, 57, 55, 80, 0, 97, 100, 0, 92, 93, 0, 96, 95, 94, 0, 81, 78, 76, 71, 70, 73, 77, 79, 0",2.201,1656.94,24
12,1637.1167444026214,"0, 0, 5, 3, 75, 0, 24, 25, 27, 26, 0, 20, 21, 0, 17, 18, 19, 16, 14, 12, 0, 85, 88, 89, 91, 0, 46, 47, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 66, 69, 0, 23, 22, 0, 10, 11, 9, 6, 4, 1, 0, 43, 41, 40, 44, 45, 48, 51, 50, 52, 49, 0, 94, 93, 97, 100, 99, 0, 90, 86, 0, 13, 15, 0, 7, 8, 2, 0, 55, 54, 53, 56, 58, 60, 59, 0, 83, 82, 84, 0, 28, 0, 42, 31, 35, 37, 38, 39, 36, 34, 0, 98, 96, 95, 92, 80, 0, 81, 78, 76, 71, 70, 73, 77, 79, 0, 29, 30, 0, 33, 0, 87, 0, 57, 0, 32, 0",2.747,1637.12,26
14,1636.2672435192683,"0, 0, 20, 21, 0, 67, 65, 63, 66, 69, 0, 30, 28, 26, 23, 22, 0, 24, 25, 27, 29, 39, 36, 34, 0, 5, 3, 7, 8, 6, 4, 1, 75, 0, 13, 15, 0, 43, 42, 44, 45, 48, 51, 50, 52, 49, 47, 0, 10, 11, 9, 2, 0, 82, 84, 85, 88, 89, 91, 0, 31, 35, 37, 38, 0, 62, 74, 61, 64, 68, 0, 90, 87, 86, 83, 77, 79, 80, 0, 72, 59, 0, 41, 40, 46, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 57, 55, 54, 53, 56, 58, 60, 0, 32, 33, 73, 0, 76, 0, 19, 16, 14, 12, 0, 17, 18, 0, 81, 78, 71, 70, 0",3.111,1636.27,22
19,1626.8129613443512,"0, 0, 24, 27, 26, 23, 22, 21, 0, 20, 25, 28, 0, 57, 55, 54, 59, 0, 67, 65, 63, 62, 74, 72, 69, 0, 5, 3, 7, 8, 6, 4, 1, 75, 0, 43, 42, 46, 47, 0, 10, 11, 9, 2, 0, 44, 45, 48, 51, 50, 52, 49, 0, 41, 40, 66, 0, 13, 15, 16, 14, 12, 0, 31, 35, 37, 38, 39, 36, 34, 0, 30, 0, 32, 33, 77, 79, 80, 0, 61, 64, 68, 0, 90, 87, 86, 85, 88, 89, 91, 0, 29, 60, 0, 17, 18, 19, 0, 93, 0, 98, 96, 95, 94, 92, 97, 100, 99, 0, 83, 82, 84, 0, 81, 78, 76, 71, 70, 73, 0, 53, 56, 58, 0",4.009,1626.81,23
21,1512.144702787352,"0, 0, 10, 11, 9, 6, 4, 1, 75, 0, 20, 21, 0, 65, 0, 13, 17, 18, 19, 15, 16, 14, 12, 47, 0, 91, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 67, 63, 66, 69, 0, 41, 40, 44, 45, 48, 51, 50, 52, 49, 0, 82, 84, 85, 88, 89, 0, 23, 22, 0, 26, 0, 62, 74, 72, 61, 64, 68, 0, 43, 42, 46, 28, 0, 3, 7, 8, 97, 100, 99, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 30, 0, 25, 27, 29, 0, 5, 2, 0, 24, 34, 0, 90, 86, 0, 87, 83, 0, 98, 96, 95, 94, 92, 93, 0, 38, 39, 36, 0, 32, 33, 31, 35, 37, 0",4.364,1512.14,25
