Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,2032.8301723113748,"0, 0, 20, 21, 0, 5, 3, 4, 0, 7, 8, 9, 6, 0, 22, 0, 10, 11, 2, 1, 75, 0, 67, 65, 63, 62, 66, 69, 0, 23, 0, 43, 42, 41, 40, 44, 45, 0, 25, 27, 28, 26, 0, 24, 29, 30, 34, 0, 47, 0, 46, 48, 50, 0, 74, 72, 61, 64, 68, 0, 52, 49, 0, 89, 0, 90, 87, 86, 84, 85, 88, 91, 0, 33, 0, 51, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 37, 38, 39, 36, 0, 83, 82, 0, 31, 0, 57, 55, 59, 0, 98, 96, 95, 94, 93, 0, 32, 35, 56, 58, 60, 0, 99, 0, 100, 0, 54, 53, 70, 73, 77, 79, 0, 97, 0, 92, 0, 81, 78, 76, 71, 80, 0",0.377,2032.83,32
1,1656.7725749119313,"0, 0, 20, 21, 0, 22, 0, 67, 65, 63, 62, 66, 69, 0, 23, 0, 24, 25, 27, 28, 26, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 43, 42, 41, 40, 44, 45, 0, 10, 11, 2, 0, 74, 72, 61, 64, 68, 0, 47, 0, 98, 96, 95, 94, 93, 0, 46, 48, 50, 0, 90, 87, 86, 85, 88, 89, 91, 0, 52, 49, 0, 33, 0, 32, 31, 35, 37, 38, 39, 36, 34, 0, 29, 30, 0, 51, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 83, 82, 84, 97, 100, 99, 0, 59, 0, 57, 55, 54, 53, 56, 58, 60, 80, 0, 70, 73, 77, 79, 0, 92, 0, 81, 78, 76, 71, 0",0.559,1656.77,26
5,1632.2579582253893,"0, 0, 67, 65, 63, 62, 66, 69, 0, 20, 21, 0, 10, 11, 9, 6, 4, 0, 22, 0, 23, 0, 24, 25, 27, 29, 30, 28, 26, 0, 5, 3, 7, 8, 2, 1, 75, 0, 43, 42, 41, 40, 44, 45, 48, 50, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 61, 64, 68, 0, 47, 0, 72, 0, 49, 0, 90, 87, 86, 89, 91, 0, 46, 51, 52, 0, 74, 0, 98, 96, 95, 94, 93, 0, 32, 33, 34, 0, 88, 0, 83, 82, 84, 85, 99, 0, 57, 55, 59, 0, 92, 97, 100, 0, 54, 53, 56, 58, 60, 0, 31, 35, 37, 38, 39, 36, 0, 79, 0, 81, 78, 76, 71, 70, 73, 77, 80, 0",1.257,1632.26,27
6,1460.9974700406187,"0, 0, 20, 21, 0, 23, 22, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 43, 42, 41, 40, 44, 45, 48, 50, 0, 90, 87, 86, 88, 89, 91, 0, 10, 11, 9, 6, 4, 1, 75, 0, 28, 26, 0, 24, 25, 27, 29, 30, 34, 0, 5, 3, 7, 8, 2, 0, 47, 0, 49, 0, 52, 0, 66, 0, 46, 51, 0, 83, 82, 84, 85, 0, 54, 53, 56, 58, 60, 59, 0, 92, 93, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 98, 96, 95, 94, 97, 100, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 57, 55, 80, 0, 81, 78, 76, 71, 70, 73, 77, 79, 0",1.433,1461.0,23
14,1337.6723913574476,"0, 0, 52, 49, 47, 0, 10, 11, 9, 6, 4, 0, 20, 21, 0, 5, 3, 7, 8, 2, 1, 75, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 66, 0, 23, 22, 0, 24, 25, 27, 28, 26, 0, 43, 42, 41, 40, 44, 45, 48, 50, 0, 90, 87, 86, 88, 89, 91, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 46, 51, 0, 29, 30, 34, 0, 98, 96, 95, 94, 93, 0, 57, 55, 59, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 83, 82, 84, 85, 0, 54, 53, 56, 58, 60, 0, 92, 97, 100, 0",2.789,1337.67,21
21,1260.9351716513622,"0, 0, 20, 21, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 10, 11, 9, 6, 4, 0, 23, 22, 0, 24, 25, 27, 28, 26, 0, 43, 42, 41, 40, 44, 45, 48, 50, 0, 5, 3, 7, 8, 2, 1, 75, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 66, 47, 0, 29, 30, 34, 0, 49, 0, 46, 51, 52, 0, 90, 87, 86, 88, 89, 91, 0, 98, 96, 95, 94, 92, 93, 97, 100, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 83, 82, 84, 85, 0, 59, 0, 57, 55, 54, 53, 56, 58, 60, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0",3.945,1260.94,20
42,1238.1983983706432,"0, 0, 20, 21, 0, 49, 47, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 23, 22, 0, 24, 25, 27, 28, 26, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 0, 10, 11, 2, 0, 46, 66, 0, 29, 30, 34, 0, 90, 87, 86, 88, 89, 91, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 98, 96, 95, 94, 93, 0, 83, 82, 84, 85, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 92, 97, 100, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0",7.244,1238.2,19
45,1227.534001682532,"0, 0, 20, 21, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 24, 25, 27, 28, 26, 22, 0, 49, 47, 0, 23, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 43, 42, 41, 40, 44, 45, 48, 50, 52, 0, 46, 51, 0, 10, 11, 2, 0, 66, 0, 29, 30, 34, 0, 90, 87, 86, 85, 88, 89, 91, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 83, 82, 84, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 57, 55, 59, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 54, 53, 56, 58, 60, 0",7.707,1227.53,20
49,1225.943357113223,"0, 0, 20, 21, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 23, 22, 0, 24, 25, 27, 28, 26, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 66, 47, 0, 10, 11, 2, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 0, 29, 30, 34, 0, 46, 59, 0, 90, 87, 86, 88, 89, 91, 0, 99, 0, 83, 82, 84, 85, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 57, 55, 54, 53, 56, 58, 60, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 98, 96, 95, 94, 92, 93, 97, 100, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0",8.322,1225.94,19
57,1167.0808572178457,"0, 0, 20, 21, 0, 67, 65, 63, 62, 74, 72, 61, 64, 68, 69, 0, 5, 3, 7, 8, 9, 6, 4, 1, 75, 0, 90, 87, 86, 88, 89, 91, 0, 23, 22, 0, 43, 42, 41, 40, 44, 45, 48, 51, 50, 52, 49, 47, 0, 24, 25, 27, 28, 26, 0, 10, 11, 2, 0, 66, 0, 29, 30, 34, 0, 46, 59, 0, 57, 55, 54, 53, 56, 58, 60, 0, 13, 17, 18, 19, 15, 16, 14, 12, 99, 0, 83, 82, 84, 85, 0, 98, 96, 95, 94, 92, 93, 97, 100, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0",9.539,1167.08,18
