Iteration,Improved path distance,Iteration path,Execution time,Total travel distance,Number of vehicles used
0,1894.0944136076182,"0, 0, 66, 69, 0, 20, 21, 0, 4, 0, 3, 0, 22, 0, 9, 0, 67, 65, 63, 62, 61, 64, 68, 0, 90, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 23, 0, 46, 45, 48, 50, 0, 40, 0, 24, 25, 27, 28, 26, 0, 10, 11, 0, 43, 42, 49, 0, 5, 7, 8, 6, 1, 0, 75, 0, 47, 0, 41, 44, 51, 52, 0, 55, 59, 0, 92, 93, 0, 74, 72, 0, 29, 30, 34, 0, 2, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 95, 94, 97, 100, 99, 0, 56, 58, 60, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 57, 54, 53, 80, 0, 79, 0, 78, 76, 71, 70, 73, 77, 0, 81, 0",0.378,1894.09,32
2,1838.969487734571,"0, 0, 7, 8, 6, 4, 0, 20, 21, 0, 47, 0, 22, 0, 33, 0, 42, 41, 40, 48, 0, 63, 0, 67, 65, 74, 72, 61, 64, 68, 66, 69, 0, 23, 0, 24, 25, 27, 30, 28, 26, 0, 5, 3, 75, 0, 56, 58, 60, 0, 43, 46, 45, 0, 10, 11, 9, 2, 1, 0, 29, 34, 0, 83, 82, 84, 85, 88, 89, 91, 0, 90, 87, 86, 0, 62, 59, 0, 49, 0, 98, 96, 95, 94, 93, 0, 52, 0, 13, 17, 18, 19, 15, 16, 12, 0, 44, 51, 50, 0, 92, 100, 99, 0, 57, 55, 54, 53, 77, 79, 0, 32, 31, 35, 37, 38, 39, 36, 0, 81, 78, 76, 71, 70, 73, 80, 0, 14, 0, 97, 0",0.764,1838.97,30
3,1819.2743484636565,"0, 0, 24, 25, 27, 30, 28, 26, 23, 22, 21, 0, 20, 9, 6, 4, 0, 43, 42, 41, 40, 45, 48, 51, 50, 49, 47, 0, 67, 65, 63, 62, 66, 69, 0, 5, 3, 1, 75, 0, 10, 11, 0, 7, 8, 2, 0, 90, 87, 86, 89, 91, 0, 29, 39, 36, 34, 0, 74, 72, 61, 64, 68, 0, 46, 0, 92, 93, 0, 52, 0, 32, 33, 31, 35, 37, 38, 0, 79, 0, 44, 59, 0, 13, 17, 15, 16, 14, 12, 0, 98, 96, 95, 94, 97, 100, 99, 0, 83, 82, 84, 85, 88, 0, 55, 0, 54, 53, 56, 58, 60, 0, 57, 80, 0, 81, 77, 0, 18, 19, 0, 78, 76, 71, 70, 73, 0",0.999,1819.27,26
4,1738.550190985684,"0, 0, 20, 40, 46, 45, 48, 50, 0, 67, 65, 63, 62, 66, 69, 0, 22, 21, 0, 5, 3, 4, 0, 23, 0, 95, 97, 100, 99, 0, 24, 25, 27, 28, 26, 0, 7, 8, 9, 6, 1, 0, 2, 75, 0, 43, 42, 41, 44, 51, 49, 47, 0, 10, 11, 0, 29, 52, 0, 74, 72, 61, 64, 68, 0, 90, 87, 86, 83, 82, 84, 85, 88, 91, 0, 13, 15, 16, 14, 12, 0, 33, 0, 30, 34, 0, 98, 96, 94, 92, 93, 89, 0, 35, 37, 38, 39, 36, 0, 32, 31, 56, 58, 60, 0, 57, 55, 59, 0, 19, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 18, 0, 54, 53, 0, 17, 0",1.191,1738.55,27
5,1558.169504016144,"0, 0, 20, 21, 0, 30, 28, 26, 23, 22, 0, 41, 40, 46, 45, 48, 50, 49, 47, 0, 67, 65, 63, 62, 66, 69, 0, 24, 25, 27, 29, 0, 7, 8, 9, 6, 4, 0, 43, 42, 44, 64, 0, 5, 3, 75, 0, 10, 11, 1, 0, 74, 72, 61, 68, 0, 55, 59, 0, 90, 87, 86, 89, 91, 0, 52, 0, 2, 0, 36, 34, 0, 85, 88, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 32, 33, 31, 35, 37, 38, 39, 51, 0, 83, 82, 84, 0, 57, 54, 53, 56, 58, 60, 80, 0, 70, 73, 77, 79, 0, 81, 78, 76, 71, 0",1.372,1558.17,24
6,1474.335171055317,"0, 0, 7, 8, 9, 6, 4, 0, 21, 0, 20, 22, 0, 43, 42, 44, 45, 48, 50, 49, 47, 0, 67, 65, 63, 62, 66, 69, 0, 23, 0, 24, 25, 27, 29, 30, 28, 26, 34, 0, 5, 3, 75, 0, 10, 11, 100, 99, 0, 41, 40, 46, 52, 0, 74, 72, 61, 64, 68, 0, 90, 87, 86, 89, 91, 0, 2, 1, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 97, 0, 98, 96, 95, 94, 92, 93, 88, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 85, 0, 57, 55, 59, 0, 83, 82, 84, 0, 51, 0, 54, 53, 56, 58, 60, 0",1.551,1474.34,24
13,1310.9702286032443,"0, 0, 28, 26, 23, 22, 21, 0, 10, 11, 9, 6, 4, 0, 95, 0, 67, 65, 63, 62, 66, 69, 0, 20, 24, 25, 27, 29, 30, 34, 0, 5, 7, 8, 0, 43, 42, 41, 40, 44, 45, 48, 50, 49, 47, 0, 74, 72, 61, 64, 68, 0, 75, 0, 3, 2, 1, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 90, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 98, 96, 94, 92, 93, 97, 100, 99, 52, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 51, 0, 46, 59, 0, 57, 55, 54, 53, 56, 58, 60, 80, 0, 81, 78, 76, 71, 70, 73, 77, 79, 0",2.812,1310.97,19
26,1309.5429473724148,"0, 0, 63, 62, 72, 61, 64, 68, 66, 69, 0, 20, 21, 0, 3, 4, 0, 42, 44, 45, 48, 50, 49, 47, 0, 23, 22, 0, 10, 11, 9, 6, 0, 67, 65, 74, 88, 89, 91, 0, 5, 7, 8, 75, 0, 43, 46, 52, 0, 2, 1, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 28, 26, 0, 24, 25, 27, 29, 30, 99, 0, 41, 40, 51, 0, 90, 87, 86, 83, 82, 84, 85, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 96, 95, 94, 92, 93, 97, 100, 0, 57, 55, 59, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 54, 53, 56, 58, 60, 0",5.265,1309.54,21
28,1304.292634237898,"0, 0, 20, 21, 0, 67, 65, 63, 62, 72, 61, 64, 68, 66, 69, 0, 23, 22, 0, 5, 3, 75, 0, 24, 25, 27, 29, 30, 28, 26, 34, 0, 43, 42, 41, 40, 47, 0, 90, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 1, 0, 10, 11, 9, 6, 4, 0, 7, 8, 2, 0, 74, 48, 50, 49, 0, 46, 45, 0, 33, 0, 51, 52, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 32, 31, 35, 37, 38, 39, 36, 0, 44, 59, 0, 57, 55, 54, 53, 56, 58, 60, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0",5.605,1304.29,21
32,1290.7679709322815,"0, 0, 51, 52, 49, 47, 0, 30, 28, 26, 23, 22, 21, 0, 75, 0, 20, 24, 25, 27, 29, 69, 0, 74, 72, 61, 64, 68, 66, 0, 67, 65, 63, 62, 44, 45, 48, 50, 0, 5, 3, 4, 0, 7, 8, 9, 6, 1, 0, 10, 11, 2, 0, 41, 40, 46, 0, 43, 42, 59, 0, 90, 87, 86, 89, 91, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 54, 53, 56, 58, 60, 0, 83, 82, 84, 85, 88, 0, 57, 55, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0",6.271,1290.77,20
39,1221.1673863799488,"0, 0, 20, 27, 29, 30, 28, 26, 23, 22, 21, 0, 67, 65, 63, 62, 66, 69, 0, 43, 42, 41, 40, 44, 45, 48, 51, 52, 49, 47, 0, 7, 8, 9, 6, 4, 0, 5, 3, 75, 0, 10, 11, 2, 1, 0, 24, 25, 34, 0, 74, 72, 61, 64, 68, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 32, 33, 31, 35, 37, 38, 39, 36, 0, 46, 50, 0, 90, 87, 86, 89, 91, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 98, 96, 95, 94, 92, 93, 97, 100, 99, 0, 88, 0, 83, 82, 84, 85, 0, 13, 17, 18, 19, 16, 14, 12, 0, 15, 0",7.436,1221.17,19
42,1076.3188909837613,"0, 0, 98, 95, 94, 92, 93, 97, 100, 99, 0, 46, 45, 48, 50, 52, 49, 47, 0, 20, 21, 0, 67, 65, 63, 62, 66, 69, 0, 26, 23, 22, 0, 5, 3, 7, 8, 9, 6, 4, 1, 0, 24, 25, 27, 29, 30, 28, 0, 10, 11, 2, 75, 0, 43, 42, 41, 40, 44, 51, 0, 74, 72, 61, 64, 68, 0, 90, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 96, 0",7.929,1076.32,17
54,1072.951979596014,"0, 0, 26, 23, 22, 21, 0, 10, 11, 9, 6, 4, 1, 0, 20, 24, 25, 27, 29, 30, 28, 52, 49, 47, 0, 90, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 67, 65, 63, 62, 66, 69, 0, 5, 3, 7, 8, 2, 75, 0, 43, 42, 41, 40, 44, 45, 48, 50, 0, 74, 72, 61, 64, 68, 0, 46, 51, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 98, 95, 94, 92, 93, 97, 100, 99, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 96, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0",9.845,1072.95,16
67,1067.911004626235,"0, 0, 20, 21, 0, 67, 65, 63, 62, 66, 69, 0, 13, 17, 18, 19, 15, 16, 14, 12, 0, 24, 25, 27, 29, 30, 28, 26, 23, 22, 52, 49, 47, 0, 5, 3, 7, 8, 9, 6, 4, 1, 0, 43, 42, 41, 40, 44, 45, 48, 50, 0, 46, 51, 0, 90, 87, 86, 83, 82, 84, 85, 88, 89, 91, 0, 10, 11, 2, 75, 0, 74, 72, 61, 64, 68, 0, 81, 78, 76, 71, 70, 73, 77, 79, 80, 0, 98, 95, 94, 92, 93, 97, 100, 99, 0, 57, 55, 54, 53, 56, 58, 60, 59, 0, 32, 33, 31, 35, 37, 38, 39, 36, 34, 0, 96, 0",11.894,1067.91,16
